Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d1,1,5e-06,20.680321,[ 2 36] ; [27 27],[11.97826087 26.02173913] ; [17.02173913 36.97826087],1
a7,1,1.8e-05,18.385626,[11 27] ; [40 14],[21.06521739 16.93478261] ; [29.93478261 24.06521739],1
d4,1,2.3e-05,17.900501,[15 22] ; [45  9],[24.3956044 12.6043956] ; [35.6043956 18.3956044],1
v4,1,0.000134,14.590689,[22 15] ; [50  4],[29.27472527  7.72527473] ; [42.72527473 11.27472527],1
r1,1,0.000139,14.513649,[13 25] ; [40 14],[21.89130435 16.10869565] ; [31.10869565 22.89130435],1
r4,1,0.00042,12.442944,[15 23] ; [41 13],[23.13043478 14.86956522] ; [32.86956522 21.13043478],1
d3,1,0.01381,6.062236,[13 25] ; [32 21],[18.79120879 19.20879121] ; [26.20879121 26.79120879],0
u3,1,0.014215,6.011196,[ 9 19] ; [21 12],[13.7704918 14.2295082] ; [16.2295082 16.7704918],0
r3,1,0.018041,5.592154,[22 16] ; [42 10],[27.02222222 10.97777778] ; [36.97777778 15.02222222],0
v2,1,0.02364,5.120874,[ 6 30] ; [20 31],[10.75862069 25.24137931] ; [15.24137931 35.75862069],0
p7,1,0.024841,5.034965,[19 19] ; [14 38],[13.93333333 24.06666667] ; [19.06666667 32.93333333],0
s6,1,0.027613,4.852049,[13 25] ; [30 22],[18.15555556 19.84444444] ; [24.84444444 27.15555556],0
s4,1,0.02823,4.813974,[ 3 35] ; [14 40],[ 7.02173913 30.97826087] ; [ 9.97826087 44.02173913],0
u2,1,0.045968,3.982755,[ 9 18] ; [19 13],[12.81355932 14.18644068] ; [15.18644068 16.81355932],0
s7,1,0.057104,3.619565,[ 8 29] ; [19 27],[12.03614458 24.96385542] ; [14.96385542 31.03614458],0
s8,1,0.059174,3.560372,[ 6 32] ; [18 36],[ 9.91304348 28.08695652] ; [14.08695652 39.91304348],0
s5,1,0.075677,3.155374,[ 4 34] ; [13 38],[ 7.25842697 30.74157303] ; [ 9.74157303 41.25842697],0
s2,1,0.093183,2.818512,[11 27] ; [25 29],[14.86956522 23.13043478] ; [21.13043478 32.86956522],0
b4,1,0.108434,2.576904,[19 19] ; [36 18],[22.7173913 15.2826087] ; [32.2826087 21.7173913],0
n3,1,0.116108,2.46905,[ 7 10] ; [14  7],[9.39473684 7.60526316] ; [11.60526316  9.39473684],0
v3,1,0.150994,2.062183,[ 7 31] ; [16 34],[ 9.93181818 28.06818182] ; [13.06818182 36.93181818],0
a3,1,0.152068,2.051383,[ 9 27] ; [21 32],[12.13483146 23.86516854] ; [17.86516854 35.13483146],0
a6,1,0.15633,2.00937,[12 26] ; [25 29],[15.2826087 22.7173913] ; [21.7173913 32.2826087],0
r2,1,0.174003,1.848109,[27 11] ; [44  9],[29.64835165  8.35164835] ; [41.35164835 11.64835165],0
p3,1,0.174675,1.842354,[ 9 29] ; [20 34],[11.97826087 26.02173913] ; [17.02173913 36.97826087],0
n5,1,0.182863,1.774198,[25 13] ; [28 26],[21.89130435 16.10869565] ; [31.10869565 22.89130435],0
p10,1,0.190068,1.717087,[14 23] ; [26 24],[17.01149425 19.98850575] ; [22.98850575 27.01149425],0
d2,1,0.268223,1.22581,[ 8 30] ; [17 37],[10.32608696 27.67391304] ; [14.67391304 39.32608696],0
n4,1,0.273171,1.200754,[22 16] ; [25 29],[19.41304348 18.58695652] ; [27.58695652 26.41304348],0
a1,1,0.382614,0.762286,[ 3 35] ; [ 2 52],[ 2.06521739 35.93478261] ; [ 2.93478261 51.06521739],0
s1,1,0.405253,0.692684,[ 4 34] ; [ 3 49],[ 2.95555556 35.04444444] ; [ 4.04444444 47.95555556],0
p4,1,0.431218,0.619541,[12 26] ; [21 32],[13.78021978 24.21978022] ; [19.21978022 33.78021978],0
n2,1,0.44419,0.585434,[11  6] ; [11 10],[9.84210526 7.15789474] ; [12.15789474  8.84210526],0
b5,1,0.545422,0.365583,[23 15] ; [36 18],[24.36956522 13.63043478] ; [34.63043478 19.36956522],0
p2,1,0.545422,0.365583,[23 15] ; [36 18],[24.36956522 13.63043478] ; [34.63043478 19.36956522],0
n6,1,0.574855,0.314627,[21 17] ; [33 21],[22.30434783 15.69565217] ; [31.69565217 22.30434783],0
p5,1,0.601143,0.273276,[ 4 34] ; [ 4 50],[ 3.30434783 34.69565217] ; [ 4.69565217 49.30434783],0
a4,1,0.637389,0.222173,[ 3 34] ; [ 6 48],[ 3.65934066 33.34065934] ; [ 5.34065934 48.65934066],0
a8,1,0.690895,0.158118,[ 2 32] ; [ 2 48],[ 1.61904762 32.38095238] ; [ 2.38095238 47.61904762],0
b2,1,0.71154,0.136744,[ 6 18] ; [ 8 19],[ 6.58823529 17.41176471] ; [ 7.41176471 19.58823529],0
b3,1,0.71154,0.136744,[ 6 18] ; [ 8 19],[ 6.58823529 17.41176471] ; [ 7.41176471 19.58823529],0
p6,1,0.747948,0.103264,[ 8 29] ; [10 43],[ 7.4 29.6] ; [10.6 42.4],0
u1,1,0.77558,0.081273,[ 1 37] ; [ 2 52],[ 1.23913043 36.76086957] ; [ 1.76086957 52.23913043],0
b1,1,0.7816,0.076859,[20 18] ; [30 24],[20.65217391 17.34782609] ; [29.34782609 24.65217391],0
p8,1,0.78956,0.071226,[11 27] ; [14 39],[10.43956044 27.56043956] ; [14.56043956 38.43956044],0
p12,1,0.811117,0.057114,[ 1 37] ; [ 1 52],[ 0.83516484 37.16483516] ; [ 1.16483516 51.83516484],0
v1,1,0.847239,0.037111,[14 23] ; [19 34],[13.56666667 23.43333333] ; [19.43333333 33.56666667],0
s3,1,0.890085,0.019098,[18 19] ; [25 28],[17.67777778 19.32222222] ; [25.32222222 27.67777778],0
p1,1,0.929295,0.007873,[ 4 34] ; [ 6 48],[ 4.13043478 33.86956522] ; [ 5.86956522 48.13043478],0
n1,1,0.954709,0.003226,[ 5 12] ; [ 6 15],[ 4.92105263 12.07894737] ; [ 6.07894737 14.92105263],0
p9,1,0.975749,0.000924,[18 19] ; [24 25],[18.06976744 18.93023256] ; [23.93023256 25.06976744],0
