Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d5,1,0.000131,14.632775,[49  9] ; [1 5],[45.3125 12.6875] ; [4.6875 1.3125],1
s1,1,0.00055,11.936842,[ 1 56] ; [2 4],[ 2.71428571 54.28571429] ; [0.28571429 5.71428571],1
r4,1,0.001584,9.97819,[50  8] ; [2 4],[47.125 10.875] ; [4.875 1.125],0
d3,1,0.00563,7.665076,[42 16] ; [1 5],[38.96875 19.03125] ; [4.03125 1.96875],0
p10,1,0.01947,5.458777,[45 13] ; [2 4],[42.59375 15.40625] ; [4.40625 1.59375],0
r1,1,0.039389,4.244032,[49  9] ; [3 3],[47.125 10.875] ; [4.875 1.125],0
a3,1,0.049384,3.86225,[34 24] ; [1 5],[31.71875 26.28125] ; [3.28125 2.71875],0
p2,1,0.057608,3.604931,[48 10] ; [3 3],[46.21875 11.78125] ; [4.78125 1.21875],0
p7,1,0.127964,2.317036,[43 12] ; [3 3],[41.47540984 13.52459016] ; [4.52459016 1.47540984],0
n2,1,0.140213,2.17562,[10  1] ; [1 1],[9.30769231 1.69230769] ; [1.69230769 0.30769231],0
p4,1,0.172461,1.861417,[36 22] ; [2 4],[34.4375 23.5625] ; [3.5625 2.4375],0
s6,1,0.172461,1.861417,[36 22] ; [2 4],[34.4375 23.5625] ; [3.5625 2.4375],0
a8,1,0.173035,1.85645,[ 2 51] ; [1 5],[ 2.69491525 50.30508475] ; [0.30508475 5.69491525],0
r2,1,0.209512,1.574798,[50  8] ; [4 2],[48.9375  9.0625] ; [5.0625 0.9375],0
p9,1,0.210612,1.567216,[43 15] ; [3 3],[41.6875 16.3125] ; [4.3125 1.6875],0
p11,1,0.210612,1.567216,[43 15] ; [3 3],[41.6875 16.3125] ; [4.3125 1.6875],0
d4,1,0.210612,1.567216,[43 15] ; [3 3],[41.6875 16.3125] ; [4.3125 1.6875],0
n5,1,0.237552,1.39506,[24 34] ; [1 5],[22.65625 35.34375] ; [2.34375 3.65625],0
a6,1,0.252639,1.308651,[42 16] ; [3 3],[40.78125 17.21875] ; [4.21875 1.78125],0
s8,1,0.268176,1.226054,[23 35] ; [1 5],[21.75 36.25] ; [2.25 3.75],0
v2,1,0.343509,0.897293,[29 25] ; [2 4],[27.9 26.1] ; [3.1 2.9],0
d2,1,0.376261,0.782882,[20 38] ; [1 5],[19.03125 38.96875] ; [1.96875 4.03125],0
p3,1,0.391064,0.735632,[30 28] ; [2 4],[29. 29.] ; [3. 3.],0
b1,1,0.391064,0.735632,[30 28] ; [2 4],[29. 29.] ; [3. 3.],0
r3,1,0.395924,0.72067,[54  4] ; [5 1],[53.46875  4.53125] ; [5.53125 0.46875],0
b5,1,0.397286,0.716525,[39 19] ; [3 3],[38.0625 19.9375] ; [3.9375 2.0625],0
s2,1,0.470503,0.520795,[20 37] ; [3 3],[20.80952381 36.19047619] ; [2.19047619 3.80952381],0
p6,1,0.491171,0.473961,[20 36] ; [3 3],[20.77419355 35.22580645] ; [2.22580645 3.77419355],0
a5,1,0.506457,0.441379,[37 21] ; [3 3],[36.25 21.75] ; [3.75 2.25],0
p1,1,0.519784,0.414322,[ 5 53] ; [1 5],[ 5.4375 52.5625] ; [0.5625 5.4375],0
v1,1,0.595419,0.28196,[25 31] ; [2 4],[24.38709677 31.61290323] ; [2.61290323 3.38709677],0
u2,1,0.633833,0.226898,[17  7] ; [3 2],[16.55172414  7.44827586] ; [3.44827586 1.55172414],0
n3,1,0.715388,0.132955,[7 4] ; [1 1],[6.76923077 4.23076923] ; [1.23076923 0.76923077],0
b2,1,0.773643,0.082721,[ 9 26] ; [1 2],[ 9.21052632 25.78947368] ; [0.78947368 2.21052632],0
b3,1,0.773643,0.082721,[ 9 26] ; [1 2],[ 9.21052632 25.78947368] ; [0.78947368 2.21052632],0
a7,1,0.837317,0.042159,[41 17] ; [4 2],[40.78125 17.21875] ; [4.21875 1.78125],0
s3,1,0.902291,0.015072,[27 30] ; [3 3],[27.14285714 29.85714286] ; [2.85714286 3.14285714],0
b4,1,0.935881,0.006472,[30 28] ; [3 3],[29.90625 28.09375] ; [3.09375 2.90625],0
v3,1,0.976044,0.000902,[18 37] ; [2 4],[18.03278689 36.96721311] ; [1.96721311 4.03278689],0
