Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d1,1,0.0,112.103711,[271  78] ; [ 5 55],[235.51100244 113.48899756] ; [40.48899756 19.51100244],1
d3,1,0.0,96.105653,[310  39] ; [21 39],[282.44254279  66.55745721] ; [48.55745721 11.44254279],1
d5,1,0.0,60.974199,[319  30] ; [32 28],[299.50855746  49.49144254] ; [51.49144254  8.50855746],1
u1,1,3e-06,21.839836,[106 243] ; [ 1 59],[ 91.30317848 257.69682152] ; [15.69682152 44.30317848],1
d2,1,4.3e-05,16.749782,[198 150] ; [17 43],[183.38235294 164.61764706] ; [31.61764706 28.38235294],1
a2,1,0.000219,13.660885,[125 224] ; [ 7 53],[112.63569682 236.36430318] ; [19.36430318 40.63569682],1
s2,1,0.001117,10.622419,[203 140] ; [21 37],[191.60099751 151.39900249] ; [32.39900249 25.60099751],0
a4,1,0.001874,9.669216,[180 168] ; [18 42],[168.88235294 179.11764706] ; [29.11764706 30.88235294],0
s6,1,0.002947,8.84007,[258  83] ; [33 25],[248.69924812  92.30075188] ; [42.30075188 15.69924812],0
p11,1,0.006347,7.44908,[295  54] ; [42 18],[287.56234719  61.43765281] ; [49.43765281 10.56234719],0
v4,1,0.007715,7.098455,[339   7] ; [55  5],[335.77339901  10.22660099] ; [58.22660099  1.77339901],0
b4,1,0.012231,6.277023,[217 132] ; [27 33],[208.20537897 140.79462103] ; [35.79462103 24.20537897],0
a6,1,0.028566,4.793574,[282  67] ; [41 19],[275.61613692  73.38386308] ; [47.38386308 12.61613692],0
u2,1,0.037253,4.338804,[58 31] ; [ 9 13],[53.72072072 35.27927928] ; [13.27927928  8.72072072],0
p1,1,0.051579,3.789374,[ 34 313] ; [11 49],[ 38.36609337 308.63390663] ; [ 6.63390663 53.36609337],0
a5,1,0.055428,3.669175,[287  62] ; [43 17],[281.58924205  67.41075795] ; [48.41075795 11.58924205],0
p9,1,0.059666,3.546635,[307  39] ; [48 12],[302.53694581  43.46305419] ; [52.46305419  7.53694581],0
b3,1,0.062542,3.468672,[ 85 135] ; [ 9 30],[ 79.84555985 140.15444015] ; [14.15444015 24.84555985],0
b2,1,0.062542,3.468672,[ 85 135] ; [ 9 30],[ 79.84555985 140.15444015] ; [14.15444015 24.84555985],0
s8,1,0.071032,3.259004,[170 175] ; [22 38],[163.55555556 181.44444444] ; [28.44444444 31.55555556],0
a3,1,0.074578,3.17927,[259  89] ; [38 22],[253.32352941  94.67647059] ; [43.67647059 16.32352941],0
n1,1,0.083041,3.004354,[20 43] ; [6 4],[22.43835616 40.56164384] ; [3.56164384 6.43835616],0
n4,1,0.09106,2.85553,[287  62] ; [43 16],[282.27941176  66.72058824] ; [47.72058824 11.27941176],0
r1,1,0.105249,2.62415,[298  48] ; [46 13],[293.88641975  52.11358025] ; [50.11358025  8.88641975],0
v2,1,0.10564,2.61826,[209 128] ; [30 29],[203.39141414 133.60858586] ; [35.60858586 23.39141414],0
r2,1,0.113254,2.508215,[332  13] ; [55  5],[329.66666667  15.33333333] ; [57.33333333  2.66666667],0
v1,1,0.137965,2.200514,[209 129] ; [31 29],[203.81909548 134.18090452] ; [36.18090452 23.81909548],0
a1,1,0.149799,2.074292,[ 22 327] ; [ 1 59],[ 19.62591687 329.37408313] ; [ 3.37408313 56.62591687],0
s3,1,0.152726,2.04481,[201 139] ; [29 30],[195.98997494 144.01002506] ; [34.01002506 24.98997494],0
s5,1,0.153876,2.033404,[125 210] ; [16 42],[120.19083969 214.80916031] ; [20.80916031 37.19083969],0
u3,1,0.201921,1.628428,[60 27] ; [12 10],[57.46788991 29.53211009] ; [14.53211009  7.46788991],0
r4,1,0.210548,1.567652,[329  20] ; [54  6],[326.81418093  22.18581907] ; [56.18581907  3.81418093],0
p10,1,0.246186,1.34482,[301  45] ; [48 11],[298.15802469  47.84197531] ; [50.84197531  8.15802469],0
s7,1,0.250514,1.320437,[180 149] ; [25 29],[176.09660574 152.90339426] ; [28.90339426 25.09660574],0
p2,1,0.311762,1.023197,[321  27] ; [53  7],[319.  29.] ; [55.  5.],0
b5,1,0.317043,1.001107,[227 122] ; [35 25],[223.56479218 125.43520782] ; [38.43520782 21.56479218],0
p6,1,0.319798,0.989774,[174 172] ; [26 34],[170.44334975 175.55665025] ; [29.55665025 30.44334975],0
a8,1,0.3609,0.834758,[ 42 262] ; [ 5 49],[ 39.91061453 264.08938547] ; [ 7.08938547 46.91061453],0
p8,1,0.384448,0.756431,[224 123] ; [34 24],[221.05185185 125.94814815] ; [36.94814815 21.05185185],0
b1,1,0.385072,0.754445,[125 224] ; [25 35],[127.99511002 221.00488998] ; [22.00488998 37.99511002],0
r3,1,0.475496,0.509176,[335  11] ; [57  3],[334.06896552  11.93103448] ; [57.93103448  2.06896552],0
s4,1,0.490086,0.476338,[ 57 285] ; [12 47],[ 58.8478803 283.1521197] ; [10.1521197 48.8478803],0
p12,1,0.511714,0.430561,[ 39 310] ; [ 5 55],[ 37.54523227 311.45476773] ; [ 6.45476773 53.54523227],0
n2,1,0.554015,0.350174,[44 18] ; [8 2],[44.77777778 17.22222222] ; [7.22222222 2.77777778],0
n6,1,0.601346,0.27297,[307  38] ; [52  8],[305.81481481  39.18518519] ; [53.18518519  6.81481481],0
p5,1,0.609318,0.261169,[ 56 290] ; [ 8 51],[ 54.67654321 291.32345679] ; [ 9.32345679 49.67654321],0
v3,1,0.632016,0.229337,[137 192] ; [23 37],[135.32133676 193.67866324] ; [24.67866324 35.32133676],0
u4,1,0.670526,0.180988,[  9 339] ; [ 1 59],[  8.52941176 339.47058824] ; [ 1.47058824 58.52941176],0
p3,1,0.743334,0.107217,[235 114] ; [41 18],[236.08823529 112.91176471] ; [39.91176471 19.08823529],0
n5,1,0.782767,0.076019,[276  71] ; [46 13],[275.20689655  71.79310345] ; [46.79310345 12.20689655],0
p7,1,0.861695,0.030351,[251  94] ; [43 17],[250.44444444  94.55555556] ; [43.55555556 16.44444444],0
s1,1,0.890148,0.019076,[ 13 333] ; [ 2 57],[ 12.81481481 333.18518519] ; [ 2.18518519 56.81481481],0
