Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p3,1,0.003471,8.541687,[34 75] ; [11  5],[39.24 69.76] ; [ 5.76 10.24],0
p11,1,0.025095,5.01733,[67 43] ; [ 5 11],[62.85714286 47.14285714] ; [9.14285714 6.85714286],0
s6,1,0.029548,4.735422,[50 59] ; [12  4],[54.064 54.936] ; [7.936 8.064],0
s3,1,0.042728,4.106123,[50 60] ; [11  4],[53.68 56.32] ; [7.32 7.68],0
p4,1,0.046481,3.964074,[46 63] ; [11  5],[49.704 59.296] ; [7.296 8.704],0
d5,1,0.052187,3.769755,[78 32] ; [15  1],[81.19047619 28.80952381] ; [11.80952381  4.19047619],0
p2,1,0.100539,2.69697,[66 44] ; [13  3],[68.96825397 41.03174603] ; [10.03174603  5.96825397],0
u3,1,0.110025,2.553859,[26 19] ; [7 1],[28.01886792 16.98113208] ; [4.98113208 3.01886792],0
v2,1,0.110346,2.549259,[49 57] ; [ 4 12],[46.04918033 59.95081967] ; [6.95081967 9.04918033],0
a6,1,0.260969,1.263609,[71 39] ; [8 8],[68.96825397 41.03174603] ; [10.03174603  5.96825397],0
n4,1,0.269598,1.218794,[77 33] ; [9 7],[75.07936508 34.92063492] ; [10.92063492  5.07936508],0
r3,1,0.277279,1.180377,[108   2] ; [15  1],[107.38095238   2.61904762] ; [15.61904762  0.38095238],0
r2,1,0.277279,1.180377,[108   2] ; [15  1],[107.38095238   2.61904762] ; [15.61904762  0.38095238],0
n5,1,0.309107,1.034489,[63 47] ; [7 9],[61.11111111 48.88888889] ; [8.88888889 7.11111111],0
s2,1,0.334304,0.932155,[37 72] ; [7 8],[38.67741935 70.32258065] ; [5.32258065 9.67741935],0
d3,1,0.421001,0.647519,[64 46] ; [11  5],[65.47619048 44.52380952] ; [9.52380952 6.47619048],0
p10,1,0.489445,0.477745,[29 79] ; [ 3 13],[27.87096774 80.12903226] ; [ 4.12903226 11.87096774],0
a3,1,0.491292,0.473695,[65 45] ; [8 8],[63.73015873 46.26984127] ; [9.26984127 6.73015873],0
p7,1,0.500076,0.454774,[57 51] ; [7 9],[55.74193548 52.25806452] ; [8.25806452 7.74193548],0
r1,1,0.509982,0.434104,[96 14] ; [13  3],[95.15873016 14.84126984] ; [13.84126984  2.15873016],0
b1,1,0.536632,0.381818,[64 46] ; [8 8],[62.85714286 47.14285714] ; [9.14285714 6.85714286],0
s5,1,0.540258,0.375062,[20 88] ; [ 4 12],[20.90322581 87.09677419] ; [ 3.09677419 12.90322581],0
a5,1,0.568112,0.325851,[70 40] ; [9 7],[68.96825397 41.03174603] ; [10.03174603  5.96825397],0
a2,1,0.632199,0.229091,[19 91] ; [ 2 14],[18.33333333 91.66666667] ; [ 2.66666667 13.33333333],0
d4,1,0.637423,0.222129,[81 28] ; [11  5],[80.224 28.776] ; [11.776  4.224],0
u1,1,0.660568,0.192834,[16 94] ; [ 3 13],[16.58730159 93.41269841] ; [ 2.41269841 13.58730159],0
v1,1,0.669463,0.182231,[42 68] ; [7 9],[42.77777778 67.22222222] ; [6.22222222 9.77777778],0
d1,1,0.682114,0.167755,[49 61] ; [8 8],[49.76190476 60.23809524] ; [7.23809524 8.76190476],0
s8,1,0.696641,0.151989,[29 80] ; [ 5 11],[29.648 79.352] ; [ 4.352 11.648],0
a7,1,0.705138,0.143182,[74 36] ; [10  6],[73.33333333 36.66666667] ; [10.66666667  5.33333333],0
p8,1,0.705138,0.143182,[36 74] ; [ 6 10],[36.66666667 73.33333333] ; [ 5.33333333 10.66666667],0
s7,1,0.708098,0.140184,[32 72] ; [5 9],[32.61016949 71.38983051] ; [4.38983051 9.61016949],0
v3,1,0.719645,0.128833,[38 68] ; [ 5 11],[37.36065574 68.63934426] ; [ 5.63934426 10.36065574],0
n3,1,0.722511,0.1261,[21  8] ; [4 1],[21.32352941  7.67647059] ; [3.67647059 1.32352941],0
a4,1,0.723133,0.12551,[39 70] ; [ 5 11],[38.368 70.632] ; [ 5.632 10.368],0
p6,1,0.75347,0.098638,[24 84] ; [ 3 13],[23.51612903 84.48387097] ; [ 3.48387097 12.51612903],0
a1,1,0.764828,0.089489,[  5 105] ; [ 1 15],[  5.23809524 104.76190476] ; [ 0.76190476 15.23809524],0
b4,1,0.795044,0.067479,[72 38] ; [11  5],[72.46031746 37.53968254] ; [10.53968254  5.46031746],0
p1,1,0.874907,0.024784,[  8 101] ; [ 1 15],[  7.848 101.152] ; [ 1.152 14.848],0
d2,1,0.891841,0.018489,[53 57] ; [8 8],[53.25396825 56.74603175] ; [7.74603175 8.25396825],0
u2,1,0.90579,0.014007,[23 21] ; [4 4],[22.84615385 21.15384615] ; [4.15384615 3.84615385],0
n6,1,0.918921,0.010362,[77 33] ; [11  5],[76.82539683 33.17460317] ; [11.17460317  4.82539683],0
s1,1,0.971941,0.001237,[  7 101] ; [ 1 15],[  6.96774194 101.03225806] ; [ 1.03225806 14.96774194],0
n1,1,0.97598,0.000907,[11 17] ; [2 3],[11.03030303 16.96969697] ; [1.96969697 3.03030303],0
b5,1,0.993167,7.3e-05,[62 48] ; [9 7],[61.98412698 48.01587302] ; [9.01587302 6.98412698],0
