Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p9,1,8e-05,15.562034,[29 19] ; [81 10],[37.98561151 10.01438849] ; [72.01438849 18.98561151],1
p10,1,0.000321,12.945327,[27 22] ; [75 15],[35.95683453 13.04316547] ; [66.04316547 23.95683453],1
b1,1,0.014332,5.996772,[24 26] ; [25 66],[17.37588652 32.62411348] ; [31.62411348 59.37588652],0
p2,1,0.025067,5.019259,[32 18] ; [73 17],[37.5 12.5] ; [67.5 22.5],0
r3,1,0.034029,4.493224,[46  4] ; [90  1],[48.22695035  1.77304965] ; [87.77304965  3.22695035],0
s4,1,0.041882,4.139978,[19 31] ; [20 71],[13.82978723 36.17021277] ; [25.17021277 65.82978723],0
s8,1,0.042352,4.121101,[18 32] ; [49 42],[23.75886525 26.24113475] ; [43.24113475 47.75886525],0
p7,1,0.042778,4.104145,[22 28] ; [55 34],[27.69784173 22.30215827] ; [49.30215827 39.69784173],0
n4,1,0.081422,3.036285,[14 36] ; [39 52],[18.79432624 31.20567376] ; [34.20567376 56.79432624],0
v4,1,0.096257,2.766496,[44  6] ; [86  4],[46.42857143  3.57142857] ; [83.57142857  6.42857143],0
d5,1,0.109778,2.557409,[44  6] ; [70 21],[40.42553191  9.57446809] ; [73.57446809 17.42553191],0
d1,1,0.127844,2.318495,[33 17] ; [48 43],[28.72340426 21.27659574] ; [52.27659574 38.72340426],0
p8,1,0.141264,2.164139,[18 32] ; [44 46],[22.14285714 27.85714286] ; [39.85714286 50.14285714],0
p5,1,0.158176,1.991582,[ 1 49] ; [ 7 83],[ 2.85714286 47.14285714] ; [ 5.14285714 84.85714286],0
p12,1,0.162185,1.953735,[ 1 49] ; [ 7 84],[ 2.83687943 47.16312057] ; [ 5.16312057 85.83687943],0
b2,1,0.169922,1.883635,[ 4 18] ; [19 37],[ 6.48717949 15.51282051] ; [16.51282051 39.48717949],0
b3,1,0.169922,1.883635,[ 4 18] ; [19 37],[ 6.48717949 15.51282051] ; [16.51282051 39.48717949],0
d2,1,0.195046,1.679082,[26 24] ; [37 54],[22.34042553 27.65957447] ; [40.65957447 50.34042553],0
u2,1,0.203076,1.620113,[11  8] ; [24  8],[13.03921569  5.96078431] ; [21.96078431 10.03921569],0
n6,1,0.232258,1.426979,[29 20] ; [63 28],[32.2 16.8] ; [59.8 31.2],0
r4,1,0.243463,1.360428,[41  9] ; [81 10],[43.26241135  6.73758865] ; [78.73758865 12.26241135],0
v2,1,0.248532,1.331537,[27 18] ; [43 44],[23.86363636 21.13636364] ; [46.13636364 40.86363636],0
s2,1,0.254149,1.300351,[34 16] ; [53 38],[30.85106383 19.14893617] ; [56.14893617 34.85106383],0
p6,1,0.268532,1.224231,[12 38] ; [29 59],[14.85507246 35.14492754] ; [26.14492754 61.85507246],0
n2,1,0.344157,0.894886,[14  7] ; [19  5],[15.4  5.6] ; [17.6  6.4],0
a2,1,0.360803,0.835097,[12 38] ; [16 75],[ 9.92907801 40.07092199] ; [18.07092199 72.92907801],0
u3,1,0.369524,0.805263,[12  7] ; [24  8],[13.41176471  5.58823529] ; [22.58823529  9.41176471],0
a1,1,0.390873,0.736224,[ 2 48] ; [ 7 84],[ 3.19148936 46.80851064] ; [ 5.80851064 85.19148936],0
r2,1,0.396922,0.71763,[47  3] ; [79  9],[45.65217391  4.34782609] ; [80.34782609  7.65217391],0
b4,1,0.403651,0.697423,[30 20] ; [61 30],[32.26950355 17.73049645] ; [58.73049645 32.26950355],0
a3,1,0.422755,0.642643,[29 21] ; [59 32],[31.20567376 18.79432624] ; [56.79432624 34.20567376],0
