Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p4,1,0.0,125.958249,[299  64] ; [126 185],[228.89465875 134.10534125] ; [196.10534125 114.89465875],1
p8,1,0.0,47.350366,[240 119] ; [123 183],[195.96541353 163.03458647] ; [167.03458647 138.96541353],1
p7,1,0.0,39.220878,[273  86] ; [160 143],[234.8141994 124.1858006] ; [198.1858006 104.8141994],1
p6,1,0.0,33.816059,[180 178] ; [ 87 222],[143.30734633 214.69265367] ; [123.69265367 185.30734633],1
p5,1,0.0,27.622408,[ 70 290] ; [ 18 295],[ 47.07280832 312.92719168] ; [ 40.92719168 272.07280832],1
p10,1,6e-06,20.539282,[320  40] ; [236  76],[297.85714286  62.14285714] ; [258.14285714  53.85714286],1
p9,1,0.000143,14.458533,[326  35] ; [247  62],[308.7358209  52.2641791] ; [264.2641791  44.7358209],1
s7,1,0.000196,13.869438,[207 135] ; [139 164],[183.46046512 158.53953488] ; [162.53953488 140.46046512],1
s8,1,0.00047,12.231864,[193 167] ; [126 188],[170.38575668 189.61424332] ; [148.61424332 165.38575668],1
v3,1,0.000679,11.546334,[174 178] ; [109 192],[152.55130168 199.44869832] ; [130.44869832 170.55130168],1
v1,1,0.000726,11.422104,[221 133] ; [151 155],[199.52727273 154.47272727] ; [172.47272727 133.52727273],1
u1,1,0.001408,10.195432,[ 90 273] ; [ 47 268],[ 73.34955752 289.65044248] ; [ 63.65044248 251.34955752],0
p2,1,0.001736,9.809452,[322  40] ; [253  62],[307.45937962  54.54062038] ; [267.54062038  47.45937962],0
s5,1,0.003315,8.625672,[137 208] ; [ 87 216],[119.25925926 225.74074074] ; [104.74074074 198.25925926],0
v2,1,0.004421,8.102375,[221 134] ; [152 145],[203.0904908 151.9095092] ; [169.9095092 127.0904908],0
r4,1,0.005468,7.717702,[347  16] ; [284  31],[337.83628319  25.16371681] ; [293.16371681  21.83628319],0
p12,1,0.007753,7.08955,[ 42 319] ; [ 18 294],[ 32.18424963 328.81575037] ; [ 27.81575037 284.18424963],0
b1,1,0.008912,6.840303,[159 204] ; [107 208],[142.4159292 220.5840708] ; [123.5840708 191.4159292],0
p1,1,0.014503,5.975854,[ 43 319] ; [ 20 293],[ 33.78666667 328.21333333] ; [ 29.21333333 283.78666667],0
n6,1,0.017526,5.64294,[333  30] ; [271  44],[323.38053097  39.61946903] ; [280.61946903  34.38053097],0
d5,1,0.023011,5.167676,[310  52] ; [248  66],[298.81065089  63.18934911] ; [259.18934911  54.81065089],0
p11,1,0.023289,5.14684,[308  55] ; [246  69],[296.61061947  66.38938053] ; [257.38938053  57.61061947],0
d1,1,0.04294,4.097777,[235 128] ; [180 135],[222.19026549 140.80973451] ; [192.80973451 122.19026549],0
a3,1,0.050489,3.825157,[278  83] ; [221  93],[266.87259259  94.12740741] ; [232.12740741  81.87259259],0
r3,1,0.05786,3.597677,[351  11] ; [295  19],[345.93491124  16.06508876] ; [300.06508876  13.93491124],0
s2,1,0.058238,3.586859,[200 160] ; [150 161],[187.77943368 172.22056632] ; [162.22056632 148.77943368],0
n5,1,0.080647,3.051817,[319  43] ; [262  52],[311.12721893  50.87278107] ; [269.87278107  44.12721893],0
u4,1,0.081542,3.033895,[ 12 351] ; [  4 311],[  8.56637168 354.43362832] ; [  7.43362832 307.56637168],0
a5,1,0.09825,2.733716,[288  75] ; [233  82],[278.94247788  84.05752212] ; [242.05752212  72.94247788],0
