Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p11,1,2e-06,22.661907,[34 14] ; [ 9 34],[22.68131868 25.31868132] ; [20.31868132 22.68131868],1
p9,1,9.8e-05,15.182885,[32 16] ; [10 30],[22.90909091 25.09090909] ; [19.09090909 20.90909091],1
p4,1,0.000167,14.172557,[25 23] ; [ 6 36],[16.53333333 31.46666667] ; [14.46666667 27.53333333],1
v4,1,0.000199,13.83703,[36 10] ; [17 26],[27.39325843 18.60674157] ; [25.60674157 17.39325843],1
p8,1,0.000688,11.522256,[21 26] ; [ 5 37],[13.73033708 33.26966292] ; [12.26966292 29.73033708],1
p10,1,0.000976,10.872609,[31 16] ; [13 29],[23.23595506 23.76404494] ; [20.76404494 21.23595506],1
p7,1,0.000984,10.856705,[23 23] ; [ 7 35],[15.68181818 30.31818182] ; [14.31818182 27.68181818],1
s6,1,0.001486,10.096133,[21 26] ; [ 6 37],[14.1 32.9] ; [12.9 30.1],0
n6,1,0.004842,7.9375,[34 13] ; [18 24],[27.46067416 19.53932584] ; [24.53932584 17.46067416],0
s2,1,0.005099,7.84387,[19 28] ; [ 6 37],[13.05555556 33.94444444] ; [11.94444444 31.05555556],0
r3,1,0.005566,7.685788,[29 16] ; [15 28],[22.5 22.5] ; [21.5 21.5],0
s8,1,0.006331,7.453487,[12 35] ; [ 2 41],[ 7.31111111 39.68888889] ; [ 6.68888889 36.31111111],0
s7,1,0.007166,7.230994,[18 26] ; [ 6 35],[12.42352941 31.57647059] ; [11.57647059 29.42352941],0
p6,1,0.007744,7.091631,[14 34] ; [ 3 39],[ 9.06666667 38.93333333] ; [ 7.93333333 34.06666667],0
p3,1,0.008142,7.002013,[17 31] ; [ 5 38],[11.6043956 36.3956044] ; [10.3956044 32.6043956],0
d2,1,0.009304,6.763509,[13 34] ; [23 19],[19.01123596 27.98876404] ; [16.98876404 25.01123596],0
b5,1,0.028625,4.790026,[30 18] ; [17 26],[24.79120879 23.20879121] ; [22.20879121 20.79120879],0
s4,1,0.050568,3.822529,[15 33] ; [ 6 37],[11.07692308 36.92307692] ; [ 9.92307692 33.07692308],0
s3,1,0.08993,2.875623,[20 26] ; [11 31],[16.20454545 29.79545455] ; [14.79545455 27.20454545],0
b2,1,0.094264,2.8,[ 7 21] ; [13 15],[10. 18.] ; [10. 18.],0
b3,1,0.094264,2.8,[ 7 21] ; [13 15],[10. 18.] ; [10. 18.],0
n3,1,0.107267,2.594029,[11  8] ; [ 8 16],[ 8.39534884 10.60465116] ; [10.60465116 13.39534884],0
a3,1,0.135313,2.230467,[21 27] ; [25 17],[24.53333333 23.46666667] ; [21.46666667 20.53333333],0
d1,1,0.136793,2.213671,[14 34] ; [19 24],[17.40659341 30.59340659] ; [15.59340659 27.40659341],0
u2,1,0.140467,2.17284,[13 13] ; [ 5 13],[10.63636364 15.36363636] ; [ 7.36363636 10.63636364],0
