Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.0,42.204129,[ 1 17] ; [64 12],[12.44680851  5.55319149] ; [52.55319149 23.44680851],1
r3,1,0.0,27.425351,[ 5 12] ; [67  9],[13.16129032  3.83870968] ; [58.83870968 17.16129032],1
r2,1,1.3e-05,19.059745,[ 8 10] ; [68  8],[14.55319149  3.44680851] ; [61.44680851 14.55319149],1
p11,1,2.5e-05,17.79395,[ 4 14] ; [57 19],[11.68085106  6.31914894] ; [49.31914894 26.68085106],1
p9,1,0.000117,14.843593,[ 6 11] ; [61 14],[12.38043478  4.61956522] ; [54.61956522 20.38043478],1
n6,1,0.000338,12.849048,[ 6 11] ; [60 16],[12.06451613  4.93548387] ; [53.93548387 22.06451613],1
p2,1,0.00081,11.218522,[ 3 15] ; [46 30],[9.38297872 8.61702128] ; [39.61702128 36.38297872],1
n2,1,0.000934,10.953704,[4 6] ; [23  2],[7.71428571 2.28571429] ; [19.28571429  5.71428571],1
r1,1,0.001505,10.071978,[ 5 13] ; [52 24],[10.91489362  7.08510638] ; [46.08510638 29.91489362],0
a1,1,0.002233,9.347111,[ 4 14] ; [ 2 74],[ 1.14893617 16.85106383] ; [ 4.85106383 71.14893617],0
s6,1,0.006828,7.317563,[ 3 15] ; [39 36],[8.12903226 9.87096774] ; [33.87096774 41.12903226],0
u2,1,0.008006,7.032201,[ 1 11] ; [21 20],[4.98113208 7.01886792] ; [17.01886792 23.98113208],0
p10,1,0.008658,6.892078,[ 6 11] ; [52 23],[10.7173913  6.2826087] ; [47.2826087 27.7173913],0
u3,1,0.01175,6.348157,[ 1 11] ; [20 21],[4.75471698 7.24528302] ; [16.24528302 24.75471698],0
v2,1,0.013572,6.092978,[ 1 16] ; [26 45],[ 5.21590909 11.78409091] ; [21.78409091 49.21590909],0
a7,1,0.015404,5.869656,[ 4 14] ; [41 35],[8.61702128 9.38297872] ; [36.38297872 39.61702128],0
b5,1,0.016255,5.775053,[ 5 13] ; [45 31],[9.57446809 8.42553191] ; [40.42553191 35.57446809],0
d3,1,0.017689,5.626652,[ 2 16] ; [31 45],[ 6.31914894 11.68085106] ; [26.68085106 49.31914894],0
a6,1,0.021452,5.289658,[ 5 13] ; [44 32],[9.38297872 8.61702128] ; [39.61702128 36.38297872],0
s3,1,0.026569,4.918621,[ 3 15] ; [33 40],[ 7.12087912 10.87912088] ; [28.87912088 44.12087912],0
p1,1,0.033792,4.5052,[ 5 13] ; [ 7 69],[ 2.29787234 15.70212766] ; [ 9.70212766 66.29787234],0
n3,1,0.034562,4.466705,[3 7] ; [16  7],[5.75757576 4.24242424] ; [13.24242424  9.75757576],0
p4,1,0.035751,4.408932,[ 1 17] ; [22 53],[ 4.4516129 13.5483871] ; [18.5483871 56.4516129],0
a5,1,0.035988,4.397661,[ 5 13] ; [42 34],[9. 9.] ; [38. 38.],0
p8,1,0.076167,3.144845,[ 2 16] ; [24 51],[ 5.03225806 12.96774194] ; [20.96774194 54.03225806],0
a4,1,0.098915,2.722948,[ 1 17] ; [17 58],[ 3.48387097 14.51612903] ; [14.51612903 60.48387097],0
s8,1,0.103087,2.657121,[ 1 17] ; [17 59],[ 3.44680851 14.55319149] ; [14.55319149 61.44680851],0
s1,1,0.106068,2.611856,[ 3 15] ; [ 4 70],[ 1.36956522 16.63043478] ; [ 5.63043478 68.36956522],0
s2,1,0.122261,2.388114,[ 3 15] ; [26 47],[ 5.73626374 12.26373626] ; [23.26373626 49.73626374],0
v1,1,0.123171,2.37653,[ 4 14] ; [31 43],[ 6.84782609 11.15217391] ; [28.15217391 45.84782609],0
s5,1,0.124391,2.361144,[ 1 17] ; [15 56],[ 3.23595506 14.76404494] ; [12.76404494 58.23595506],0
b2,1,0.191302,1.70756,[8 5] ; [15 22],[5.98 7.02] ; [17.02 19.98],0
b3,1,0.191302,1.70756,[8 5] ; [15 22],[5.98 7.02] ; [17.02 19.98],0
n5,1,0.208653,1.580751,[15  3] ; [52 24],[12.82978723  5.17021277] ; [54.17021277 21.82978723],0
b4,1,0.25602,1.290154,[9 9] ; [49 27],[11.10638298  6.89361702] ; [46.89361702 29.10638298],0
a8,1,0.326099,0.964328,[ 1 17] ; [10 61],[ 2.2247191 15.7752809] ; [ 8.7752809 62.2247191],0
d4,1,0.32785,0.957372,[ 6 12] ; [35 41],[ 7.85106383 10.14893617] ; [33.14893617 42.85106383],0
p3,1,0.335113,0.929038,[ 2 16] ; [16 60],[ 3.44680851 14.55319149] ; [14.55319149 61.44680851],0
a3,1,0.394334,0.725537,[ 6 11] ; [35 40],[7.57608696 9.42391304] ; [33.42391304 41.57608696],0
n1,1,0.499802,0.455357,[5 5] ; [ 9 15],[4.11764706 5.88235294] ; [ 9.88235294 14.11764706],0
v3,1,0.577418,0.310427,[ 4 14] ; [21 52],[ 4.94505495 13.05494505] ; [20.05494505 52.94505495],0
n4,1,0.630712,0.231096,[12  6] ; [55 21],[12.82978723  5.17021277] ; [54.17021277 21.82978723],0
d2,1,0.676939,0.173592,[ 3 15] ; [16 60],[ 3.63829787 14.36170213] ; [15.36170213 60.63829787],0
s7,1,0.677152,0.17335,[ 4 14] ; [20 54],[ 4.69565217 13.30434783] ; [19.30434783 54.69565217],0
d1,1,0.761171,0.092381,[ 1 17] ; [ 3 73],[ 0.76595745 17.23404255] ; [ 3.23404255 72.76595745],0
s4,1,0.765959,0.088604,[ 3 15] ; [15 61],[ 3.44680851 14.55319149] ; [14.55319149 61.44680851],0
p12,1,0.863188,0.029693,[ 1 17] ; [ 5 70],[ 1.16129032 16.83870968] ; [ 4.83870968 70.16129032],0
a2,1,0.960357,0.002471,[ 1 17] ; [ 4 72],[ 0.95744681 17.04255319] ; [ 4.04255319 71.95744681],0
b1,1,0.963578,0.002085,[ 7 11] ; [30 46],[ 7.08510638 10.91489362] ; [29.91489362 46.08510638],0
