Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a8,1,0.016229,5.777849,[2 2] ; [ 7 64],[0.48 3.52] ; [ 8.52 62.48],0
a1,1,0.01975,5.433842,[1 3] ; [ 2 76],[0.14634146 3.85365854] ; [ 2.85365854 75.14634146],0
p1,1,0.055421,3.669379,[1 3] ; [ 3 75],[0.19512195 3.80487805] ; [ 3.80487805 74.19512195],0
s1,1,0.108551,2.575197,[1 3] ; [ 4 73],[0.24691358 3.75308642] ; [ 4.75308642 72.24691358],0
b1,1,0.146118,2.112316,[1 3] ; [48 30],[2.3902439 1.6097561] ; [46.6097561 31.3902439],0
p11,1,0.162737,1.948608,[1 3] ; [47 31],[2.34146341 1.65853659] ; [45.65853659 32.34146341],0
p3,1,0.180298,1.795168,[3 1] ; [32 46],[1.70731707 2.29268293] ; [33.29268293 44.70731707],0
a6,1,0.218227,1.515993,[1 3] ; [44 34],[2.19512195 1.80487805] ; [42.80487805 35.19512195],0
v4,1,0.232399,1.426121,[3 1] ; [71  6],[3.65432099 0.34567901] ; [70.34567901  6.65432099],0
p2,1,0.251838,1.313077,[2 2] ; [59 19],[2.97560976 1.02439024] ; [58.02439024 19.97560976],0
a5,1,0.259872,1.269437,[1 3] ; [42 36],[2.09756098 1.90243902] ; [40.90243902 37.09756098],0
u1,1,0.292107,1.109884,[1 3] ; [ 7 71],[0.3902439 3.6097561] ; [ 7.6097561 70.3902439],0
v3,1,0.316339,1.004025,[2 2] ; [21 57],[1.12195122 2.87804878] ; [21.87804878 56.12195122],0
s6,1,0.317118,1.000794,[3 1] ; [38 39],[2.02469136 1.97530864] ; [38.97530864 38.02469136],0
r3,1,0.357554,0.846466,[3 1] ; [70  8],[3.56097561 0.43902439] ; [69.43902439  8.56097561],0
p8,1,0.380147,0.770228,[3 1] ; [41 37],[2.14634146 1.85365854] ; [41.85365854 36.14634146],0
s3,1,0.380147,0.770228,[3 1] ; [41 37],[2.14634146 1.85365854] ; [41.85365854 36.14634146],0
v2,1,0.409418,0.680489,[1 3] ; [35 41],[1.8 2.2] ; [34.2 41.8],0
s7,1,0.417909,0.656188,[2 2] ; [23 52],[1.26582278 2.73417722] ; [23.73417722 51.26582278],0
r2,1,0.422298,0.64391,[3 1] ; [69  9],[3.51219512 0.48780488] ; [68.48780488  9.51219512],0
d4,1,0.431545,0.618663,[2 2] ; [53 24],[2.71604938 1.28395062] ; [52.28395062 24.71604938],0
d3,1,0.43476,0.610074,[3 1] ; [43 35],[2.24390244 1.75609756] ; [43.75609756 34.24390244],0
b4,1,0.463486,0.537464,[3 1] ; [44 34],[2.29268293 1.70731707] ; [44.70731707 33.29268293],0
v1,1,0.555486,0.34758,[1 3] ; [31 47],[1.56097561 2.43902439] ; [30.43902439 47.56097561],0
b5,1,0.555486,0.34758,[3 1] ; [47 31],[2.43902439 1.56097561] ; [47.56097561 30.43902439],0
p6,1,0.581878,0.303209,[2 2] ; [28 49],[1.48148148 2.51851852] ; [28.51851852 48.48148148],0
d1,1,0.606042,0.265979,[2 2] ; [29 49],[1.51219512 2.48780488] ; [29.48780488 48.51219512],0
d5,1,0.621849,0.243277,[3 1] ; [49 29],[2.53658537 1.46341463] ; [49.46341463 28.53658537],0
s2,1,0.722345,0.126257,[2 2] ; [32 46],[1.65853659 2.34146341] ; [32.34146341 45.65853659],0
s5,1,0.742476,0.107962,[1 3] ; [14 62],[0.75 3.25] ; [14.25 61.75],0
a7,1,0.761616,0.092027,[2 2] ; [45 33],[2.29268293 1.70731707] ; [44.70731707 33.29268293],0
d2,1,0.801073,0.063483,[2 2] ; [34 44],[1.75609756 2.24390244] ; [34.24390244 43.75609756],0
r1,1,0.80688,0.059757,[3 1] ; [54 24],[2.7804878 1.2195122] ; [54.2195122 23.7804878],0
r4,1,0.829056,0.046618,[3 1] ; [62 16],[3.17073171 0.82926829] ; [61.82926829 16.17073171],0
b3,1,0.849128,0.036188,[1 3] ; [ 9 34],[0.85106383 3.14893617] ; [ 9.14893617 33.85106383],0
b2,1,0.849128,0.036188,[1 3] ; [ 9 34],[0.85106383 3.14893617] ; [ 9.14893617 33.85106383],0
u2,1,0.915277,0.011318,[1 1] ; [21 18],[1.07317073 0.92682927] ; [20.92682927 18.07317073],0
a3,1,0.920225,0.01003,[2 2] ; [37 41],[1.90243902 2.09756098] ; [37.09756098 40.90243902],0
a4,1,0.940447,0.005581,[1 3] ; [18 59],[0.9382716 3.0617284] ; [18.0617284 58.9382716],0
u3,1,0.973124,0.001135,[1 1] ; [21 20],[1.02325581 0.97674419] ; [20.97674419 20.02325581],0
s8,1,0.988286,0.000216,[1 3] ; [19 58],[0.98765432 3.01234568] ; [19.01234568 57.98765432],0
