Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,3.8e-05,16.951243,[68 46] ; [12 37],[55.95092025 58.04907975] ; [24.04907975 24.95092025],1
r3,1,0.000846,11.136742,[96 17] ; [30 19],[87.88888889 25.11111111] ; [38.11111111 10.88888889],1
v4,1,0.004846,7.936032,[98 16] ; [32 16],[91.48148148 22.51851852] ; [38.51851852  9.48148148],0
p11,1,0.006955,7.284429,[81 33] ; [24 25],[73.43558282 40.56441718] ; [31.56441718 17.43558282],0
b1,1,0.010627,6.526725,[45 69] ; [30 19],[52.45398773 61.54601227] ; [22.54601227 26.45398773],0
n4,1,0.0121,6.29621,[73 41] ; [21 28],[65.74233129 48.25766871] ; [28.25766871 20.74233129],0
p3,1,0.020474,5.371039,[48 66] ; [11 37],[41.51851852 72.48148148] ; [17.48148148 30.51851852],0
p9,1,0.029719,4.725477,[85 25] ; [29 19],[79.36708861 30.63291139] ; [34.63291139 13.36708861],0
p10,1,0.036925,4.353887,[77 34] ; [25 23],[71.20754717 39.79245283] ; [30.79245283 17.20754717],0
p2,1,0.039286,4.248438,[83 31] ; [27 21],[77.40740741 36.59259259] ; [32.59259259 15.40740741],0
n5,1,0.051548,3.790388,[78 35] ; [26 23],[72.54320988 40.45679012] ; [31.45679012 17.54320988],0
p4,1,0.057326,3.613097,[58 56] ; [17 32],[52.45398773 61.54601227] ; [22.54601227 26.45398773],0
n1,1,0.058316,3.584637,[ 9 27] ; [10 10],[12.21428571 23.78571429] ; [ 6.78571429 13.21428571],0
r2,1,0.072785,3.219069,[84 25] ; [29 17],[79.46451613 29.53548387] ; [33.53548387 12.46451613],0
p8,1,0.074956,3.17102,[46 68] ; [12 35],[41.06832298 72.93167702] ; [16.93167702 30.06832298],0
a1,1,0.117571,2.449389,[  6 108] ; [ 6 43],[  8.39263804 105.60736196] ; [ 3.60736196 45.39263804],0
b4,1,0.126876,2.330322,[66 48] ; [22 27],[61.54601227 52.45398773] ; [26.45398773 22.54601227],0
a5,1,0.14617,2.111771,[63 51] ; [21 28],[58.74846626 55.25153374] ; [25.25153374 23.74846626],0
n2,1,0.198273,1.655052,[28  8] ; [13  8],[25.89473684 10.10526316] ; [15.10526316  5.89473684],0
d5,1,0.210194,1.570092,[74 39] ; [27 22],[70.45061728 42.54938272] ; [30.54938272 18.45061728],0
s6,1,0.24936,1.326886,[53 61] ; [18 31],[49.65644172 64.34355828] ; [21.34355828 27.65644172],0
s5,1,0.249502,1.326092,[27 81] ; [ 8 40],[24.23076923 83.76923077] ; [10.76923077 37.23076923],0
p12,1,0.347266,0.883421,[  6 107] ; [ 1 48],[  4.88271605 108.11728395] ; [ 2.11728395 46.88271605],0
p1,1,0.362327,0.829813,[  7 107] ; [ 5 44],[  8.39263804 105.60736196] ; [ 3.60736196 45.39263804],0
a7,1,0.368797,0.807714,[64 49] ; [24 25],[61.38271605 51.61728395] ; [26.61728395 22.38271605],0
d2,1,0.414196,0.666724,[36 76] ; [19 30],[38.26086957 73.73913043] ; [16.73913043 32.26086957],0
b5,1,0.469604,0.522907,[72 42] ; [28 21],[69.93865031 44.06134969] ; [30.06134969 18.93865031],0
u1,1,0.473861,0.512959,[  8 106] ; [ 2 47],[  6.99386503 107.00613497] ; [ 3.00613497 45.99386503],0
