Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,3.8e-05,16.951243,[68 46] ; [12 37],[55.95092025 58.04907975] ; [24.04907975 24.95092025],1
s3,1,0.479111,0.500886,[45 68] ; [22 26],[47.02484472 65.97515528] ; [19.97515528 28.02484472],0
u3,1,0.524044,0.405927,[21 34] ; [11 13],[22.27848101 32.72151899] ; [ 9.72151899 14.27848101],0
u2,1,0.556204,0.34632,[24 32] ; [12 12],[25.2 30.8] ; [10.8 13.2],0
s8,1,0.565276,0.33065,[28 86] ; [10 39],[26.57668712 87.42331288] ; [11.42331288 37.57668712],0
p5,1,0.579701,0.306718,[ 10 103] ; [ 3 45],[  9.1242236 103.8757764] ; [ 3.8757764 44.1242236],0
s4,1,0.627637,0.235279,[24 90] ; [12 37],[25.17791411 88.82208589] ; [10.82208589 38.17791411],0
d4,1,0.631778,0.229657,[72 42] ; [29 20],[70.63803681 43.36196319] ; [30.36196319 18.63803681],0
a4,1,0.646708,0.210076,[34 79] ; [13 36],[32.78395062 80.21604938] ; [14.21604938 34.78395062],0
d1,1,0.654487,0.20029,[39 75] ; [15 34],[37.76687117 76.23312883] ; [16.23312883 32.76687117],0
d3,1,0.665355,0.187084,[56 57] ; [22 26],[54.74534161 58.25465839] ; [23.25465839 24.74534161],0
n3,1,0.71632,0.132046,[24 12] ; [13  8],[23.36842105 12.63157895] ; [13.63157895  7.36842105],0
p7,1,0.736156,0.113534,[52 61] ; [23 24],[52.96875 60.03125] ; [22.03125 24.96875],0
s1,1,0.748842,0.102507,[  6 108] ; [ 2 47],[  5.59509202 108.40490798] ; [ 2.40490798 46.59509202],0
b2,1,0.762607,0.09124,[19 46] ; [10 21],[19.63541667 45.36458333] ; [ 9.36458333 21.63541667],0
b3,1,0.762607,0.09124,[19 46] ; [10 21],[19.63541667 45.36458333] ; [ 9.36458333 21.63541667],0
a6,1,0.79571,0.067031,[63 51] ; [26 23],[62.24539877 51.75460123] ; [26.75460123 22.24539877],0
a8,1,0.820951,0.051221,[10 98] ; [ 5 43],[10.38461538 97.61538462] ; [ 4.61538462 43.38461538],0
s2,1,0.822367,0.050401,[44 70] ; [18 31],[43.36196319 70.63803681] ; [18.63803681 30.36196319],0
v2,1,0.913231,0.011873,[32 81] ; [14 34],[32.28571429 80.71428571] ; [13.71428571 34.28571429],0
p6,1,0.943769,0.004975,[28 84] ; [12 35],[28.17610063 83.82389937] ; [11.82389937 35.17610063],0
s7,1,0.945888,0.004607,[31 75] ; [14 33],[31.17647059 74.82352941] ; [13.82352941 33.17647059],0
a2,1,0.953728,0.003367,[  9 105] ; [ 4 45],[  9.09202454 104.90797546] ; [ 3.90797546 45.09202454],0
a3,1,0.971354,0.00129,[58 55] ; [25 24],[57.89506173 55.10493827] ; [25.10493827 23.89506173],0
v1,1,0.978731,0.000711,[33 77] ; [14 33],[32.92993631 77.07006369] ; [14.07006369 32.92993631],0
