Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p10,1,0.0,26.986732,[24  8] ; [ 4 30],[13.57575758 18.42424242] ; [14.42424242 19.57575758],1
p2,1,0.000216,13.688806,[21 11] ; [ 7 27],[13.57575758 18.42424242] ; [14.42424242 19.57575758],1
p11,1,0.000574,11.858951,[21 11] ; [ 8 26],[14.06060606 17.93939394] ; [14.93939394 19.06060606],1
r3,1,0.002499,9.14101,[25  6] ; [15 19],[19.07692308 11.92307692] ; [20.92307692 13.07692308],0
s8,1,0.015383,5.872059,[ 9 23] ; [ 2 32],[ 5.33333333 26.66666667] ; [ 5.66666667 28.33333333],0
n2,1,0.018583,5.540293,[6 1] ; [ 6 12],[3.36 3.64] ; [8.64 9.36],0
n1,1,0.018583,5.540293,[6 1] ; [ 6 12],[3.36 3.64] ; [8.64 9.36],0
p7,1,0.021104,5.318191,[14 18] ; [ 6 28],[ 9.6969697 22.3030303] ; [10.3030303 23.6969697],0
a5,1,0.024553,5.055147,[22 10] ; [14 20],[17.45454545 14.54545455] ; [18.54545455 15.45454545],0
n3,1,0.02474,5.042017,[6 1] ; [ 6 11],[3.5 3.5] ; [8.5 8.5],0
n6,1,0.034275,4.480932,[20 11] ; [13 21],[15.73846154 15.26153846] ; [17.26153846 16.73846154],0
p3,1,0.039351,4.245644,[13 19] ; [ 6 28],[ 9.21212121 22.78787879] ; [ 9.78787879 24.21212121],0
p4,1,0.039351,4.245644,[13 19] ; [ 6 28],[ 9.21212121 22.78787879] ; [ 9.78787879 24.21212121],0
p8,1,0.044704,4.029786,[10 21] ; [ 4 30],[ 6.67692308 24.32307692] ; [ 7.32307692 26.67692308],0
p6,1,0.047998,3.910069,[ 9 23] ; [ 3 30],[ 5.90769231 26.09230769] ; [ 6.09230769 26.90769231],0
r4,1,0.076695,3.133576,[13 19] ; [ 7 27],[ 9.6969697 22.3030303] ; [10.3030303 23.6969697],0
v2,1,0.085036,2.965927,[15 17] ; [ 9 25],[11.63636364 20.36363636] ; [12.36363636 21.63636364],0
s3,1,0.105109,2.626263,[16 16] ; [10 23],[12.8 19.2] ; [13.2 19.8],0
d5,1,0.188975,1.725594,[22 10] ; [18 16],[19.39393939 12.60606061] ; [20.60606061 13.39393939],0
n5,1,0.188975,1.725594,[22 10] ; [18 16],[19.39393939 12.60606061] ; [20.60606061 13.39393939],0
a8,1,0.199321,1.647344,[ 6 24] ; [ 3 31],[ 4.21875 25.78125] ; [ 4.78125 29.21875],0
v1,1,0.217105,1.523402,[12 20] ; [ 8 26],[ 9.6969697 22.3030303] ; [10.3030303 23.6969697],0
a7,1,0.220734,1.499595,[18 14] ; [14 20],[15.51515152 16.48484848] ; [16.48484848 17.51515152],0
a3,1,0.248466,1.331909,[21 11] ; [17 16],[18.70769231 13.29230769] ; [19.29230769 13.70769231],0
r1,1,0.294904,1.097097,[11 21] ; [16 18],[13.09090909 18.90909091] ; [13.90909091 20.09090909],0
s7,1,0.334426,0.931683,[ 9 21] ; [ 6 25],[ 7.37704918 22.62295082] ; [ 7.62295082 23.37704918],0
d2,1,0.37125,0.799476,[12 20] ; [16 17],[13.78461538 18.21538462] ; [14.21538462 18.78461538],0
s6,1,0.373479,0.792055,[12 18] ; [10 24],[10.3125 19.6875] ; [11.6875 22.3125],0
b1,1,0.432294,0.616652,[20 12] ; [18 16],[18.42424242 13.57575758] ; [19.57575758 14.42424242],0
u2,1,0.462832,0.539037,[4 7] ; [ 4 13],[3.14285714 7.85714286] ; [ 4.85714286 12.14285714],0
s2,1,0.481526,0.495404,[10 22] ; [ 8 26],[ 8.72727273 23.27272727] ; [ 9.27272727 24.72727273],0
b4,1,0.569165,0.324082,[21 11] ; [20 14],[19.87878788 12.12121212] ; [21.12121212 12.87878788],0
d1,1,0.569165,0.324082,[11 21] ; [14 20],[12.12121212 19.87878788] ; [12.87878788 21.12121212],0
b5,1,0.622301,0.242647,[17 15] ; [16 18],[16. 16.] ; [17. 17.],0
a6,1,0.632262,0.229005,[16 16] ; [15 19],[15.03030303 16.96969697] ; [15.96969697 18.03030303],0
u3,1,0.635558,0.224599,[2 9] ; [ 2 15],[1.57142857 9.42857143] ; [ 2.42857143 14.57142857],0
s4,1,0.659511,0.194118,[ 6 26] ; [ 5 29],[ 5.33333333 26.66666667] ; [ 5.66666667 28.33333333],0
n4,1,0.744561,0.106158,[21 11] ; [21 13],[20.36363636 11.63636364] ; [21.63636364 12.36363636],0
a1,1,0.752682,0.099291,[ 3 29] ; [ 4 30],[ 3.39393939 28.60606061] ; [ 3.60606061 30.39393939],0
a2,1,0.752682,0.099291,[ 3 29] ; [ 4 30],[ 3.39393939 28.60606061] ; [ 3.60606061 30.39393939],0
b2,1,0.756855,0.095861,[ 8 14] ; [ 9 13],[ 8.5 13.5] ; [ 8.5 13.5],0
b3,1,0.756855,0.095861,[ 8 14] ; [ 9 13],[ 8.5 13.5] ; [ 8.5 13.5],0
r2,1,0.76236,0.091435,[19 12] ; [19 14],[18.40625 12.59375] ; [19.59375 13.40625],0
s5,1,0.82931,0.046478,[ 5 25] ; [ 5 29],[ 4.6875 25.3125] ; [ 5.3125 28.6875],0
v3,1,0.845262,0.03809,[ 7 24] ; [ 7 27],[ 6.67692308 24.32307692] ; [ 7.32307692 26.67692308],0
d4,1,0.861742,0.030331,[21 11] ; [23 11],[21.33333333 10.66666667] ; [22.66666667 11.33333333],0
p1,1,0.927117,0.008367,[ 4 28] ; [ 4 30],[ 3.87878788 28.12121212] ; [ 4.12121212 29.87878788],0
a4,1,0.929296,0.007873,[11 21] ; [11 22],[10.83076923 21.16923077] ; [11.16923077 21.83076923],0
s1,1,0.937919,0.006066,[ 3 29] ; [ 3 31],[ 2.90909091 29.09090909] ; [ 3.09090909 30.90909091],0
p12,1,0.947083,0.004405,[ 1 30] ; [ 1 33],[ 0.95384615 30.04615385] ; [ 1.04615385 32.95384615],0
d3,1,0.988068,0.000224,[15 17] ; [16 18],[15.03030303 16.96969697] ; [15.96969697 18.03030303],0
