Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a6,1,0.00534,7.760563,[15 18] ; [35 11],[20.88607595 12.11392405] ; [29.11392405 16.88607595],0
a2,1,0.01398,6.04073,[ 3 30] ; [15 31],[ 7.51898734 25.48101266] ; [10.48101266 35.51898734],0
d3,1,0.018292,5.567987,[15 18] ; [33 13],[20.05063291 12.94936709] ; [27.94936709 18.05063291],0
u1,1,0.029268,4.751751,[ 1 32] ; [ 9 37],[ 4.17721519 28.82278481] ; [ 5.82278481 40.17721519],0
v2,1,0.053876,3.71654,[10 23] ; [23 21],[14.14285714 18.85714286] ; [18.85714286 25.14285714],0
d5,1,0.059697,3.545787,[24  9] ; [41  5],[27.15189873  5.84810127] ; [37.84810127  8.15189873],0
s2,1,0.070286,3.276318,[15 18] ; [11 32],[11.28947368 21.71052632] ; [14.71052632 28.28947368],0
a8,1,0.104109,2.641448,[ 1 31] ; [ 6 36],[ 3.02702703 28.97297297] ; [ 3.97297297 38.02702703],0
s8,1,0.113827,2.500268,[11 22] ; [ 8 37],[ 8.03846154 24.96153846] ; [10.96153846 34.03846154],0
n5,1,0.13241,2.264015,[26  7] ; [27 16],[23.01315789  9.98684211] ; [29.98684211 13.01315789],0
b4,1,0.13317,2.25516,[13 20] ; [26 20],[16.29113924 16.70886076] ; [22.70886076 23.29113924],0
b1,1,0.140066,2.177233,[22 11] ; [23 23],[18.79746835 14.20253165] ; [26.20253165 19.79746835],0
s7,1,0.179461,1.802085,[15 15] ; [14 27],[12.25352113 17.74647887] ; [16.74647887 24.25352113],0
r1,1,0.181921,1.781859,[ 8 25] ; [17 27],[10.71428571 22.28571429] ; [14.28571429 29.71428571],0
p8,1,0.196144,1.670856,[ 7 25] ; [16 29],[ 9.55844156 22.44155844] ; [13.44155844 31.55844156],0
n6,1,0.220315,1.502316,[23  9] ; [25 18],[20.48 11.52] ; [27.52 15.48],0
n2,1,0.278092,1.176389,[7 8] ; [13  7],[8.57142857 6.42857143] ; [11.42857143  8.57142857],0
