Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.0,44.454063,[246  12] ; [34 18],[233.03225806  24.96774194] ; [46.96774194  5.03225806],1
v4,1,0.0,27.977402,[252   5] ; [42 10],[244.52427184  12.47572816] ; [49.47572816  2.52427184],1
a5,1,1.9e-05,18.270335,[209  48] ; [28 24],[197.11650485  59.88349515] ; [39.88349515 12.11650485],1
r3,1,0.000281,13.190003,[248   8] ; [44  8],[242.7012987  13.2987013] ; [49.2987013  2.7012987],1
r2,1,0.000293,13.114566,[247   8] ; [44  8],[241.71009772  13.28990228] ; [49.28990228  2.71009772],1
s5,1,0.002057,9.498358,[ 95 158] ; [ 7 41],[ 85.73421927 167.26578073] ; [16.26578073 31.73421927],0
u1,1,0.00259,9.075775,[ 56 202] ; [ 2 50],[ 48.27096774 209.72903226] ; [ 9.72903226 42.27096774],0
u3,1,0.006079,7.52664,[43 24] ; [ 3 10],[38.525 28.475] ; [7.475 5.525],0
s2,1,0.011741,6.349529,[142 113] ; [19 33],[133.72964169 121.27035831] ; [27.27035831 24.72964169],0
p10,1,0.025327,5.001361,[216  37] ; [37 14],[210.55592105  42.44407895] ; [42.44407895  8.55592105],0
s3,1,0.027695,4.846956,[145 105] ; [21 30],[137.87375415 112.12624585] ; [28.12624585 22.87375415],0
v2,1,0.03972,4.229796,[206  47] ; [35 16],[200.56907895  52.43092105] ; [40.43092105 10.56907895],0
s8,1,0.041938,4.137712,[137 117] ; [20 32],[130.32026144 123.67973856] ; [26.67973856 25.32026144],0
p4,1,0.042027,4.134105,[165  88] ; [25 25],[158.64686469  94.35313531] ; [31.35313531 18.64686469],0
a2,1,0.053222,3.736921,[ 73 185] ; [ 8 44],[ 67.41290323 190.58709677] ; [13.58709677 38.41290323],0
a6,1,0.088583,2.899929,[178  77] ; [30 22],[172.76872964  82.23127036] ; [35.23127036 16.76872964],0
s7,1,0.092743,2.826105,[138 100] ; [23 28],[132.58823529 105.41176471] ; [28.41176471 22.58823529],0
p6,1,0.096539,2.761804,[ 92 161] ; [24 25],[ 97.17880795 155.82119205] ; [18.82119205 30.17880795],0
n5,1,0.097048,2.753395,[218  40] ; [39 13],[213.89032258  44.10967742] ; [43.10967742  8.89032258],0
d1,1,0.103107,2.656822,[165  93] ; [27 25],[159.79354839  98.20645161] ; [32.20645161 19.79354839],0
p12,1,0.107413,2.591876,[ 36 219] ; [ 3 48],[ 32.5 222.5] ; [ 6.5 44.5],0
p2,1,0.107508,2.590476,[214  41] ; [38 13],[210.  45.] ; [42.  9.],0
p7,1,0.121007,2.40424,[170  77] ; [30 22],[165.2173913  81.7826087] ; [34.7826087 17.2173913],0
a7,1,0.133061,2.256422,[188  67] ; [33 19],[183.56677524  71.43322476] ; [37.43322476 14.56677524],0
p8,1,0.14624,2.111041,[149 103] ; [24 26],[144.35761589 107.64238411] ; [28.64238411 21.35761589],0
a8,1,0.149222,2.080188,[ 37 191] ; [ 4 45],[ 33.74729242 194.25270758] ; [ 7.25270758 41.74729242],0
a4,1,0.18869,1.727815,[124 132] ; [20 32],[119.68831169 136.31168831] ; [24.31168831 27.68831169],0
n2,1,0.245176,1.350586,[35  9] ; [9 5],[33.37931034 10.62068966] ; [10.62068966  3.37931034],0
a1,1,0.26149,1.260852,[ 18 240] ; [ 6 46],[ 19.97419355 238.02580645] ; [ 4.02580645 47.97419355],0
d3,1,0.274431,1.194465,[182  74] ; [33 19],[178.7012987  77.2987013] ; [36.2987013 15.7012987],0
d5,1,0.281034,1.162082,[213  43] ; [40 12],[210.28571429  45.71428571] ; [42.71428571  9.28571429],0
p11,1,0.289937,1.119912,[210  48] ; [39 13],[207.23225806  50.76774194] ; [41.76774194 10.23225806],0
p3,1,0.314389,1.012146,[144 110] ; [25 26],[140.74098361 113.25901639] ; [28.25901639 22.74098361],0
d2,1,0.372012,0.796932,[135 120] ; [24 28],[132.06840391 122.93159609] ; [26.93159609 25.06840391],0
v1,1,0.38065,0.768603,[176  79] ; [32 19],[173.33333333  81.66666667] ; [34.66666667 16.33333333],0
n1,1,0.401066,0.705128,[14 28] ; [6 7],[15.27272727 26.72727273] ; [4.72727273 8.27272727],0
s6,1,0.418739,0.65385,[172  84] ; [30 19],[169.54754098  86.45245902] ; [32.45245902 16.54754098],0
u2,1,0.443102,0.588235,[42 26] ; [6 6],[40.8 27.2] ; [7.2 4.8],0
p1,1,0.463666,0.537031,[ 30 226] ; [ 8 44],[ 31.58441558 224.41558442] ; [ 6.41558442 45.58441558],0
p5,1,0.50297,0.448663,[ 44 211] ; [ 7 45],[ 42.36156352 212.63843648] ; [ 8.63843648 43.36156352],0
n6,1,0.517316,0.419241,[225  31] ; [44  8],[223.58441558  32.41558442] ; [45.41558442  6.58441558],0
b3,1,0.517616,0.418642,[68 99] ; [15 17],[69.65326633 97.34673367] ; [13.34673367 18.65326633],0
b2,1,0.517616,0.418642,[68 99] ; [15 17],[69.65326633 97.34673367] ; [13.34673367 18.65326633],0
s1,1,0.562488,0.335414,[  9 245] ; [ 1 50],[  8.32786885 245.67213115] ; [ 1.67213115 49.32786885],0
p9,1,0.685719,0.163759,[214  38] ; [43  9],[213.03947368  38.96052632] ; [43.96052632  8.03947368],0
b5,1,0.687072,0.162273,[151 107] ; [32 20],[152.30322581 105.69677419] ; [30.69677419 21.30322581],0
u4,1,0.743053,0.107462,[  7 251] ; [ 1 51],[  6.65806452 251.34193548] ; [ 1.34193548 50.65806452],0
b1,1,0.763822,0.09028,[100 158] ; [19 33],[ 99.03870968 158.96129032] ; [19.96129032 32.03870968],0
n4,1,0.812936,0.055999,[220  38] ; [45  7],[220.5483871  37.4516129] ; [44.4516129  7.5483871],0
d4,1,0.89171,0.018534,[212  42] ; [43  9],[211.66666667  42.33333333] ; [43.33333333  8.66666667],0
n3,1,0.924557,0.008967,[32 12] ; [10  4],[31.86206897 12.13793103] ; [10.13793103  3.86206897],0
a3,1,0.941008,0.005476,[190  65] ; [39 13],[190.21172638  64.78827362] ; [38.78827362 13.21172638],0
b4,1,0.990346,0.000146,[159  99] ; [32 20],[158.96129032  99.03870968] ; [32.03870968 19.96129032],0
