Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s8,1,1.2e-05,19.124119,[ 6 39] ; [19 12],[14.80263158 30.19736842] ; [10.19736842 20.80263158],1
s2,1,2.3e-05,17.891821,[10 35] ; [22  9],[18.94736842 26.05263158] ; [13.05263158 17.94736842],1
s3,1,0.000301,13.065236,[14 30] ; [23  8],[21.70666667 22.29333333] ; [15.29333333 15.70666667],1
s6,1,0.002899,8.869864,[21 24] ; [25  6],[27.23684211 17.76315789] ; [18.76315789 12.23684211],0
s5,1,0.006287,7.466072,[ 5 38] ; [12 19],[ 9.87837838 33.12162162] ; [ 7.12162162 23.87837838],0
n3,1,0.021985,5.246983,[12  1] ; [5 5],[9.60869565 3.39130435] ; [7.39130435 2.60869565],0
n4,1,0.031802,4.609114,[27 18] ; [25  5],[31.2 13.8] ; [20.8  9.2],0
a8,1,0.049711,3.851172,[ 5 36] ; [ 8 17],[ 8.07575758 32.92424242] ; [ 4.92424242 20.07575758],0
p6,1,0.050629,3.820516,[ 7 37] ; [11 20],[10.56 33.44] ; [ 7.44 23.56],0
v2,1,0.068442,3.319991,[23 21] ; [22  8],[26.75675676 17.24324324] ; [18.24324324 11.75675676],0
d4,1,0.074645,3.177801,[32 14] ; [27  4],[35.24675325 10.75324675] ; [23.75324675  7.24675325],0
u1,1,0.082331,3.018269,[ 6 40] ; [ 9 22],[ 8.96103896 37.03896104] ; [ 6.03896104 24.96103896],0
p8,1,0.082611,3.012767,[12 34] ; [14 17],[15.53246753 30.46753247] ; [10.46753247 20.53246753],0
n5,1,0.088288,2.905308,[21 24] ; [20 10],[24.6 20.4] ; [16.4 13.6],0
u2,1,0.09769,2.742857,[5 9] ; [7 3],[7. 7.] ; [5. 5.],0
d1,1,0.102453,2.666935,[18 28] ; [18 13],[21.50649351 24.49350649] ; [14.49350649 16.50649351],0
p9,1,0.127593,2.321548,[14 31] ; [15 16],[17.17105263 27.82894737] ; [11.82894737 19.17105263],0
p4,1,0.141655,2.159888,[16 30] ; [16 15],[19.11688312 26.88311688] ; [12.88311688 18.11688312],0
d5,1,0.141655,2.159888,[30 16] ; [25  6],[32.85714286 13.14285714] ; [22.14285714  8.85714286],0
u4,1,0.145655,2.117171,[ 1 45] ; [ 3 28],[ 2.38961039 43.61038961] ; [ 1.61038961 29.38961039],0
d2,1,0.177988,1.814342,[21 25] ; [19 12],[23.8961039 22.1038961] ; [16.1038961 14.8961039],0
v3,1,0.179665,1.800394,[15 29] ; [14 14],[17.72222222 26.27777778] ; [11.27777778 16.72222222],0
u3,1,0.183902,1.765803,[7 8] ; [8 3],[8.65384615 6.34615385] ; [6.34615385 4.65384615],0
b4,1,0.199485,1.646139,[26 20] ; [22  9],[28.67532468 17.32467532] ; [19.32467532 11.67532468],0
a5,1,0.251261,1.316279,[30 16] ; [24  7],[32.25974026 13.74025974] ; [21.74025974  9.25974026],0
n1,1,0.305319,1.050816,[5 8] ; [6 4],[6.2173913 6.7826087] ; [4.7826087 5.2173913],0
d3,1,0.305489,1.050079,[29 17] ; [23  8],[31.06493506 14.93506494] ; [20.93506494 10.06493506],0
a4,1,0.317009,1.001247,[18 27] ; [16 15],[20.13157895 24.86842105] ; [13.86842105 17.13157895],0
v4,1,0.336699,0.92296,[39  6] ; [29  2],[40.26315789  4.73684211] ; [27.73684211  3.26315789],0
a6,1,0.362447,0.829397,[28 18] ; [22  9],[29.87012987 16.12987013] ; [20.12987013 10.87012987],0
a7,1,0.370498,0.801993,[32 13] ; [19 12],[30.19736842 14.80263158] ; [20.80263158 10.19736842],0
r4,1,0.409016,0.681659,[35 11] ; [26  5],[36.44155844  9.55844156] ; [24.55844156  6.44155844],0
a2,1,0.420035,0.650216,[11 35] ; [10 21],[12.54545455 33.45454545] ; [ 8.45454545 22.54545455],0
p7,1,0.448718,0.573888,[22 23] ; [12 18],[20.4 24.6] ; [13.6 16.4],0
n6,1,0.488074,0.480769,[28 17] ; [21  9],[29.4 15.6] ; [19.6 10.4],0
r2,1,0.489984,0.476562,[40  5] ; [29  2],[40.85526316  4.14473684] ; [28.14473684  2.85526316],0
r1,1,0.565284,0.330637,[33 11] ; [25  6],[34.02666667  9.97333333] ; [23.97333333  7.02666667],0
s4,1,0.575198,0.314063,[ 4 41] ; [ 4 27],[ 4.73684211 40.26315789] ; [ 3.26315789 27.73684211],0
p3,1,0.621223,0.244152,[17 28] ; [10 21],[15.98684211 29.01315789] ; [11.01315789 19.98684211],0
b1,1,0.676841,0.173703,[23 23] ; [14 17],[22.1038961 23.8961039] ; [14.8961039 16.1038961],0
a3,1,0.690082,0.158997,[31 14] ; [20 11],[30.19736842 14.80263158] ; [20.80263158 10.19736842],0
b5,1,0.707038,0.141254,[33 13] ; [21 10],[32.25974026 13.74025974] ; [21.74025974  9.25974026],0
n2,1,0.772205,0.083806,[11  2] ; [8 2],[10.73913043  2.26086957] ; [8.26086957 1.73913043],0
p12,1,0.775952,0.080996,[ 1 45] ; [ 1 30],[ 1.19480519 44.80519481] ; [ 0.80519481 30.19480519],0
s1,1,0.788599,0.071894,[ 2 43] ; [ 1 30],[ 1.77631579 43.22368421] ; [ 1.22368421 29.77631579],0
p11,1,0.818216,0.052827,[24 22] ; [17 14],[24.49350649 21.50649351] ; [16.50649351 14.49350649],0
b2,1,0.854185,0.033776,[ 9 17] ; [10 17],[ 9.32075472 16.67924528] ; [ 9.67924528 17.32075472],0
b3,1,0.854185,0.033776,[ 9 17] ; [10 17],[ 9.32075472 16.67924528] ; [ 9.67924528 17.32075472],0
