Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v2,1,2e-06,22.864167,[54 84] ; [76 33],[72.63157895 65.36842105] ; [57.36842105 51.63157895],1
p2,1,3e-06,21.751395,[88 55] ; [95 13],[104.25896414  38.74103586] ; [78.74103586 29.25896414],1
v3,1,2.2e-05,18.035763,[ 33 106] ; [52 52],[48.62139918 90.37860082] ; [36.37860082 67.62139918],1
p7,1,5.8e-05,16.169302,[57 84] ; [72 37],[72.756 68.244] ; [56.244 52.756],1
p3,1,6.8e-05,15.862222,[ 41 103] ; [57 50],[56.22310757 87.77689243] ; [41.77689243 65.22310757],1
r1,1,8.1e-05,15.537424,[96 48] ; [96 13],[109.28063241  34.71936759] ; [82.71936759 26.28063241],1
p8,1,0.000494,12.136389,[48 95] ; [60 48],[61.52988048 81.47011952] ; [46.47011952 61.52988048],1
p4,1,0.000687,11.523951,[48 93] ; [60 48],[61.15662651 79.84337349] ; [46.84337349 61.15662651],1
s5,1,0.001442,10.151545,[ 10 127] ; [23 85],[ 18.45306122 118.54693878] ; [14.54693878 93.45306122],0
p11,1,0.001549,10.019765,[95 49] ; [92 18],[106.01574803  37.98425197] ; [80.98425197 29.01574803],0
s8,1,0.001742,9.803202,[ 20 124] ; [33 77],[ 30.04724409 113.95275591] ; [22.95275591 87.04724409],0
p6,1,0.003517,8.517679,[ 24 117] ; [35 71],[ 33.68016194 107.31983806] ; [25.31983806 80.68016194],0
r4,1,0.005272,7.783726,[105  39] ; [96 14],[113.95275591  30.04724409] ; [87.04724409 22.95275591],0
n5,1,0.005289,7.777893,[79 63] ; [80 30],[89.5952381 52.4047619] ; [69.4047619 40.5952381],0
p9,1,0.007324,7.191742,[96 47] ; [88 19],[105.248  37.752] ; [78.752 28.248],0
p10,1,0.010379,6.568651,[93 51] ; [85 22],[102.11952191  41.88047809] ; [75.88047809 31.11952191],0
r3,1,0.013251,6.135236,[122  22] ; [104   6],[128.12598425  15.87401575] ; [97.87401575 12.12598425],0
s2,1,0.016873,5.709544,[ 21 122] ; [29 79],[ 28.48605578 114.51394422] ; [21.51394422 86.48605578],0
a5,1,0.018567,5.541861,[93 51] ; [86 24],[101.48031496  42.51968504] ; [77.51968504 32.48031496],0
v4,1,0.018718,5.527625,[121  23] ; [103   7],[126.99212598  17.00787402] ; [97.00787402 12.99212598],0
p5,1,0.024938,5.028195,[  4 140] ; [10 97],[  8.03187251 135.96812749] ; [  5.96812749 101.03187251],0
u1,1,0.049766,3.849342,[ 14 130] ; [20 90],[ 19.27559055 124.72440945] ; [14.72440945 95.27559055],0
n6,1,0.058286,3.585494,[99 44] ; [87 22],[105.54761905  37.45238095] ; [80.45238095 28.54761905],0
b3,1,0.068541,3.317627,[29 53] ; [35 35],[34.52631579 47.47368421] ; [29.47368421 40.52631579],0
b2,1,0.068541,3.317627,[29 53] ; [35 35],[34.52631579 47.47368421] ; [29.47368421 40.52631579],0
n4,1,0.072031,3.236115,[95 49] ; [84 26],[101.48031496  42.51968504] ; [77.51968504 32.48031496],0
d1,1,0.07479,3.17464,[88 56] ; [79 31],[94.67716535 49.32283465] ; [72.32283465 37.67716535],0
a4,1,0.126464,2.335385,[59 84] ; [56 54],[65. 78.] ; [50. 60.],0
