Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s8,1,3e-06,22.111116,[ 8 34] ; [30 13],[18.77647059 23.22352941] ; [19.22352941 23.77647059],1
n5,1,8.7e-05,15.394738,[22 20] ; [39  4],[30.14117647 11.85882353] ; [30.85882353 12.14117647],1
p2,1,0.000374,12.655983,[29 13] ; [42  1],[35.08235294  6.91764706] ; [35.91764706  7.08235294],1
s2,1,0.000491,12.150722,[14 27] ; [31 12],[21.96428571 19.03571429] ; [23.03571429 19.96428571],1
a3,1,0.001622,9.934739,[16 26] ; [31 12],[23.22352941 18.77647059] ; [23.77647059 19.22352941],0
s3,1,0.015578,5.849928,[20 21] ; [32 11],[25.38095238 15.61904762] ; [26.61904762 16.38095238],0
s6,1,0.021564,5.280599,[20 20] ; [32 11],[25.06024096 14.93975904] ; [26.93975904 16.06024096],0
p9,1,0.023075,5.162863,[30 12] ; [39  4],[34.09411765  7.90588235] ; [34.90588235  8.09411765],0
r2,1,0.023573,5.125778,[33  9] ; [40  2],[36.5  5.5] ; [36.5  5.5],0
p7,1,0.023603,5.123587,[26 16] ; [36  7],[30.63529412 11.36470588] ; [31.36470588 11.63529412],0
v4,1,0.025736,4.973684,[35  7] ; [41  1],[38.  4.] ; [38.  4.],0
a2,1,0.047655,3.922111,[ 2 40] ; [ 8 35],[ 4.94117647 37.05882353] ; [ 5.05882353 37.94117647],0
d4,1,0.064455,3.418864,[16 26] ; [25 18],[20.25882353 21.74117647] ; [20.74117647 22.25882353],0
s1,1,0.079147,3.082333,[ 5 36] ; [ 1 42],[ 2.92857143 38.07142857] ; [ 3.07142857 39.92857143],0
p10,1,0.087286,2.923735,[29 12] ; [37  6],[32.21428571  8.78571429] ; [33.78571429  9.21428571],0
p6,1,0.096263,2.766396,[14 28] ; [22 21],[17.78823529 24.21176471] ; [18.21176471 24.78823529],0
p8,1,0.1003,2.700763,[24 16] ; [33 10],[27.46987952 12.53012048] ; [29.53012048 13.46987952],0
p5,1,0.106094,2.611465,[ 5 36] ; [11 31],[ 7.90361446 33.09638554] ; [ 8.09638554 33.90361446],0
n6,1,0.120436,2.411646,[33  9] ; [39  4],[35.57647059  6.42352941] ; [36.42352941  6.57647059],0
r1,1,0.144074,2.133894,[25 17] ; [32 11],[28.16470588 13.83529412] ; [28.83529412 14.16470588],0
a7,1,0.149296,2.079432,[24 18] ; [31 12],[27.17647059 14.82352941] ; [27.82352941 15.17647059],0
a5,1,0.156459,2.008121,[22 20] ; [29 14],[25.2 16.8] ; [25.8 17.2],0
d3,1,0.157111,2.001816,[17 25] ; [24 19],[20.25882353 21.74117647] ; [20.74117647 22.25882353],0
s5,1,0.194911,1.6801,[ 8 31] ; [14 28],[10.59259259 28.40740741] ; [11.40740741 30.59259259],0
a8,1,0.204689,1.608599,[ 3 35] ; [ 7 33],[ 4.87179487 33.12820513] ; [ 5.12820513 34.87179487],0
d1,1,0.249623,1.325415,[ 2 40] ; [ 5 38],[ 3.45882353 38.54117647] ; [ 3.54117647 39.45882353],0
b2,1,0.260324,1.267034,[ 7 19] ; [12 17],[ 8.98181818 17.01818182] ; [10.01818182 18.98181818],0
b3,1,0.260324,1.267034,[ 7 19] ; [12 17],[ 8.98181818 17.01818182] ; [10.01818182 18.98181818],0
r3,1,0.273536,1.198928,[36  6] ; [40  3],[37.55294118  4.44705882] ; [38.44705882  4.55294118],0
u2,1,0.286167,1.137569,[12 13] ; [8 4],[13.51351351 11.48648649] ; [6.48648649 5.51351351],0
p1,1,0.290172,1.118825,[ 6 36] ; [10 33],[ 7.90588235 34.09411765] ; [ 8.09411765 34.90588235],0
v1,1,0.326744,0.961761,[18 24] ; [23 20],[20.25882353 21.74117647] ; [20.74117647 22.25882353],0
n1,1,0.340904,0.907029,[3 6] ; [4 3],[3.9375 5.0625] ; [3.0625 3.9375],0
r4,1,0.342008,0.90289,[34  8] ; [38  5],[35.57647059  6.42352941] ; [36.42352941  6.57647059],0
s4,1,0.390881,0.7362,[ 5 37] ; [ 8 35],[ 6.42352941 35.57647059] ; [ 6.57647059 36.42352941],0
u3,1,0.414172,0.666793,[11 14] ; [7 5],[12.16216216 12.83783784] ; [5.83783784 6.16216216],0
n4,1,0.439528,0.597513,[27 15] ; [31 12],[28.65882353 13.34117647] ; [29.34117647 13.65882353],0
p3,1,0.450763,0.568734,[24 18] ; [28 15],[25.69411765 16.30588235] ; [26.30588235 16.69411765],0
b1,1,0.452297,0.56489,[20 22] ; [17 26],[18.28235294 23.71764706] ; [18.71764706 24.28235294],0
v2,1,0.502985,0.448632,[16 25] ; [19 22],[17.5 23.5] ; [17.5 23.5],0
n2,1,0.515305,0.42328,[5 4] ; [5 2],[5.625 3.375] ; [4.375 2.625],0
p11,1,0.575873,0.312954,[30 12] ; [33 10],[31.12941176 10.87058824] ; [31.87058824 11.12941176],0
b4,1,0.594703,0.283059,[23 19] ; [26 17],[24.21176471 17.78823529] ; [24.78823529 18.21176471],0
v3,1,0.689742,0.159365,[12 29] ; [14 28],[12.84337349 28.15662651] ; [13.15662651 28.84337349],0
p12,1,0.71512,0.133217,[ 6 36] ; [ 5 38],[ 5.43529412 36.56470588] ; [ 5.56470588 37.43529412],0
n3,1,0.771084,0.084656,[7 2] ; [5 2],[6.75 2.25] ; [5.25 1.75],0
d2,1,0.866548,0.028239,[12 30] ; [13 30],[12.35294118 29.64705882] ; [12.64705882 30.35294118],0
a6,1,0.891691,0.018541,[26 16] ; [26 17],[25.69411765 16.30588235] ; [26.30588235 16.69411765],0
a4,1,0.896546,0.016907,[11 30] ; [11 32],[10.73809524 30.26190476] ; [11.26190476 31.73809524],0
b5,1,0.936148,0.006418,[27 15] ; [28 15],[27.17647059 14.82352941] ; [27.82352941 15.17647059],0
u4,1,0.986566,0.000284,[ 1 41] ; [ 1 42],[ 0.98823529 41.01176471] ; [ 1.01176471 41.98823529],0
