Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p6,1,0.001324,10.308617,[ 6 28] ; [14 10],[11.72413793 22.27586207] ; [ 8.27586207 15.72413793],0
p7,1,0.001841,9.701654,[10 24] ; [17  7],[15.82758621 18.17241379] ; [11.17241379 12.82758621],0
s3,1,0.010997,6.465861,[22 13] ; [ 7 17],[17.20338983 17.79661017] ; [11.79661017 12.20338983],0
u1,1,0.018059,5.590447,[10 25] ; [ 1 23],[ 6.52542373 28.47457627] ; [ 4.47457627 19.52542373],0
v2,1,0.058434,3.581288,[15 19] ; [16  7],[18.49122807 15.50877193] ; [12.50877193 10.49122807],0
d2,1,0.08947,2.883879,[21 14] ; [ 9 15],[17.79661017 17.20338983] ; [12.20338983 11.79661017],0
p5,1,0.10247,2.666667,[ 2 30] ; [ 5 19],[ 4. 28.] ; [ 3. 21.],0
b5,1,0.128995,2.304553,[23 12] ; [11 13],[20.16949153 14.83050847] ; [13.83050847 10.16949153],0
r3,1,0.147812,2.094692,[34  1] ; [21  3],[32.62711864  2.37288136] ; [22.37288136  1.62711864],0
b1,1,0.169049,1.891353,[18 17] ; [ 8 16],[15.42372881 19.57627119] ; [10.57627119 13.42372881],0
v4,1,0.171534,1.869482,[33  2] ; [20  4],[31.44067797  3.55932203] ; [21.55932203  2.44067797],0
a2,1,0.22082,1.499037,[ 7 28] ; [ 2 22],[ 5.33898305 29.66101695] ; [ 3.66101695 20.33898305],0
p3,1,0.244604,1.35386,[18 17] ; [16  8],[20.16949153 14.83050847] ; [13.83050847 10.16949153],0
a5,1,0.262387,1.256121,[23 12] ; [19  5],[24.91525424 10.08474576] ; [17.08474576  6.91525424],0
s7,1,0.268534,1.224222,[15 17] ; [ 7 15],[13.03703704 18.96296296] ; [ 8.96296296 13.03703704],0
r4,1,0.323654,0.974124,[31  4] ; [19  5],[29.66101695  5.33898305] ; [20.33898305  3.66101695],0
p11,1,0.326804,0.961523,[22 13] ; [18  6],[23.72881356 11.27118644] ; [16.27118644  7.72881356],0
p12,1,0.357914,0.845198,[ 2 33] ; [ 3 21],[ 2.96610169 32.03389831] ; [ 2.03389831 21.96610169],0
s2,1,0.361785,0.831689,[21 14] ; [11 12],[19.31034483 15.68965517] ; [12.68965517 10.31034483],0
a3,1,0.371646,0.798152,[23 12] ; [13 11],[21.3559322 13.6440678] ; [14.6440678  9.3559322],0
n4,1,0.371646,0.798152,[23 12] ; [13 11],[21.3559322 13.6440678] ; [14.6440678  9.3559322],0
d5,1,0.416201,0.661019,[28  7] ; [17  7],[26.69491525  8.30508475] ; [18.30508475  5.69491525],0
v1,1,0.440109,0.595998,[14 18] ; [13 11],[15.42857143 16.57142857] ; [11.57142857 12.42857143],0
d1,1,0.447246,0.577622,[21 14] ; [12 12],[19.57627119 15.42372881] ; [13.42372881 10.57627119],0
a4,1,0.460737,0.544102,[18 17] ; [10 14],[16.61016949 18.38983051] ; [11.38983051 12.61016949],0
n3,1,0.472766,0.515503,[10  3] ; [3 2],[9.38888889 3.61111111] ; [3.61111111 1.38888889],0
a8,1,0.497758,0.459714,[ 3 30] ; [ 1 22],[ 2.35714286 30.64285714] ; [ 1.64285714 21.35714286],0
r1,1,0.525578,0.402935,[26  9] ; [16  8],[24.91525424 10.08474576] ; [17.08474576  6.91525424],0
n5,1,0.564666,0.331689,[23 12] ; [14 10],[21.94915254 13.05084746] ; [15.05084746  8.94915254],0
a6,1,0.601011,0.273473,[18 17] ; [14 10],[18.98305085 16.01694915] ; [13.01694915 10.98305085],0
s8,1,0.601011,0.273473,[17 18] ; [10 14],[16.01694915 18.98305085] ; [10.98305085 13.01694915],0
r2,1,0.623822,0.240532,[32  3] ; [21  3],[31.44067797  3.55932203] ; [21.55932203  2.44067797],0
b4,1,0.656014,0.198402,[21 14] ; [13 11],[20.16949153 14.83050847] ; [13.83050847 10.16949153],0
s6,1,0.661975,0.191133,[24 11] ; [17  6],[24.74137931 10.25862069] ; [16.25862069  6.74137931],0
u2,1,0.664558,0.188034,[7 4] ; [6 5],[6.5 4.5] ; [6.5 4.5],0
v3,1,0.685151,0.164385,[10 21] ; [ 9 15],[10.70909091 20.29090909] ; [ 8.29090909 15.70909091],0
a7,1,0.758368,0.094633,[19 16] ; [14 10],[19.57627119 15.42372881] ; [13.42372881 10.57627119],0
d3,1,0.758368,0.094633,[19 16] ; [14 10],[19.57627119 15.42372881] ; [13.42372881 10.57627119],0
u4,1,0.784822,0.074551,[ 1 34] ; [ 1 23],[ 1.18644068 33.81355932] ; [ 0.81355932 23.18644068],0
p10,1,0.80003,0.064165,[23 12] ; [15  9],[22.54237288 12.45762712] ; [15.45762712  8.54237288],0
p9,1,0.852948,0.034358,[24 11] ; [17  7],[24.3220339 10.6779661] ; [16.6779661  7.3220339],0
n6,1,0.872923,0.025583,[28  7] ; [18  5],[27.75862069  7.24137931] ; [18.24137931  4.75862069],0
u3,1,0.878854,0.023232,[8 4] ; [7 4],[7.82608696 4.17391304] ; [7.17391304 3.82608696],0
n2,1,0.888153,0.01978,[10  3] ; [4 1],[10.11111111  2.88888889] ; [3.88888889 1.11111111],0
s1,1,0.947768,0.004292,[ 3 31] ; [ 2 22],[ 2.93103448 31.06896552] ; [ 2.06896552 21.93103448],0
n1,1,0.949272,0.004048,[5 7] ; [2 3],[4.94117647 7.05882353] ; [2.05882353 2.94117647],0
