Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s3,1,0.0,31.429467,[15 47] ; [33  8],[28.89320388 33.10679612] ; [19.10679612 21.89320388],1
s6,1,1.6e-05,18.641147,[27 36] ; [35  6],[37.55769231 25.44230769] ; [24.44230769 16.55769231],1
s5,1,0.000153,14.339896,[ 9 54] ; [19 20],[17.29411765 45.70588235] ; [10.70588235 28.29411765],1
s8,1,0.000406,12.504764,[13 51] ; [22 19],[21.33333333 42.66666667] ; [13.66666667 27.33333333],1
s7,1,0.001302,10.340371,[15 48] ; [22 18],[22.63106796 40.36893204] ; [14.36893204 25.63106796],0
u1,1,0.008802,6.862614,[ 1 63] ; [ 6 35],[ 4.26666667 59.73333333] ; [ 2.73333333 38.26666667],0
s4,1,0.037596,4.323185,[ 5 59] ; [ 9 32],[ 8.53333333 55.46666667] ; [ 5.46666667 35.53333333],0
d4,1,0.077592,3.114637,[47 17] ; [36  5],[50.59047619 13.40952381] ; [32.40952381  8.59047619],0
n2,1,0.093102,2.819904,[9 7] ; [8 1],[10.88  5.12] ; [6.12 2.88],0
b1,1,0.094059,2.803492,[24 40] ; [ 9 32],[20.11428571 43.88571429] ; [12.88571429 28.11428571],0
p11,1,0.11358,2.503689,[51 13] ; [27 14],[47.54285714 16.45714286] ; [30.45714286 10.54285714],0
a5,1,0.119724,2.420922,[39 25] ; [31 10],[42.66666667 21.33333333] ; [27.33333333 13.66666667],0
p10,1,0.142548,2.150233,[42 21] ; [32  8],[45.26213592 17.73786408] ; [28.73786408 11.26213592],0
n1,1,0.16962,1.886299,[ 3 13] ; [4 5],[ 4.48 11.52] ; [2.52 6.48],0
b5,1,0.191686,1.70461,[41 23] ; [21 20],[37.79047619 26.20952381] ; [24.20952381 16.79047619],0
a3,1,0.220615,1.500365,[39 25] ; [20 21],[35.96190476 28.03809524] ; [23.03809524 17.96190476],0
a2,1,0.265477,1.239969,[ 5 59] ; [ 6 35],[ 6.7047619 57.2952381] ; [ 4.2952381 36.7047619],0
d2,1,0.285164,1.142311,[20 44] ; [17 24],[22.55238095 41.44761905] ; [14.44761905 26.55238095],0
u3,1,0.286003,1.13834,[11 14] ; [12  8],[12.77777778 12.22222222] ; [10.22222222  9.77777778],0
p12,1,0.309731,1.031822,[ 3 61] ; [ 4 37],[ 4.26666667 59.73333333] ; [ 2.73333333 38.26666667],0
a1,1,0.325087,0.968369,[ 2 62] ; [ 3 38],[ 3.04761905 60.95238095] ; [ 1.95238095 39.04761905],0
v3,1,0.353031,0.862534,[18 43] ; [15 24],[20.13 40.87] ; [12.87 26.13],0
a7,1,0.391845,0.73321,[50 14] ; [29 12],[48.15238095 15.84761905] ; [30.84761905 10.15238095],0
n6,1,0.405033,0.693333,[38 26] ; [27 13],[40. 24.] ; [25. 15.],0
v2,1,0.417244,0.658065,[33 29] ; [18 22],[31. 31.] ; [20. 20.],0
n4,1,0.444188,0.585439,[25 39] ; [13 28],[23.16190476 40.83809524] ; [14.83809524 26.16190476],0
p6,1,0.44542,0.582279,[19 41] ; [16 25],[20.79207921 39.20792079] ; [14.20792079 26.79207921],0
u2,1,0.499679,0.455619,[13 12] ; [13  8],[14.13043478 10.86956522] ; [11.86956522  9.13043478],0
