Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v3,1,0.000713,11.454545,[25  8] ; [10 20],[18.33333333 14.66666667] ; [16.66666667 13.33333333],1
p10,1,0.017691,5.626524,[31  1] ; [23  7],[27.87096774  4.12903226] ; [26.12903226  3.87096774],0
p7,1,0.027836,4.83817,[29  3] ; [19  9],[25.6  6.4] ; [22.4  5.6],0
b1,1,0.034721,4.458833,[ 9 24] ; [16 14],[13.0952381 19.9047619] ; [11.9047619 18.0952381],0
p11,1,0.034789,4.455481,[30  3] ; [21  9],[26.71428571  6.28571429] ; [24.28571429  5.71428571],0
n3,1,0.038867,4.266667,[7 1] ; [3 5],[5. 3.] ; [5. 3.],0
s5,1,0.039382,4.244325,[25  6] ; [15 12],[21.37931034  9.62068966] ; [18.62068966  8.37931034],0
v1,1,0.04466,4.031443,[27  6] ; [17 12],[23.41935484  9.58064516] ; [20.58064516  8.41935484],0
d4,1,0.056353,3.641579,[30  2] ; [23  7],[27.35483871  4.64516129] ; [25.64516129  4.35483871],0
a7,1,0.059585,3.548911,[26  7] ; [17 13],[22.52380952 10.47619048] ; [20.47619048  9.52380952],0
p8,1,0.066463,3.368277,[30  3] ; [22  8],[27.23809524  5.76190476] ; [24.76190476  5.23809524],0
p4,1,0.140147,2.176345,[31  1] ; [26  4],[29.41935484  2.58064516] ; [27.58064516  2.41935484],0
p6,1,0.141911,2.157119,[24  7] ; [18 12],[21.3442623  9.6557377] ; [20.6557377  9.3442623],0
p12,1,0.171396,1.870687,[13 20] ; [ 7 23],[10.47619048 22.52380952] ; [ 9.52380952 20.47619048],0
a4,1,0.175806,1.832727,[12 21] ; [16 14],[14.66666667 18.33333333] ; [13.33333333 16.66666667],0
p2,1,0.180954,1.789773,[31  2] ; [25  5],[29.33333333  3.66666667] ; [26.66666667  3.33333333],0
u2,1,0.204894,1.607143,[4 2] ; [3 6],[2.8 3.2] ; [4.2 4.8],0
a2,1,0.241685,1.370741,[ 4 29] ; [ 7 23],[ 5.76190476 27.23809524] ; [ 5.23809524 24.76190476],0
s2,1,0.241685,1.370741,[29  4] ; [23  7],[27.23809524  5.76190476] ; [24.76190476  5.23809524],0
a3,1,0.271355,1.209886,[27  6] ; [21  9],[25.14285714  7.85714286] ; [22.85714286  7.14285714],0
s8,1,0.301282,1.068511,[26  6] ; [21  9],[24.25806452  7.74193548] ; [22.74193548  7.25806452],0
b3,1,0.3017,1.066667,[13 14] ; [ 7 14],[11.25 15.75] ; [ 8.75 12.25],0
b2,1,0.3017,1.066667,[13 14] ; [ 7 14],[11.25 15.75] ; [ 8.75 12.25],0
n1,1,0.3017,1.066667,[4 4] ; [6 2],[5. 3.] ; [5. 3.],0
n5,1,0.349278,0.876079,[30  3] ; [29  1],[30.9047619  2.0952381] ; [28.0952381  1.9047619],0
u4,1,0.349278,0.876079,[ 3 30] ; [ 1 29],[ 2.0952381 30.9047619] ; [ 1.9047619 28.0952381],0
n4,1,0.349278,0.876079,[30  3] ; [29  1],[30.9047619  2.0952381] ; [28.0952381  1.9047619],0
r1,1,0.367078,0.813533,[30  3] ; [25  5],[28.80952381  4.19047619] ; [26.19047619  3.80952381],0
s4,1,0.392722,0.730497,[ 4 29] ; [ 6 24],[ 5.23809524 27.76190476] ; [ 4.76190476 25.23809524],0
p3,1,0.442639,0.589431,[27  5] ; [23  7],[25.80645161  6.19354839] ; [24.19354839  5.80645161],0
s6,1,0.45919,0.547868,[32  1] ; [26  2],[31.37704918  1.62295082] ; [26.62295082  1.37704918],0
