Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s6,1,0.03307,4.542176,[15  4] ; [1 3],[13.2173913  5.7826087] ; [2.7826087 1.2173913],0
n6,1,0.058346,3.583795,[17  2] ; [2 2],[15.69565217  3.30434783] ; [3.30434783 0.69565217],0
s8,1,0.063155,3.452522,[ 5 14] ; [3 1],[ 6.60869565 12.39130435] ; [1.39130435 2.60869565],0
d2,1,0.063155,3.452522,[14  5] ; [1 3],[12.39130435  6.60869565] ; [2.60869565 1.39130435],0
b4,1,0.161749,1.957794,[12  7] ; [1 3],[10.73913043  8.26086957] ; [2.26086957 1.73913043],0
s5,1,0.231289,1.432915,[11  8] ; [1 3],[9.91304348 9.08695652] ; [2.08695652 1.91304348],0
b1,1,0.314648,1.011065,[ 9 10] ; [3 1],[9.91304348 9.08695652] ; [2.08695652 1.91304348],0
s3,1,0.314648,1.011065,[10  9] ; [1 3],[9.08695652 9.91304348] ; [1.91304348 2.08695652],0
u1,1,0.434672,0.610307,[ 2 17] ; [1 3],[ 2.47826087 16.52173913] ; [0.52173913 3.47826087],0
p3,1,0.524052,0.405911,[11  8] ; [3 1],[11.56521739  7.43478261] ; [2.43478261 1.56521739],0
v2,1,0.534428,0.385965,[ 9 10] ; [2 1],[9.5 9.5] ; [1.5 1.5],0
a8,1,0.569653,0.323264,[ 2 13] ; [1 3],[ 2.36842105 12.63157895] ; [0.63157895 3.36842105],0
v1,1,0.624073,0.240184,[12  7] ; [2 2],[11.56521739  7.43478261] ; [2.43478261 1.56521739],0
b5,1,0.624073,0.240184,[12  7] ; [2 2],[11.56521739  7.43478261] ; [2.43478261 1.56521739],0
s2,1,0.651291,0.204276,[ 7 12] ; [1 3],[ 6.60869565 12.39130435] ; [1.39130435 2.60869565],0
a5,1,0.651291,0.204276,[12  7] ; [3 1],[12.39130435  6.60869565] ; [2.60869565 1.39130435],0
a4,1,0.651291,0.204276,[ 7 12] ; [1 3],[ 6.60869565 12.39130435] ; [1.39130435 2.60869565],0
r4,1,0.658691,0.195118,[16  3] ; [3 1],[15.69565217  3.30434783] ; [3.30434783 0.69565217],0
d1,1,0.772205,0.083806,[11  8] ; [2 2],[10.73913043  8.26086957] ; [2.26086957 1.73913043],0
a6,1,0.794935,0.067552,[13  6] ; [3 1],[13.2173913  5.7826087] ; [2.7826087 1.2173913],0
r1,1,0.861894,0.030263,[15  4] ; [3 1],[14.86956522  4.13043478] ; [3.13043478 0.86956522],0
p4,1,0.904552,0.014379,[14  4] ; [3 1],[13.90909091  4.09090909] ; [3.09090909 0.90909091],0
v3,1,0.906537,0.013784,[ 7 12] ; [1 2],[ 6.90909091 12.09090909] ; [1.09090909 1.90909091],0
b2,1,0.94766,0.004309,[ 6 11] ; [1 2],[ 5.95 11.05] ; [1.05 1.95],0
b3,1,0.94766,0.004309,[ 6 11] ; [1 2],[ 5.95 11.05] ; [1.05 1.95],0
d5,1,0.956561,0.002967,[14  5] ; [3 1],[14.04347826  4.95652174] ; [2.95652174 1.04347826],0
a3,1,0.956561,0.002967,[14  5] ; [3 1],[14.04347826  4.95652174] ; [2.95652174 1.04347826],0
s7,1,1.0,0.0,[9 9] ; [2 2],[9. 9.] ; [2. 2.],0
p7,1,1.0,0.0,[9 9] ; [2 2],[9. 9.] ; [2. 2.],0
