Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s8,1,0.000103,15.072955,[ 1 29] ; [12 13],[ 7.09090909 22.90909091] ; [ 5.90909091 19.09090909],1
s3,1,0.0016,9.959328,[10 20] ; [19  6],[15.81818182 14.18181818] ; [13.18181818 11.81818182],0
s6,1,0.008964,6.830018,[11 19] ; [18  7],[15.81818182 14.18181818] ; [13.18181818 11.81818182],0
s7,1,0.012523,6.235252,[ 5 24] ; [11 11],[ 9.09803922 19.90196078] ; [ 6.90196078 15.09803922],0
b3,1,0.049765,3.849357,[ 3 16] ; [7 8],[ 5.58823529 13.41176471] ; [ 4.41176471 10.58823529],0
b2,1,0.049765,3.849357,[ 3 16] ; [7 8],[ 5.58823529 13.41176471] ; [ 4.41176471 10.58823529],0
a6,1,0.051599,3.788723,[21  9] ; [11 14],[17.45454545 12.54545455] ; [14.54545455 10.45454545],0
s5,1,0.078983,3.085714,[ 4 26] ; [ 8 16],[ 6.66666667 23.33333333] ; [ 5.33333333 18.66666667],0
a7,1,0.097254,2.75,[21  9] ; [12 13],[18. 12.] ; [15. 10.],0
v3,1,0.121396,2.399221,[ 8 21] ; [12 13],[10.74074074 18.25925926] ; [ 9.25925926 15.74074074],0
s1,1,0.139584,2.18254,[ 2 28] ; [ 5 20],[ 3.81818182 26.18181818] ; [ 3.18181818 21.81818182],0
u2,1,0.149448,2.077875,[ 5 13] ; [6 5],[ 6.82758621 11.17241379] ; [4.17241379 6.82758621],0
a3,1,0.15163,2.055778,[11 19] ; [14 11],[13.63636364 16.36363636] ; [11.36363636 13.63636364],0
p11,1,0.15163,2.055778,[11 19] ; [14 11],[13.63636364 16.36363636] ; [11.36363636 13.63636364],0
s4,1,0.18261,1.776252,[ 5 25] ; [ 8 17],[ 7.09090909 22.90909091] ; [ 5.90909091 19.09090909],0
a1,1,0.217803,1.518791,[ 1 29] ; [ 3 22],[ 2.18181818 27.81818182] ; [ 1.81818182 23.18181818],0
a5,1,0.268925,1.222222,[16 14] ; [17  8],[18. 12.] ; [15. 10.],0
