Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s8,1,0.000103,15.072955,[ 1 29] ; [12 13],[ 7.09090909 22.90909091] ; [ 5.90909091 19.09090909],1
r3,1,0.268925,1.222222,[28  2] ; [21  4],[26.72727273  3.27272727] ; [22.27272727  2.72727273],0
u1,1,0.268925,1.222222,[ 2 28] ; [ 4 21],[ 3.27272727 26.72727273] ; [ 2.72727273 22.27272727],0
a4,1,0.294025,1.101101,[ 8 22] ; [10 15],[ 9.81818182 20.18181818] ; [ 8.18181818 16.81818182],0
n3,1,0.310437,1.028815,[6 1] ; [5 3],[5.13333333 1.86666667] ; [5.86666667 2.13333333],0
a2,1,0.336918,0.922123,[ 5 25] ; [ 2 23],[ 3.81818182 26.18181818] ; [ 3.18181818 21.81818182],0
d4,1,0.340231,0.909561,[22  8] ; [21  4],[23.45454545  6.54545455] ; [19.54545455  5.45454545],0
p4,1,0.389001,0.742063,[17 13] ; [17  8],[18.54545455 11.45454545] ; [15.45454545  9.54545455],0
u3,1,0.389414,0.740772,[ 9 10] ; [7 4],[10.13333333  8.86666667] ; [5.86666667 5.13333333],0
n1,1,0.398025,0.714286,[2 5] ; [4 4],[2.8 4.2] ; [3.2 4.8],0
d5,1,0.447942,0.575855,[20 10] ; [19  6],[21.27272727  8.72727273] ; [17.72727273  7.27272727],0
n4,1,0.455778,0.556244,[22  8] ; [16  9],[20.72727273  9.27272727] ; [17.27272727  7.72727273],0
p6,1,0.459461,0.547207,[ 7 22] ; [ 8 16],[ 8.20754717 20.79245283] ; [ 6.79245283 17.20754717],0
p5,1,0.493294,0.469333,[ 2 28] ; [ 3 22],[ 2.72727273 27.27272727] ; [ 2.27272727 22.72727273],0
r2,1,0.506176,0.441964,[27  3] ; [21  4],[26.18181818  3.81818182] ; [21.81818182  3.18181818],0
v4,1,0.506176,0.441964,[27  3] ; [21  4],[26.18181818  3.81818182] ; [21.81818182  3.18181818],0
p10,1,0.562278,0.335775,[ 8 22] ; [ 5 20],[ 7.09090909 22.90909091] ; [ 5.90909091 19.09090909],0
d2,1,0.58042,0.305556,[13 17] ; [ 9 16],[12. 18.] ; [10. 15.],0
v1,1,0.58042,0.305556,[11 19] ; [11 14],[12. 18.] ; [10. 15.],0
n2,1,0.604773,0.267857,[6 1] ; [6 2],[5.6 1.4] ; [6.4 1.6],0
n5,1,0.693612,0.155203,[16 14] ; [12 13],[15.27272727 14.72727273] ; [12.72727273 12.27272727],0
n6,1,0.699526,0.148966,[20  9] ; [16  9],[19.33333333  9.66666667] ; [16.66666667  8.33333333],0
b1,1,0.717052,0.131335,[19 11] ; [17  8],[19.63636364 10.36363636] ; [16.36363636  8.63636364],0
p8,1,0.729276,0.119778,[13 17] ; [12 13],[13.63636364 16.36363636] ; [11.36363636 13.63636364],0
p7,1,0.750032,0.101504,[20 10] ; [15  9],[19.44444444 10.55555556] ; [15.55555556  8.44444444],0
b5,1,0.764592,0.089674,[18 12] ; [14 11],[17.45454545 12.54545455] ; [14.54545455 10.45454545],0
p1,1,0.797252,0.066,[ 3 27] ; [ 2 23],[ 2.72727273 27.27272727] ; [ 2.27272727 22.72727273],0
d1,1,0.802938,0.062274,[13 17] ; [10 15],[12.54545455 17.45454545] ; [10.45454545 14.54545455],0
v2,1,0.85424,0.03375,[13 17] ; [11 13],[13.33333333 16.66666667] ; [10.66666667 13.33333333],0
r1,1,0.91197,0.012222,[22  8] ; [18  7],[21.81818182  8.18181818] ; [18.18181818  6.81818182],0
p2,1,0.959185,0.002619,[19 11] ; [16  9],[19.09090909 10.90909091] ; [15.90909091  9.09090909],0
b4,1,0.959185,0.002619,[19 11] ; [16  9],[19.09090909 10.90909091] ; [15.90909091  9.09090909],0
d3,1,0.960409,0.002464,[17 13] ; [14 11],[16.90909091 13.09090909] ; [14.09090909 10.90909091],0
r4,1,1.0,0.0,[24  6] ; [20  5],[24.  6.] ; [20.  5.],0
