Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.033716,4.509038,[1 1] ; [63  5],[1.82857143 0.17142857] ; [62.17142857  5.82857143],0
n5,1,0.033716,4.509038,[1 1] ; [63  5],[1.82857143 0.17142857] ; [62.17142857  5.82857143],0
p4,1,0.115286,2.480224,[1 1] ; [59  8],[1.73913043 0.26086957] ; [58.26086957  8.73913043],0
a8,1,0.173735,1.850418,[1 1] ; [ 9 53],[0.3125 1.6875] ; [ 9.6875 52.3125],0
p3,1,0.252789,1.307826,[1 1] ; [55 12],[1.62318841 0.37681159] ; [54.37681159 12.62318841],0
s3,1,0.325451,0.966915,[1 1] ; [53 14],[1.56521739 0.43478261] ; [52.43478261 14.56521739],0
a7,1,0.496116,0.463235,[1 1] ; [49 19],[1.42857143 0.57142857] ; [48.57142857 19.42857143],0
s2,1,0.531168,0.392157,[1 1] ; [48 20],[1.4 0.6] ; [47.6 20.4],0
p12,1,0.541698,0.372401,[1 1] ; [20 47],[0.60869565 1.39130435] ; [20.39130435 46.60869565],0
v1,1,0.552516,0.352829,[1 1] ; [46 20],[1.38235294 0.61764706] ; [45.61764706 20.38235294],0
p6,1,0.588172,0.293209,[1 1] ; [45 21],[1.35294118 0.64705882] ; [44.64705882 21.35294118],0
b5,1,0.736203,0.113492,[1 1] ; [26 42],[0.77142857 1.22857143] ; [26.22857143 41.77142857],0
v3,1,0.796901,0.066234,[1 1] ; [39 27],[1.17647059 0.82352941] ; [38.82352941 27.17647059],0
v2,1,0.864962,0.028921,[1 1] ; [37 29],[1.11764706 0.88235294] ; [36.88235294 29.11764706],0
