Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p10,1,0.0,162.368399,[240  22] ; [15 60],[198.24925816  63.75074184] ; [56.75074184 18.24925816],1
p2,1,0.0,53.837302,[225  36] ; [35 41],[201.36498516  59.63501484] ; [58.63501484 17.36498516],1
p11,1,0.0,48.07769,[219  45] ; [33 43],[195.67058824  68.32941176] ; [56.32941176 19.67058824],1
p7,1,6e-06,20.604513,[164  97] ; [25 50],[146.8125 114.1875] ; [42.1875 32.8125],1
b1,1,8e-06,19.983311,[ 82 182] ; [45 31],[ 98.61176471 165.38823529] ; [28.38823529 47.61176471],1
r4,1,1.4e-05,18.88624,[237  27] ; [53 23],[225.17647059  38.82352941] ; [64.82352941 11.17647059],1
v4,1,1.6e-05,18.628729,[252  12] ; [61 15],[243.03529412  20.96470588] ; [69.96470588  6.03529412],1
p8,1,1.8e-05,18.362716,[141 119] ; [20 56],[124.58333333 135.41666667] ; [36.41666667 39.58333333],1
p6,1,2.4e-05,17.877327,[ 95 165] ; [ 8 66],[ 80.17964072 179.82035928] ; [22.82035928 51.17964072],1
n5,1,3e-05,17.412618,[191  71] ; [36 40],[175.95857988  86.04142012] ; [51.04142012 24.95857988],1
p4,1,6e-05,16.087978,[158 105] ; [25 49],[142.81602374 120.18397626] ; [40.18397626 33.81602374],1
r3,1,0.000126,14.704512,[251  13] ; [62 14],[243.03529412  20.96470588] ; [69.96470588  6.03529412],1
v1,1,0.000324,12.927328,[147 114] ; [25 51],[133.21068249 127.78931751] ; [38.78931751 37.21068249],1
n6,1,0.001525,10.048599,[227  36] ; [53 22],[217.86982249  45.13017751] ; [62.13017751 12.86982249],0
p3,1,0.004905,7.914223,[127 135] ; [23 53],[116.27218935 145.72781065] ; [33.72781065 42.27218935],0
s8,1,0.007328,7.190744,[ 76 187] ; [10 64],[ 67.115727 195.884273] ; [18.884273 55.115727],0
n4,1,0.008894,6.843923,[200  64] ; [46 30],[191.01176471  72.98823529] ; [54.98823529 21.01176471],0
p5,1,0.014788,5.941518,[ 32 231] ; [ 2 74],[ 26.37758112 236.62241888] ; [ 7.62241888 68.37758112],0
s5,1,0.029391,4.744583,[ 66 192] ; [10 64],[ 59.06024096 198.93975904] ; [16.93975904 57.06024096],0
a5,1,0.035344,4.428495,[205  59] ; [50 26],[198.  66.] ; [57. 19.],0
s6,1,0.038801,4.269542,[123 137] ; [25 49],[115.20958084 144.79041916] ; [32.79041916 41.20958084],0
d3,1,0.050733,3.81708,[206  58] ; [51 25],[199.55294118  64.44705882] ; [57.44705882 18.55294118],0
s7,1,0.053001,3.743897,[ 76 175] ; [13 57],[ 69.59190031 181.40809969] ; [19.40809969 50.59190031],0
s1,1,0.059219,3.559129,[  4 258] ; [ 4 72],[  6.20118343 255.79881657] ; [ 1.79881657 74.20118343],0
a8,1,0.090313,2.868791,[ 30 200] ; [ 4 66],[ 26.06666667 203.93333333] ; [ 7.93333333 62.06666667],0
r2,1,0.101042,2.68902,[239  22] ; [63 11],[235.28955224  25.71044776] ; [66.71044776  7.28955224],0
b2,1,0.101363,2.68397,[60 92] ; [13 36],[55.2039801 96.7960199] ; [17.7960199 31.2039801],0
b3,1,0.101363,2.68397,[60 92] ; [13 36],[55.2039801 96.7960199] ; [17.7960199 31.2039801],0
n3,1,0.126285,2.337583,[42 19] ; [14 13],[38.81818182 22.18181818] ; [17.18181818  9.81818182],0
v2,1,0.151797,2.054095,[149 108] ; [37 39],[143.54954955 113.45045045] ; [42.45045045 33.54954955],0
d5,1,0.153038,2.041703,[235  29] ; [63 13],[231.38823529  32.61176471] ; [66.61176471  9.38823529],0
u2,1,0.185306,1.754544,[42 34] ; [10 15],[39.12871287 36.87128713] ; [12.87128713 12.12871287],0
s4,1,0.195349,1.676811,[ 31 229] ; [ 5 70],[ 27.94029851 232.05970149] ; [ 8.05970149 66.94029851],0
n1,1,0.21991,1.504959,[19 42] ; [ 5 22],[16.63636364 44.36363636] ; [ 7.36363636 19.63636364],0
d2,1,0.227311,1.457611,[123 140] ; [41 34],[127.60946746 135.39053254] ; [36.39053254 38.60946746],0
a3,1,0.2406,1.377077,[188  75] ; [49 27],[183.86725664  79.13274336] ; [53.13274336 22.86725664],0
b4,1,0.307814,1.040031,[153 111] ; [49 27],[156.84705882 107.15294118] ; [45.15294118 30.84705882],0
d1,1,0.35344,0.861069,[175  89] ; [46 30],[171.6  92.4] ; [49.4 26.6],0
v3,1,0.399071,0.711125,[ 98 158] ; [24 49],[ 94.93009119 161.06990881] ; [27.06990881 45.93009119],0
a1,1,0.473531,0.513725,[ 12 252] ; [ 5 71],[ 13.2 250.8] ; [ 3.8 72.2],0
a2,1,0.482827,0.492472,[ 56 208] ; [19 57],[ 58.23529412 205.76470588] ; [16.76470588 59.23529412],0
a6,1,0.50216,0.450369,[181  83] ; [49 27],[178.58823529  85.41176471] ; [51.41176471 24.58823529],0
r1,1,0.562728,0.335003,[203  61] ; [56 20],[201.10588235  62.89411765] ; [57.89411765 18.10588235],0
a7,1,0.578609,0.308488,[196  68] ; [54 22],[194.11764706  69.88235294] ; [55.88235294 20.11764706],0
u1,1,0.594288,0.283697,[ 45 219] ; [11 65],[ 43.48235294 220.51764706] ; [12.51764706 63.48235294],0
u3,1,0.643777,0.213836,[40 35] ; [13 14],[38.97058824 36.02941176] ; [14.02941176 12.97058824],0
p1,1,0.645048,0.212201,[ 18 246] ; [ 4 71],[ 17.13274336 246.86725664] ; [ 4.86725664 70.13274336],0
a4,1,0.781099,0.077221,[124 139] ; [34 41],[122.9408284 140.0591716] ; [35.0591716 39.9408284],0
s2,1,0.832215,0.044886,[ 40 223] ; [12 62],[ 40.58160237 222.41839763] ; [11.41839763 62.58160237],0
b5,1,0.847773,0.036849,[163 101] ; [46 30],[162.28235294 101.71764706] ; [46.71764706 29.28235294],0
n2,1,0.888367,0.019704,[40 22] ; [17 10],[39.70786517 22.29213483] ; [17.29213483  9.70786517],0
