Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,2e-06,23.041642,[3 5] ; [127  11],[7.12328767 0.87671233] ; [122.87671233  15.12328767],1
r2,1,0.000161,14.2426,[5 3] ; [131   6],[7.50344828 0.49655172] ; [128.49655172   8.50344828],1
b1,1,0.009187,6.786169,[7 1] ; [56 82],[3.45205479 4.54794521] ; [59.54794521 78.45205479],0
p5,1,0.055311,3.672671,[3 5] ; [ 18 120],[1.15068493 6.84931507] ; [ 19.84931507 118.15068493],0
r1,1,0.056694,3.631544,[4 4] ; [109  29],[6.19178082 1.80821918] ; [106.80821918  31.19178082],0
d4,1,0.065967,3.380617,[4 4] ; [108  30],[6.1369863 1.8630137] ; [105.8630137  32.1369863],0
a7,1,0.068213,3.3255,[4 4] ; [107  30],[6.12413793 1.87586207] ; [104.87586207  32.12413793],0
s4,1,0.148533,2.087254,[3 5] ; [ 23 111],[1.46478873 6.53521127] ; [ 24.53521127 109.46478873],0
s1,1,0.151235,2.059755,[1 7] ; [  4 132],[0.27777778 7.72222222] ; [  4.72222222 131.27777778],0
p3,1,0.16182,1.957132,[3 5] ; [86 52],[4.87671233 3.12328767] ; [84.12328767 53.87671233],0
p8,1,0.171056,1.873668,[7 1] ; [88 50],[5.20547945 2.79452055] ; [89.79452055 48.20547945],0
s6,1,0.184142,1.763873,[3 5] ; [82 52],[4.78873239 3.21126761] ; [80.21126761 53.78873239],0
p2,1,0.190979,1.710047,[6 2] ; [124  14],[7.12328767 0.87671233] ; [122.87671233  15.12328767],0
v2,1,0.223638,1.480872,[6 2] ; [72 64],[4.33333333 3.66666667] ; [73.66666667 62.33333333],0
d2,1,0.237563,1.394999,[2 6] ; [64 74],[3.61643836 4.38356164] ; [62.38356164 75.61643836],0
a6,1,0.246801,1.341323,[4 4] ; [96 42],[5.47945205 2.52054795] ; [94.52054795 43.47945205],0
p11,1,0.247183,1.339157,[5 3] ; [110  28],[6.30136986 1.69863014] ; [108.69863014  29.30136986],0
n4,1,0.273161,1.200803,[5 3] ; [109  29],[6.24657534 1.75342466] ; [107.75342466  30.24657534],0
a2,1,0.35005,0.873276,[1 7] ; [ 38 100],[2.1369863 5.8630137] ; [ 36.8630137 101.1369863],0
n6,1,0.425386,0.635389,[6 2] ; [117  20],[6.7862069 1.2137931] ; [116.2137931  20.7862069],0
v1,1,0.479313,0.500427,[5 3] ; [68 69],[4.02758621 3.97241379] ; [68.97241379 68.02758621],0
u3,1,0.499244,0.456542,[1 2] ; [23 20],[1.56521739 1.43478261] ; [22.43478261 20.56521739],0
p9,1,0.501547,0.451661,[6 2] ; [116  22],[6.68493151 1.31506849] ; [115.31506849  22.68493151],0
a5,1,0.544487,0.367287,[6 2] ; [89 49],[5.20547945 2.79452055] ; [89.79452055 48.20547945],0
p10,1,0.550369,0.356656,[7 1] ; [107  29],[6.33333333 1.66666667] ; [107.66666667  28.33333333],0
d3,1,0.560416,0.338984,[5 3] ; [98 38],[5.72222222 2.27777778] ; [97.27777778 38.72222222],0
n1,1,0.595365,0.282044,[2 2] ; [12 21],[1.51351351 2.48648649] ; [12.48648649 20.51351351],0
b4,1,0.598539,0.277205,[4 4] ; [82 56],[4.71232877 3.28767123] ; [81.28767123 56.71232877],0
b5,1,0.657444,0.196643,[4 4] ; [80 58],[4.60273973 3.39726027] ; [79.39726027 58.60273973],0
u2,1,0.682842,0.166944,[2 1] ; [24 20],[1.65957447 1.34042553] ; [24.34042553 19.65957447],0
p12,1,0.713381,0.134923,[1 7] ; [ 12 126],[0.71232877 7.28767123] ; [ 12.28767123 125.71232877],0
a3,1,0.718006,0.130411,[5 3] ; [94 43],[5.46206897 2.53793103] ; [93.53793103 43.46206897],0
u1,1,0.75721,0.095571,[1 7] ; [ 23 115],[1.31506849 6.68493151] ; [ 22.68493151 115.31506849],0
s5,1,0.761987,0.091732,[3 5] ; [43 90],[2.60992908 5.39007092] ; [43.39007092 89.60992908],0
s7,1,0.771777,0.084129,[3 4] ; [49 82],[2.63768116 4.36231884] ; [49.36231884 81.63768116],0
p7,1,0.782665,0.076092,[7 1] ; [114  22],[6.72222222 1.27777778] ; [114.27777778  21.72222222],0
v3,1,0.819982,0.051787,[3 5] ; [45 89],[2.70422535 5.29577465] ; [45.29577465 88.70422535],0
d1,1,0.841689,0.039893,[4 4] ; [74 64],[4.2739726 3.7260274] ; [73.7260274 64.2739726],0
s2,1,0.850146,0.035695,[3 5] ; [56 81],[3.25517241 4.74482759] ; [55.74482759 81.25517241],0
n3,1,0.895333,0.017308,[3 1] ; [23  9],[2.88888889 1.11111111] ; [23.11111111  8.88888889],0
a4,1,0.951983,0.003626,[4 4] ; [67 70],[3.91724138 4.08275862] ; [67.08275862 69.91724138],0
d5,1,0.953255,0.003436,[6 2] ; [104  33],[6.06896552 1.93103448] ; [103.93103448  33.06896552],0
b2,1,0.956061,0.003036,[2 3] ; [33 47],[2.05882353 2.94117647] ; [32.94117647 47.05882353],0
b3,1,0.956061,0.003036,[2 3] ; [33 47],[2.05882353 2.94117647] ; [32.94117647 47.05882353],0
n2,1,0.973394,0.001112,[3 1] ; [25  8],[3.02702703 0.97297297] ; [24.97297297  8.02702703],0
p4,1,0.981558,0.000534,[6 2] ; [104  34],[6.02739726 1.97260274] ; [103.97260274  34.02739726],0
p1,1,0.987911,0.00023,[1 7] ; [ 17 121],[0.98630137 7.01369863] ; [ 17.01369863 120.98630137],0
