Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p8,1,0.0,34.850421,[248 147] ; [15 49],[226.32897603 168.67102397] ; [36.67102397 27.32897603],1
p4,1,2e-06,22.394984,[281 120] ; [25 38],[264.45258621 136.54741379] ; [41.54741379 21.45258621],1
p7,1,1.1e-05,19.315952,[285 109] ; [27 34],[270.17142857 123.82857143] ; [41.82857143 19.17142857],1
p10,1,3.2e-05,17.285454,[346  51] ; [42 21],[334.86086957  62.13913043] ; [53.13913043  9.86086957],1
p9,1,0.000148,14.393986,[358  40] ; [46 17],[348.78958785  49.21041215] ; [55.21041215  7.78958785],1
n4,1,0.000191,13.914531,[335  65] ; [41 23],[324.13793103  75.86206897] ; [51.86206897 12.13793103],1
d5,1,0.000392,12.568031,[345  56] ; [43 20],[335.31896552  65.68103448] ; [52.68103448 10.31896552],1
p3,1,0.001627,9.928632,[235 167] ; [23 39],[223.52586207 178.47413793] ; [34.47413793 27.52586207],0
a3,1,0.002645,9.037704,[308  92] ; [38 26],[298.27586207 101.72413793] ; [47.72413793 16.27586207],0
n5,1,0.003586,8.482521,[330  69] ; [43 21],[321.44060475  77.55939525] ; [51.55939525 12.44060475],0
d3,1,0.003749,8.401448,[295 107] ; [35 28],[285.29032258 116.70967742] ; [44.70967742 18.29032258],0
a7,1,0.011527,6.382229,[299 102] ; [38 26],[290.6172043 110.3827957] ; [46.3827957 17.6172043],0
p11,1,0.012632,6.219958,[335  67] ; [45 19],[327.8111588  74.1888412] ; [52.1888412 11.8111588],0
d4,1,0.016657,5.73219,[346  55] ; [47 16],[339.64008621  61.35991379] ; [53.35991379  9.64008621],0
a5,1,0.022252,5.22596,[316  86] ; [42 22],[308.83261803  93.16738197] ; [49.16738197 14.83261803],0
s1,1,0.024845,5.034661,[ 10 386] ; [ 5 58],[ 12.94117647 383.05882353] ; [ 2.05882353 60.94117647],0
n6,1,0.028047,4.825158,[350  48] ; [49 14],[344.47288503  53.52711497] ; [54.52711497  8.47288503],0
u3,1,0.037113,4.345218,[55 39] ; [21  5],[59.53333333 34.46666667] ; [16.46666667  9.53333333],0
a6,1,0.037236,4.339586,[276 125] ; [35 28],[268.7737069 132.2262931] ; [42.2262931 20.7737069],0
a2,1,0.042211,4.126712,[111 291] ; [10 54],[104.38197425 297.61802575] ; [16.61802575 47.38197425],0
s2,1,0.043342,4.082016,[210 186] ; [42 21],[217.41176471 178.58823529] ; [34.58823529 28.41176471],0
s4,1,0.046599,3.959802,[ 57 341] ; [15 47],[ 62.29565217 335.70434783] ; [ 9.70434783 52.29565217],0
d1,1,0.05802,3.593102,[257 145] ; [33 31],[250.17167382 151.82832618] ; [39.82832618 24.17167382],0
p6,1,0.064161,3.426418,[176 217] ; [20 42],[169.29230769 223.70769231] ; [26.70769231 35.29230769],0
r2,1,0.081995,3.024913,[384  13] ; [59  5],[381.4989154  15.5010846] ; [61.5010846  2.4989154],0
s3,1,0.088528,2.900936,[220 174] ; [43 21],[226.2489083 167.7510917] ; [36.7510917 27.2489083],0
r4,1,0.092787,2.825342,[380  22] ; [57  7],[376.98283262  25.01716738] ; [60.01716738  3.98283262],0
v3,1,0.103708,2.647574,[200 190] ; [24 36],[194.13333333 195.86666667] ; [29.86666667 30.13333333],0
r1,1,0.104099,2.641592,[343  56] ; [50 14],[338.67602592  60.32397408] ; [54.32397408  9.67602592],0
v2,1,0.190843,1.711101,[276 115] ; [38 23],[271.62389381 119.37610619] ; [42.37610619 18.62389381],0
a1,1,0.299497,1.076434,[ 19 383] ; [ 5 59],[ 20.70386266 381.29613734] ; [ 3.29613734 60.70386266],0
n3,1,0.305316,1.050831,[48 16] ; [14  8],[46.13953488 17.86046512] ; [15.86046512  6.13953488],0
p5,1,0.310553,1.028324,[ 59 343] ; [ 6 55],[ 56.4362851 345.5637149] ; [ 8.5637149 52.4362851],0
u1,1,0.329104,0.95242,[ 84 318] ; [10 54],[ 81.09012876 320.90987124] ; [12.90987124 51.09012876],0
a8,1,0.331901,0.941465,[ 59 296] ; [ 7 53],[ 56.45783133 298.54216867] ; [ 9.54216867 50.45783133],0
p12,1,0.358395,0.843508,[ 40 360] ; [ 4 59],[ 38.01295896 361.98704104] ; [ 5.98704104 57.01295896],0
s7,1,0.397991,0.714387,[207 175] ; [29 31],[203.9638009 178.0361991] ; [32.0361991 27.9638009],0
b1,1,0.482506,0.493193,[145 257] ; [26 38],[147.51502146 254.48497854] ; [23.48497854 40.51502146],0
b5,1,0.53609,0.382835,[254 148] ; [43 21],[256.21030043 145.78969957] ; [40.78969957 23.21030043],0
p1,1,0.627251,0.235807,[ 39 362] ; [ 5 59],[ 37.94408602 363.05591398] ; [ 6.05591398 57.94408602],0
d2,1,0.63109,0.230586,[204 197] ; [30 33],[202.22844828 198.77155172] ; [31.77155172 31.22844828],0
b4,1,0.65564,0.198864,[238 164] ; [36 28],[236.36909871 165.63090129] ; [37.63090129 26.36909871],0
n2,1,0.71337,0.134934,[50 14] ; [18  4],[50.60465116 13.39534884] ; [17.39534884  4.60465116],0
n1,1,0.789471,0.071288,[27 37] ; [10 12],[27.53488372 36.46511628] ; [ 9.46511628 12.53488372],0
s5,1,0.856218,0.03283,[152 236] ; [22 36],[151.37219731 236.62780269] ; [22.62780269 35.37219731],0
b2,1,0.928131,0.008136,[107 150] ; [18 26],[106.72757475 150.27242525] ; [18.27242525 25.72757475],0
b3,1,0.928131,0.008136,[107 150] ; [18 26],[106.72757475 150.27242525] ; [18.27242525 25.72757475],0
u4,1,0.951434,0.00371,[ 12 390] ; [ 2 62],[ 12.07725322 389.92274678] ; [ 1.92274678 62.07725322],0
s6,1,0.951653,0.003676,[282 111] ; [44 17],[282.19823789 110.80176211] ; [43.80176211 17.19823789],0
v4,1,0.962023,0.002267,[386  12] ; [62  2],[385.93939394  12.06060606] ; [62.06060606  1.93939394],0
s8,1,0.972587,0.001181,[205 194] ; [32 30],[205.12581345 193.87418655] ; [31.87418655 30.12581345],0
a4,1,0.992589,8.6e-05,[194 206] ; [31 33],[193.96551724 206.03448276] ; [31.03448276 32.96551724],0
u2,1,0.993922,5.8e-05,[53 39] ; [15 11],[53.01694915 38.98305085] ; [14.98305085 11.01694915],0
