Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a5,1,0.000593,11.799183,[24  4] ; [33 36],[16.45360825 11.54639175] ; [40.54639175 28.45360825],1
a4,1,0.020926,5.332964,[16 12] ; [22 47],[10.96907216 17.03092784] ; [27.03092784 41.96907216],0
d2,1,0.094912,2.789016,[17 11] ; [29 40],[13.27835052 14.72164948] ; [32.72164948 36.27835052],0
b5,1,0.125694,2.344895,[14 14] ; [46 23],[17.31958763 10.68041237] ; [42.68041237 26.31958763],0
v2,1,0.143317,2.141973,[16 12] ; [26 38],[12.7826087 15.2173913] ; [29.2173913 34.7826087],0
p6,1,0.148956,2.082909,[ 8 19] ; [11 56],[ 5.45744681 21.54255319] ; [13.54255319 53.45744681],0
v3,1,0.161937,1.956044,[10 15] ; [16 48],[ 7.30337079 17.69662921] ; [18.69662921 45.30337079],0
p3,1,0.161997,1.955487,[13 15] ; [21 46],[10.02105263 17.97894737] ; [23.97894737 43.02105263],0
u3,1,0.184414,1.761686,[3 6] ; [17 12],[4.73684211 4.26315789] ; [15.26315789 13.73684211],0
s7,1,0.185816,1.750485,[10 14] ; [17 46],[ 7.44827586 16.55172414] ; [19.55172414 43.44827586],0
r1,1,0.186266,1.74691,[21  7] ; [42 27],[18.18556701  9.81443299] ; [44.81443299 24.18556701],0
n3,1,0.254698,1.297349,[6 1] ; [19 11],[4.72972973 2.27027027] ; [20.27027027  9.72972973],0
a7,1,0.275717,1.188083,[17 11] ; [49 19],[19.25  8.75] ; [46.75 21.25],0
a3,1,0.277548,1.179056,[19  9] ; [38 30],[16.625 11.375] ; [40.375 27.625],0
a2,1,0.29841,1.081287,[ 7 21] ; [11 58],[ 5.19587629 22.80412371] ; [12.80412371 56.19587629],0
p2,1,0.30847,1.037215,[18 10] ; [36 32],[15.75 12.25] ; [38.25 29.75],0
v4,1,0.404261,0.695615,[22  6] ; [59 10],[23.3814433  4.6185567] ; [57.6185567 11.3814433],0
b1,1,0.405611,0.691628,[16 12] ; [33 36],[14.1443299 13.8556701] ; [34.8556701 34.1443299],0
s3,1,0.437625,0.602502,[14 12] ; [31 38],[12.31578947 13.68421053] ; [32.68421053 36.31578947],0
d1,1,0.443914,0.586144,[17 11] ; [36 33],[15.29896907 12.70103093] ; [37.70103093 31.29896907],0
u2,1,0.45494,0.558314,[4 5] ; [17 12],[4.97368421 4.02631579] ; [16.02631579 12.97368421],0
p4,1,0.479512,0.499973,[ 9 18] ; [28 40],[10.51578947 16.48421053] ; [26.48421053 41.51578947],0
n1,1,0.504254,0.445972,[1 7] ; [ 7 23],[1.68421053 6.31578947] ; [ 6.31578947 23.68421053],0
r3,1,0.540994,0.373701,[23  5] ; [60  9],[23.95876289  4.04123711] ; [59.04123711  9.95876289],0
d5,1,0.541158,0.373397,[23  5] ; [52 16],[21.875  6.125] ; [53.125 14.875],0
s2,1,0.55879,0.341804,[14 14] ; [30 39],[12.70103093 15.29896907] ; [31.29896907 37.70103093],0
n6,1,0.561781,0.336631,[15 13] ; [32 36],[13.70833333 14.29166667] ; [33.29166667 34.70833333],0
s5,1,0.619729,0.246249,[ 6 19] ; [19 46],[ 6.94444444 18.05555556] ; [18.05555556 46.94444444],0
r2,1,0.625245,0.238564,[22  5] ; [59 10],[22.78125  4.21875] ; [58.21875 10.78125],0
n2,1,0.64314,0.214659,[5 3] ; [16 14],[4.42105263 3.57894737] ; [16.57894737 13.42105263],0
s4,1,0.650045,0.205844,[ 9 19] ; [19 50],[ 8.08247423 19.91752577] ; [19.91752577 49.08247423],0
p9,1,0.650431,0.205357,[13 15] ; [33 31],[14. 14.] ; [32. 32.],0
a6,1,0.691903,0.157033,[15 13] ; [40 29],[15.87628866 12.12371134] ; [39.12371134 29.87628866],0
d3,1,0.716358,0.132009,[20  8] ; [46 22],[19.25  8.75] ; [46.75 21.25],0
p8,1,0.734039,0.115435,[ 7 20] ; [20 48],[ 7.67368421 19.32631579] ; [19.32631579 48.67368421],0
s6,1,0.739823,0.110282,[14 14] ; [36 31],[14.73684211 13.26315789] ; [35.26315789 31.73684211],0
p10,1,0.769481,0.085881,[12 16] ; [30 35],[12.64516129 15.35483871] ; [29.35483871 35.64516129],0
s1,1,0.801102,0.063464,[ 2 26] ; [ 6 63],[ 2.30927835 25.69072165] ; [ 5.69072165 63.30927835],0
s8,1,0.823843,0.049553,[ 6 22] ; [16 52],[ 6.41666667 21.58333333] ; [15.58333333 52.41666667],0
v1,1,0.837192,0.042225,[ 9 19] ; [23 44],[ 9.43157895 18.56842105] ; [22.56842105 44.43157895],0
r4,1,0.869,0.027202,[19  9] ; [48 21],[19.34020619  8.65979381] ; [47.65979381 21.34020619],0
u1,1,0.901436,0.015338,[ 3 25] ; [ 8 61],[ 3.17525773 24.82474227] ; [ 7.82474227 61.17525773],0
b4,1,0.906241,0.013872,[17 11] ; [41 28],[16.74226804 11.25773196] ; [41.25773196 27.74226804],0
b2,1,0.929955,0.007727,[ 3 10] ; [ 7 25],[ 2.88888889 10.11111111] ; [ 7.11111111 24.88888889],0
b3,1,0.929955,0.007727,[ 3 10] ; [ 7 25],[ 2.88888889 10.11111111] ; [ 7.11111111 24.88888889],0
d4,1,0.956391,0.00299,[23  5] ; [57 12],[23.09278351  4.90721649] ; [56.90721649 12.09278351],0
p7,1,0.969477,0.001464,[11 17] ; [27 41],[11.08333333 16.91666667] ; [26.91666667 41.08333333],0
