Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n4,1,0.0,29.018163,[57  8] ; [19 29],[43.71681416 21.28318584] ; [32.28318584 15.71681416],1
n6,1,0.001965,9.582359,[51 13] ; [25 23],[43.42857143 20.57142857] ; [32.57142857 15.42857143],0
a8,1,0.022142,5.2346,[ 9 48] ; [ 1 44],[ 5.58823529 51.41176471] ; [ 4.41176471 40.58823529],0
n1,1,0.03678,4.360557,[12  9] ; [ 5 15],[ 8.70731707 12.29268293] ; [ 8.29268293 11.70731707],0
r2,1,0.038046,4.302943,[61  4] ; [39  9],[57.52212389  7.47787611] ; [42.47787611  5.52212389],0
s8,1,0.046118,3.977273,[18 46] ; [ 6 42],[13.71428571 50.28571429] ; [10.28571429 37.71428571],0
s6,1,0.049389,3.862069,[36 28] ; [18 30],[30.85714286 33.14285714] ; [23.14285714 24.85714286],0
b3,1,0.05612,3.648499,[17 25] ; [ 5 22],[13.39130435 28.60869565] ; [ 8.60869565 18.39130435],0
b2,1,0.05612,3.648499,[17 25] ; [ 5 22],[13.39130435 28.60869565] ; [ 8.60869565 18.39130435],0
p10,1,0.067398,3.345281,[22 42] ; [ 9 39],[17.71428571 46.28571429] ; [13.28571429 34.71428571],0
a1,1,0.075162,3.166527,[ 7 58] ; [ 1 47],[ 4.60176991 60.39823009] ; [ 3.39823009 44.60176991],0
s3,1,0.108953,2.56934,[31 33] ; [16 32],[26.85714286 37.14285714] ; [20.14285714 27.85714286],0
r4,1,0.11507,2.483176,[53 12] ; [33 15],[49.46902655 15.53097345] ; [36.53097345 11.46902655],0
s2,1,0.123814,2.368401,[23 40] ; [11 37],[19.2972973 43.7027027] ; [14.7027027 33.2972973],0
p8,1,0.136575,2.216134,[26 38] ; [13 35],[22.28571429 41.71428571] ; [16.71428571 31.28571429],0
a5,1,0.14324,2.142803,[44 21] ; [26 22],[40.26548673 24.73451327] ; [29.73451327 18.26548673],0
d2,1,0.221425,1.495114,[36 29] ; [21 27],[32.78761062 32.21238938] ; [24.21238938 23.78761062],0
b5,1,0.233895,1.417015,[39 26] ; [34 14],[41.99115044 23.00884956] ; [31.00884956 16.99115044],0
r1,1,0.258675,1.275833,[52 13] ; [34 14],[49.46902655 15.53097345] ; [36.53097345 11.46902655],0
n2,1,0.260681,1.265138,[16  7] ; [10  9],[14.23809524  8.76190476] ; [11.76190476  7.23809524],0
r3,1,0.260753,1.264754,[55 10] ; [44  4],[56.94690265  8.05309735] ; [42.05309735  5.94690265],0
p4,1,0.273313,1.200043,[32 32] ; [19 29],[29.14285714 34.85714286] ; [21.85714286 26.14285714],0
p7,1,0.286375,1.136586,[30 33] ; [18 30],[27.24324324 35.75675676] ; [20.75675676 27.24324324],0
u3,1,0.365898,0.817547,[11 10] ; [12  6],[12.38461538  8.61538462] ; [10.61538462  7.38461538],0
a6,1,0.406723,0.688361,[48 17] ; [32 16],[46.01769912 18.98230088] ; [33.98230088 14.01769912],0
v1,1,0.428118,0.627922,[25 40] ; [15 33],[23.00884956 41.99115044] ; [16.99115044 31.00884956],0
s1,1,0.430223,0.622222,[ 3 61] ; [ 4 44],[ 4. 60.] ; [ 3. 45.],0
p3,1,0.451827,0.566065,[22 42] ; [13 34],[20.18018018 43.81981982] ; [14.81981982 32.18018018],0
v3,1,0.48575,0.485928,[22 43] ; [13 34],[20.3125 44.6875] ; [14.6875 32.3125],0
a3,1,0.489352,0.477952,[44 20] ; [30 18],[42.28571429 21.71428571] ; [31.71428571 16.28571429],0
p11,1,0.496234,0.462982,[34 31] ; [22 26],[32.21238938 32.78761062] ; [23.78761062 24.21238938],0
s7,1,0.581697,0.303499,[20 42] ; [12 32],[18.71698113 43.28301887] ; [13.28301887 30.71698113],0
p1,1,0.584296,0.299341,[ 6 59] ; [ 3 44],[ 5.22321429 59.77678571] ; [ 3.77678571 43.22321429],0
u1,1,0.585831,0.296902,[12 53] ; [ 7 41],[10.92920354 54.07079646] ; [ 8.07079646 39.92920354],0
v2,1,0.595573,0.281724,[27 36] ; [23 25],[28.37837838 34.62162162] ; [21.62162162 26.37837838],0
b1,1,0.648832,0.207375,[38 27] ; [26 22],[36.81415929 28.18584071] ; [27.18584071 20.81415929],0
d4,1,0.652502,0.202761,[52 13] ; [40  8],[52.92035398 12.07964602] ; [39.07964602  8.92035398],0
u2,1,0.731999,0.117284,[10 10] ; [ 8 10],[ 9.47368421 10.52631579] ; [8.52631579 9.47368421],0
a4,1,0.740585,0.109613,[25 40] ; [17 31],[24.15929204 40.84070796] ; [17.84070796 30.15929204],0
d5,1,0.776395,0.080667,[50 15] ; [38 10],[50.61946903 14.38053097] ; [37.38053097 10.61946903],0
s4,1,0.785133,0.07433,[ 9 54] ; [ 6 42],[ 8.51351351 54.48648649] ; [ 6.48648649 41.51351351],0
a2,1,0.812685,0.056152,[15 50] ; [12 36],[15.53097345 49.46902655] ; [11.46902655 36.53097345],0
d3,1,0.817051,0.053518,[46 19] ; [33 15],[45.44247788 19.55752212] ; [33.55752212 14.44247788],0
d1,1,0.852747,0.034453,[35 30] ; [25 23],[34.51327434 30.48672566] ; [25.48672566 22.51327434],0
b4,1,0.869237,0.027102,[41 24] ; [31 17],[41.4159292 23.5840708] ; [30.5840708 17.4159292],0
v4,1,0.911531,0.012345,[56  9] ; [41  7],[55.79646018  9.20353982] ; [41.20353982  6.79646018],0
p2,1,0.917119,0.010829,[40 25] ; [30 18],[40.26548673 24.73451327] ; [29.73451327 18.26548673],0
n3,1,0.926608,0.008485,[14  8] ; [13  7],[14.14285714  7.85714286] ; [12.85714286  7.14285714],0
p6,1,0.934753,0.006702,[13 50] ; [10 37],[13.17272727 49.82727273] ; [ 9.82727273 37.17272727],0
s5,1,0.992089,9.8e-05,[ 9 53] ; [ 7 41],[ 9.01818182 52.98181818] ; [ 6.98181818 41.01818182],0
