Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a4,1,0.00197,9.577029,[23 23] ; [ 1 15],[17.80645161 28.19354839] ; [6.19354839 9.80645161],0
a3,1,0.002662,9.025621,[36 10] ; [ 6 10],[31.16129032 14.83870968] ; [10.83870968  5.16129032],0
v2,1,0.006958,7.283721,[26 17] ; [ 3 12],[21.5 21.5] ; [7.5 7.5],0
d1,1,0.013398,6.115761,[28 18] ; [ 4 12],[23.74193548 22.25806452] ; [8.25806452 7.74193548],0
d2,1,0.013718,6.074066,[25 21] ; [ 3 13],[20.77419355 25.22580645] ; [7.22580645 8.77419355],0
s4,1,0.033953,4.497055,[ 8 38] ; [7 9],[11.12903226 34.87096774] ; [ 3.87096774 12.12903226],0
a7,1,0.043852,4.062241,[33 13] ; [7 9],[29.67741935 16.32258065] ; [10.32258065  5.67741935],0
d3,1,0.094469,2.796517,[31 15] ; [7 9],[28.19354839 17.80645161] ; [9.80645161 6.19354839],0
n3,1,0.0994,2.715152,[9 1] ; [2 2],[7.85714286 2.14285714] ; [3.14285714 0.85714286],0
r1,1,0.107116,2.59626,[37  8] ; [10  6],[34.67213115 10.32786885] ; [12.32786885  3.67213115],0
a6,1,0.113509,2.504671,[33 13] ; [8 8],[30.41935484 15.58064516] ; [10.58064516  5.41935484],0
r3,1,0.154143,2.030765,[43  3] ; [13  3],[41.5483871  4.4516129] ; [14.4516129  1.5483871],0
r2,1,0.154143,2.030765,[43  3] ; [13  3],[41.5483871  4.4516129] ; [14.4516129  1.5483871],0
d4,1,0.162059,1.954909,[39  7] ; [11  5],[37.09677419  8.90322581] ; [12.90322581  3.09677419],0
r4,1,0.166949,1.910127,[41  5] ; [12  4],[39.32258065  6.67741935] ; [13.67741935  2.32258065],0
p1,1,0.166949,1.910127,[ 5 41] ; [ 4 12],[ 6.67741935 39.32258065] ; [ 2.32258065 13.67741935],0
d5,1,0.214601,1.540111,[36 10] ; [10  6],[34.12903226 11.87096774] ; [11.87096774  4.12903226],0
b3,1,0.233751,1.417892,[11 18] ; [2 9],[ 9.425 19.575] ; [3.575 7.425],0
b2,1,0.233751,1.417892,[11 18] ; [2 9],[ 9.425 19.575] ; [3.575 7.425],0
p11,1,0.281744,1.158658,[30 16] ; [8 8],[28.19354839 17.80645161] ; [9.80645161 6.19354839],0
n4,1,0.30079,1.070686,[27 19] ; [7 9],[25.22580645 20.77419355] ; [8.77419355 7.22580645],0
v3,1,0.332581,0.938824,[14 28] ; [ 3 12],[12.52631579 29.47368421] ; [ 4.47368421 10.52631579],0
b5,1,0.359598,0.839295,[29 17] ; [8 8],[27.4516129 18.5483871] ; [9.5483871 6.4516129],0
n1,1,0.393153,0.729167,[5 5] ; [1 3],[4.28571429 5.71428571] ; [1.71428571 2.28571429],0
p10,1,0.422387,0.643664,[31 15] ; [9 7],[29.67741935 16.32258065] ; [10.32258065  5.67741935],0
a1,1,0.426698,0.631793,[ 1 45] ; [ 1 15],[ 1.48387097 44.51612903] ; [ 0.51612903 15.48387097],0
v4,1,0.459543,0.547007,[40  6] ; [15  1],[40.80645161  5.19354839] ; [14.19354839  1.80645161],0
s6,1,0.476961,0.505804,[27 19] ; [11  5],[28.19354839 17.80645161] ; [9.80645161 6.19354839],0
u2,1,0.509893,0.434286,[8 2] ; [6 3],[7.36842105 2.63157895] ; [6.63157895 2.36842105],0
u3,1,0.605577,0.266667,[7 3] ; [8 2],[7.5 2.5] ; [7.5 2.5],0
p4,1,0.630843,0.230919,[29 17] ; [9 7],[28.19354839 17.80645161] ; [9.80645161 6.19354839],0
s7,1,0.632585,0.228571,[15 27] ; [6 8],[15.75 26.25] ; [5.25 8.75],0
p6,1,0.639207,0.21978,[15 30] ; [6 9],[15.75 29.25] ; [5.25 9.75],0
n5,1,0.64009,0.218625,[14 31] ; [ 6 10],[14.75409836 30.24590164] ; [ 5.24590164 10.75409836],0
p8,1,0.666539,0.185677,[23 23] ; [9 7],[23.74193548 22.25806452] ; [8.25806452 7.74193548],0
s3,1,0.676372,0.174238,[26 20] ; [10  6],[26.70967742 19.29032258] ; [9.29032258 6.70967742],0
s5,1,0.690966,0.158042,[12 31] ; [ 5 10],[12.60344828 30.39655172] ; [ 4.39655172 10.60344828],0
b4,1,0.764003,0.090137,[25 21] ; [8 8],[24.48387097 21.51612903] ; [8.51612903 7.48387097],0
p9,1,0.820509,0.051479,[33 13] ; [11  5],[32.64516129 13.35483871] ; [11.35483871  4.64516129],0
p7,1,0.878817,0.023247,[30 15] ; [11  5],[30.24590164 14.75409836] ; [10.75409836  5.24590164],0
a8,1,0.887305,0.020083,[ 3 38] ; [ 1 15],[ 2.87719298 38.12280702] ; [ 1.12280702 14.87719298],0
s2,1,0.895226,0.017343,[21 25] ; [7 9],[20.77419355 25.22580645] ; [7.22580645 8.77419355],0
s8,1,0.908184,0.013301,[18 28] ; [ 6 10],[17.80645161 28.19354839] ; [6.19354839 9.80645161],0
v1,1,0.939135,0.00583,[22 23] ; [8 8],[22.13114754 22.86885246] ; [7.86885246 8.13114754],0
p2,1,0.943323,0.005054,[37  9] ; [13  3],[37.09677419  8.90322581] ; [12.90322581  3.09677419],0
b1,1,0.969079,0.001503,[29 17] ; [10  6],[28.93548387 17.06451613] ; [10.06451613  5.93548387],0
p5,1,0.9696,0.001452,[ 3 43] ; [ 1 15],[ 2.96774194 43.03225806] ; [ 1.03225806 14.96774194],0
