Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n6,1,7.4e-05,15.705202,[67 15] ; [17 20],[57.88235294 24.11764706] ; [26.11764706 10.88235294],1
n4,1,0.000976,10.872693,[67 16] ; [19 18],[59.48333333 23.51666667] ; [26.51666667 10.48333333],1
p10,1,0.013479,6.105138,[52 30] ; [14 22],[45.86440678 36.13559322] ; [20.13559322 15.86440678],0
p2,1,0.023103,5.16072,[50 33] ; [14 23],[44.26666667 38.73333333] ; [19.73333333 17.26666667],0
p9,1,0.025978,4.957482,[59 21] ; [19 17],[53.79310345 26.20689655] ; [24.20689655 11.79310345],0
u2,1,0.029913,4.714286,[ 7 18] ; [11  7],[10.46511628 14.53488372] ; [ 7.53488372 10.46511628],0
v2,1,0.037233,4.339743,[21 57] ; [16 18],[25.76785714 52.23214286] ; [11.23214286 22.76785714],0
r3,1,0.040623,4.191693,[60 23] ; [33  4],[64.325 18.675] ; [28.675  8.325],0
a3,1,0.050617,3.82091,[58 25] ; [19 18],[53.25833333 29.74166667] ; [23.74166667 13.25833333],0
u3,1,0.077602,3.114429,[ 6 19] ; [9 9],[ 8.72093023 16.27906977] ; [ 6.27906977 11.72093023],0
b2,1,0.091816,2.842236,[22 33] ; [14  9],[25.38461538 29.61538462] ; [10.61538462 12.38461538],0
b3,1,0.091816,2.842236,[22 33] ; [14  9],[25.38461538 29.61538462] ; [10.61538462 12.38461538],0
r1,1,0.098488,2.729863,[45 38] ; [26 11],[49.10833333 33.89166667] ; [21.89166667 15.10833333],0
p4,1,0.114249,2.494444,[30 53] ; [ 8 29],[26.28333333 56.71666667] ; [11.71666667 25.28333333],0
s4,1,0.124493,2.359866,[ 9 73] ; [ 8 29],[11.71428571 70.28571429] ; [ 5.28571429 31.71428571],0
r4,1,0.1792,1.804246,[50 33] ; [27 10],[53.25833333 29.74166667] ; [23.74166667 13.25833333],0
a2,1,0.182817,1.774578,[ 8 75] ; [ 1 36],[ 6.225 76.775] ; [ 2.775 34.225],0
a6,1,0.18345,1.769455,[40 43] ; [13 24],[36.65833333 46.34166667] ; [16.34166667 20.65833333],0
p6,1,0.194829,1.680717,[11 71] ; [ 2 35],[ 8.95798319 73.04201681] ; [ 4.04201681 32.95798319],0
p12,1,0.257725,1.280934,[ 7 76] ; [ 1 35],[ 5.57983193 77.42016807] ; [ 2.42016807 33.57983193],0
a4,1,0.258171,1.278536,[33 49] ; [19 18],[35.83193277 46.16806723] ; [16.16806723 20.83193277],0
d4,1,0.292408,1.108502,[50 33] ; [26 11],[52.56666667 30.43333333] ; [23.43333333 13.56666667],0
p8,1,0.293512,1.103441,[18 65] ; [ 5 32],[15.90833333 67.09166667] ; [ 7.09166667 29.90833333],0
s6,1,0.29634,1.090592,[45 37] ; [16 20],[42.38983051 39.61016949] ; [18.61016949 17.38983051],0
s7,1,0.3321,0.940691,[32 48] ; [10 23],[29.73451327 50.26548673] ; [12.26548673 20.73451327],0
p1,1,0.340407,0.908898,[ 9 74] ; [ 2 35],[ 7.60833333 75.39166667] ; [ 3.39166667 33.60833333],0
r2,1,0.340949,0.906858,[68 15] ; [32  4],[69.74789916 13.25210084] ; [30.25210084  5.74789916],0
n1,1,0.400072,0.708111,[15 22] ; [8 7],[16.36538462 20.63461538] ; [6.63461538 8.36538462],0
s3,1,0.405352,0.692391,[32 50] ; [17 19],[34.05084746 47.94915254] ; [14.94915254 21.05084746],0
v1,1,0.469673,0.522745,[29 51] ; [16 21],[30.76923077 49.23076923] ; [14.23076923 22.76923077],0
d2,1,0.518468,0.416939,[38 43] ; [15 22],[36.38135593 44.61864407] ; [16.61864407 20.38135593],0
u4,1,0.553914,0.350352,[ 1 82] ; [ 1 36],[ 1.38333333 81.61666667] ; [ 0.61666667 36.38333333],0
b5,1,0.572701,0.318184,[45 38] ; [18 19],[43.575 39.425] ; [19.425 17.575],0
d3,1,0.585515,0.297403,[25 58] ; [13 24],[26.28333333 56.71666667] ; [11.71666667 25.28333333],0
a5,1,0.628243,0.234451,[51 32] ; [21 16],[49.8 33.2] ; [22.2 14.8],0
d5,1,0.65579,0.198678,[48 35] ; [23 14],[49.10833333 33.89166667] ; [21.89166667 15.10833333],0
s1,1,0.68518,0.164353,[ 5 77] ; [ 3 34],[ 5.51260504 76.48739496] ; [ 2.48739496 34.51260504],0
p3,1,0.730624,0.118539,[25 58] ; [10 27],[24.20833333 58.79166667] ; [10.79166667 26.20833333],0
s2,1,0.730707,0.118463,[28 53] ; [14 23],[28.83050847 52.16949153] ; [13.16949153 23.83050847],0
b1,1,0.749258,0.102156,[40 43] ; [19 18],[40.80833333 42.19166667] ; [18.19166667 18.80833333],0
b4,1,0.771887,0.084047,[47 36] ; [22 15],[47.725 35.275] ; [21.275 15.725],0
n3,1,0.779305,0.078526,[21 15] ; [7 6],[20.57142857 15.42857143] ; [7.42857143 5.57142857],0
v3,1,0.789822,0.071045,[20 60] ; [ 7 24],[19.45945946 60.54054054] ; [ 7.54054054 23.45945946],0
v4,1,0.830494,0.045825,[66 17] ; [28  8],[65.56302521 17.43697479] ; [28.43697479  7.56302521],0
p11,1,0.858916,0.031597,[53 30] ; [23 14],[52.56666667 30.43333333] ; [23.43333333 13.56666667],0
s8,1,0.861248,0.03055,[26 57] ; [11 26],[25.59166667 57.40833333] ; [11.40833333 25.59166667],0
a1,1,0.893765,0.017833,[ 5 78] ; [ 2 35],[ 4.84166667 78.15833333] ; [ 2.15833333 34.84166667],0
d1,1,0.940582,0.005556,[32 51] ; [14 23],[31.81666667 51.18333333] ; [14.18333333 22.81666667],0
n2,1,0.949971,0.003937,[25 12] ; [10  5],[24.90384615 12.09615385] ; [10.09615385  4.90384615],0
s5,1,0.971218,0.001302,[17 62] ; [ 7 26],[16.92857143 62.07142857] ; [ 7.07142857 25.92857143],0
a8,1,0.98987,0.000161,[ 7 73] ; [ 3 31],[ 7.01754386 72.98245614] ; [ 2.98245614 31.01754386],0
