Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d3,1,0.0,112.388679,[228  36] ; [44 86],[182.25380711  81.74619289] ; [89.74619289 40.25380711],1
a8,1,0.167279,1.907157,[ 37 200] ; [26 95],[ 41.70670391 195.29329609] ; [21.29329609 99.70670391],0
p9,1,0.178926,1.806523,[239  21] ; [114  16],[235.33333333  24.66666667] ; [117.66666667  12.33333333],0
s3,1,0.212957,1.551209,[196  63] ; [90 39],[190.91237113  68.08762887] ; [95.08762887 33.91237113],0
b5,1,0.226481,1.462829,[163 101] ; [72 58],[157.46192893 106.53807107] ; [77.53807107 52.46192893],0
u2,1,0.243287,1.361447,[32 13] ; [23 16],[29.46428571 15.53571429] ; [25.53571429 13.46428571],0
b4,1,0.256755,1.286172,[156 108] ; [69 61],[150.76142132 113.23857868] ; [74.23857868 55.76142132],0
s1,1,0.260513,1.266031,[  8 251] ; [  7 122],[ 10.0128866 248.9871134] ; [  4.9871134 124.0128866],0
n2,1,0.272518,1.204027,[36 17] ; [23  6],[38.13414634 14.86585366] ; [20.86585366  8.13414634],0
u3,1,0.286397,1.136481,[34 11] ; [26 14],[31.76470588 13.23529412] ; [28.23529412 11.76470588],0
p1,1,0.364729,0.821545,[ 23 240] ; [ 15 114],[ 25.49489796 237.50510204] ; [ 12.50510204 116.49489796],0
p2,1,0.377137,0.780015,[226  38] ; [106  23],[223.02290076  40.97709924] ; [108.97709924  20.02290076],0
n6,1,0.379848,0.771192,[231  30] ; [111  19],[228.2915601  32.7084399] ; [113.7084399  16.2915601],0
v2,1,0.477408,0.504779,[161  94] ; [73 50],[157.85714286  97.14285714] ; [76.14285714 46.85714286],0
p10,1,0.477719,0.504065,[230  30] ; [110  18],[227.83505155  32.16494845] ; [112.16494845  15.83505155],0
s7,1,0.586733,0.295475,[190  61] ; [97 27],[192.09866667  58.90133333] ; [94.90133333 29.09866667],0
p5,1,0.666708,0.185477,[ 38 222] ; [ 21 108],[ 39.4344473 220.5655527] ; [ 19.5655527 109.4344473],0
s6,1,0.698084,0.150473,[219  40] ; [111  18],[220.28350515  38.71649485] ; [109.71649485  19.28350515],0
v1,1,0.728852,0.120168,[160  93] ; [78 49],[158.45789474  94.54210526] ; [79.54210526 47.45789474],0
p11,1,0.730239,0.118892,[217  47] ; [105  25],[215.75634518  48.24365482] ; [106.24365482  23.75634518],0
p7,1,0.758669,0.09439,[180  75] ; [93 36],[181.2890625  73.7109375] ; [91.7109375 37.2890625],0
b2,1,0.789483,0.07128,[ 82 104] ; [36 49],[ 80.98892989 105.01107011] ; [37.01107011 47.98892989],0
b3,1,0.789483,0.07128,[ 82 104] ; [36 49],[ 80.98892989 105.01107011] ; [37.01107011 47.98892989],0
b1,1,0.904975,0.014251,[108 156] ; [54 76],[108.54822335 155.45177665] ; [53.45177665 76.54822335],0
n1,1,0.905966,0.013954,[23 29] ; [12 16],[22.75 29.25] ; [12.25 15.75],0
