Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s6,1,8e-05,15.561761,[38 55] ; [22  4],[46.8907563 46.1092437] ; [13.1092437 12.8907563],1
s7,1,0.000232,13.55191,[22 67] ; [16  9],[29.66666667 59.33333333] ; [ 8.33333333 16.66666667],1
s2,1,0.00039,12.580676,[30 63] ; [19  8],[37.975 55.025] ; [11.025 15.975],1
s8,1,0.000534,11.992253,[15 78] ; [13 14],[21.7 71.3] ; [ 6.3 20.7],1
p9,1,0.000907,11.009124,[39 50] ; [21  5],[46.43478261 42.56521739] ; [13.56521739 12.43478261],1
r4,1,0.001747,9.797808,[52 41] ; [24  3],[58.9 34.1] ; [17.1  9.9],0
r3,1,0.002413,9.205634,[61 30] ; [26  1],[67.09322034 23.90677966] ; [19.90677966  7.09322034],0
a8,1,0.005349,7.757576,[ 7 81] ; [ 7 17],[11. 77.] ; [ 3. 21.],0
p10,1,0.007127,7.240741,[34 56] ; [17  8],[39.91304348 50.08695652] ; [11.08695652 13.91304348],0
d3,1,0.013626,6.085947,[27 64] ; [15 12],[32.38983051 58.61016949] ; [ 9.61016949 17.38983051],0
s4,1,0.013911,6.049434,[12 81] ; [ 9 18],[16.275 76.725] ; [ 4.725 22.275],0
n6,1,0.01686,5.71086,[51 40] ; [22  5],[56.29661017 34.70338983] ; [16.70338983 10.29661017],0
r2,1,0.019371,5.467688,[70 22] ; [26  1],[74.21848739 17.78151261] ; [21.78151261  5.21848739],0
v4,1,0.024698,5.044934,[66 26] ; [25  2],[70.35294118 21.64705882] ; [20.64705882  6.35294118],0
v2,1,0.033268,4.531916,[26 62] ; [14 13],[30.60869565 57.39130435] ; [ 9.39130435 17.60869565],0
a7,1,0.033316,4.529459,[50 41] ; [21  6],[54.75423729 36.24576271] ; [16.24576271 10.75423729],0
d5,1,0.054821,3.687509,[42 50] ; [18  9],[46.38655462 45.61344538] ; [13.61344538 13.38655462],0
p5,1,0.056172,3.646944,[ 4 88] ; [ 4 23],[ 6.18487395 85.81512605] ; [ 1.81512605 25.18487395],0
d4,1,0.061572,3.494519,[43 50] ; [18  9],[47.275 45.725] ; [13.725 13.275],0
s3,1,0.070211,3.278086,[36 55] ; [16 11],[40.10169492 50.89830508] ; [11.89830508 15.10169492],0
v1,1,0.112186,2.523153,[34 59] ; [14 12],[37.51260504 55.48739496] ; [10.48739496 15.51260504],0
a5,1,0.164558,1.931831,[41 52] ; [16 11],[44.175 48.825] ; [12.825 14.175],0
p6,1,0.208536,1.581559,[14 77] ; [ 7 20],[16.19491525 74.80508475] ; [ 4.80508475 22.19491525],0
p2,1,0.2115,1.561131,[53 40] ; [19  8],[55.8 37.2] ; [16.2 10.8],0
p4,1,0.215195,1.536127,[34 59] ; [13 13],[36.73109244 56.26890756] ; [10.26890756 15.73109244],0
n4,1,0.244086,1.35684,[52 40] ; [18  8],[54.57627119 37.42372881] ; [15.42372881 10.57627119],0
v3,1,0.260298,1.26717,[26 63] ; [11 16],[28.38793103 60.61206897] ; [ 8.61206897 18.38793103],0
n5,1,0.273082,1.201199,[57 34] ; [20  7],[59.38135593 31.61864407] ; [17.61864407  9.38135593],0
u2,1,0.324286,0.971583,[17 31] ; [7 7],[18.58064516 29.41935484] ; [5.41935484 8.58064516],0
u1,1,0.347631,0.882085,[ 1 92] ; [ 1 26],[ 1.55 91.45] ; [ 0.45 26.55],0
b4,1,0.369829,0.804239,[46 47] ; [16 11],[48.05 44.95] ; [13.95 13.05],0
p1,1,0.418385,0.654848,[ 6 87] ; [ 3 24],[ 6.975 86.025] ; [ 2.025 24.975],0
r1,1,0.579071,0.307738,[51 41] ; [16 10],[52.23728814 39.76271186] ; [14.76271186 11.23728814],0
b5,1,0.579391,0.30722,[53 40] ; [17 10],[54.25 38.75] ; [15.75 11.25],0
p7,1,0.602585,0.271115,[42 49] ; [14 13],[43.18644068 47.81355932] ; [12.81355932 14.18644068],0
p8,1,0.663528,0.189266,[24 67] ; [ 6 21],[23.13559322 67.86440678] ; [ 6.86440678 20.13559322],0
a3,1,0.728939,0.120088,[42 49] ; [13 13],[42.77777778 48.22222222] ; [12.22222222 13.77777778],0
b1,1,0.739463,0.110599,[55 38] ; [15 12],[54.25 38.75] ; [15.75 11.25],0
a4,1,0.762245,0.091527,[18 74] ; [ 6 21],[18.55462185 73.44537815] ; [ 5.44537815 21.55462185],0
a6,1,0.78392,0.075194,[42 51] ; [13 14],[42.625 50.375] ; [12.375 14.625],0
p3,1,0.83517,0.043295,[26 67] ; [ 7 20],[25.575 67.425] ; [ 7.425 19.575],0
b2,1,0.867531,0.027821,[17 35] ; [3 7],[16.77419355 35.22580645] ; [3.22580645 6.77419355],0
b3,1,0.867531,0.027821,[17 35] ; [3 7],[16.77419355 35.22580645] ; [3.22580645 6.77419355],0
n2,1,0.881342,0.022281,[24 11] ; [5 2],[24.16666667 10.83333333] ; [4.83333333 2.16666667],0
d2,1,0.922573,0.009447,[18 75] ; [ 5 22],[17.825 75.175] ; [ 5.175 21.825],0
n3,1,0.98321,0.000443,[19 14] ; [4 3],[18.975 14.025] ; [4.025 2.975],0
u3,1,1.0,0.0,[21 28] ; [6 8],[21. 28.] ; [6. 8.],0
