Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s2,1,3.3e-05,17.258503,[23  7] ; [19 43],[13.69565217 16.30434783] ; [28.30434783 33.69565217],1
u1,1,0.000781,11.284839,[ 9 21] ; [ 3 59],[ 3.91304348 26.08695652] ; [ 8.08695652 53.91304348],1
p6,1,0.004749,7.972567,[14 14] ; [12 47],[ 8.36781609 19.63218391] ; [17.63218391 41.36781609],0
p10,1,0.024541,5.055956,[23  6] ; [34 28],[18.16483516 10.83516484] ; [38.83516484 23.16483516],0
d4,1,0.027279,4.87304,[29  1] ; [49 13],[25.43478261  4.56521739] ; [52.56521739  9.43478261],0
s8,1,0.033027,4.544355,[15 15] ; [17 45],[10.43478261 19.56521739] ; [21.56521739 40.43478261],0
b2,1,0.034512,4.469138,[9 5] ; [11 24],[5.71428571 8.28571429] ; [14.28571429 20.71428571],0
b3,1,0.034512,4.469138,[9 5] ; [11 24],[5.71428571 8.28571429] ; [14.28571429 20.71428571],0
s3,1,0.036033,4.395548,[19 10] ; [26 36],[14.34065934 14.65934066] ; [30.65934066 31.34065934],0
p4,1,0.053902,3.715724,[17 12] ; [23 39],[12.74725275 16.25274725] ; [27.25274725 34.74725275],0
p5,1,0.061092,3.5075,[ 3 26] ; [ 1 60],[ 1.28888889 27.71111111] ; [ 2.71111111 58.28888889],0
s4,1,0.061262,3.502878,[ 8 22] ; [ 7 55],[ 4.89130435 25.10869565] ; [10.10869565 51.89130435],0
s6,1,0.077727,3.111791,[22  8] ; [33 28],[18.13186813 11.86813187] ; [36.86813187 24.13186813],0
s7,1,0.080301,3.058795,[16 13] ; [21 38],[12.19318182 16.80681818] ; [24.80681818 34.19318182],0
p1,1,0.085158,2.963608,[ 6 23] ; [ 5 57],[ 3.50549451 25.49450549] ; [ 7.49450549 54.50549451],0
p9,1,0.101784,2.677364,[24  5] ; [41 21],[20.71428571  8.28571429] ; [44.28571429 17.71428571],0
d5,1,0.10767,2.588085,[27  3] ; [47 15],[24.13043478  5.86956522] ; [49.86956522 12.13043478],0
a6,1,0.137284,2.208141,[15 15] ; [41 21],[18.26086957 11.73913043] ; [37.73913043 24.26086957],0
a2,1,0.159238,1.981443,[ 8 22] ; [ 9 53],[ 5.54347826 24.45652174] ; [11.45652174 50.54347826],0
a1,1,0.179084,1.805206,[ 3 27] ; [ 2 60],[ 1.63043478 28.36956522] ; [ 3.36956522 58.63043478],0
u3,1,0.180408,1.794258,[9 2] ; [11  8],[7.33333333 3.66666667] ; [12.66666667  6.33333333],0
v2,1,0.18176,1.783178,[16 14] ; [40 19],[18.87640449 11.12359551] ; [37.12359551 21.87640449],0
n1,1,0.202134,1.626891,[4 3] ; [ 5 12],[2.625 4.375] ; [ 6.375 10.625],0
n3,1,0.202134,1.626891,[3 4] ; [12  5],[4.375 2.625] ; [10.625  6.375],0
p3,1,0.20825,1.583548,[15 14] ; [23 38],[12.24444444 16.75555556] ; [25.75555556 35.24444444],0
d2,1,0.302878,1.061478,[14 16] ; [22 40],[11.73913043 18.26086957] ; [24.26086957 37.73913043],0
n2,1,0.303387,1.059247,[6 1] ; [11  6],[4.95833333 2.04166667] ; [12.04166667  4.95833333],0
p12,1,0.334783,0.930308,[ 3 26] ; [ 3 58],[ 1.93333333 27.06666667] ; [ 4.06666667 56.93333333],0
r1,1,0.341042,0.90651,[21  9] ; [49 13],[22.82608696  7.17391304] ; [47.17391304 14.82608696],0
n4,1,0.348904,0.87744,[10 20] ; [27 35],[12.06521739 17.93478261] ; [24.93478261 37.06521739],0
a8,1,0.368803,0.807692,[ 1 27] ; [ 5 51],[ 2. 26.] ; [ 4. 52.],0
r2,1,0.393269,0.72881,[27  2] ; [54  8],[25.81318681  3.18681319] ; [55.18681319  6.81318681],0
p11,1,0.459998,0.5459,[19 11] ; [44 18],[20.54347826  9.45652174] ; [42.45652174 19.54347826],0
p8,1,0.516058,0.421765,[11 18] ; [28 34],[12.42857143 16.57142857] ; [26.57142857 35.42857143],0
v3,1,0.517317,0.419238,[11 19] ; [25 32],[12.4137931 17.5862069] ; [23.5862069 33.4137931],0
s1,1,0.547334,0.362114,[ 3 27] ; [ 4 58],[ 2.2826087 27.7173913] ; [ 4.7173913 57.2826087],0
a3,1,0.56356,0.333578,[19 11] ; [43 19],[20.2173913  9.7826087] ; [41.7826087 20.2173913],0
b5,1,0.565567,0.330156,[18 12] ; [41 21],[19.23913043 10.76086957] ; [39.76086957 22.23913043],0
u2,1,0.627726,0.235157,[7 4] ; [13  5],[7.5862069 3.4137931] ; [12.4137931  5.5862069],0
r3,1,0.630913,0.230824,[28  2] ; [56  6],[27.39130435  2.60869565] ; [56.60869565  5.39130435],0
a4,1,0.662792,0.19015,[15 15] ; [28 34],[14.02173913 15.97826087] ; [28.97826087 33.02173913],0
d1,1,0.764307,0.089898,[16 14] ; [31 31],[15.32608696 14.67391304] ; [31.67391304 30.32608696],0
d3,1,0.796636,0.066411,[21  9] ; [45 17],[21.52173913  8.47826087] ; [44.47826087 17.52173913],0
a7,1,0.796636,0.066411,[21  9] ; [45 17],[21.52173913  8.47826087] ; [44.47826087 17.52173913],0
a5,1,0.796636,0.066411,[21  9] ; [45 17],[21.52173913  8.47826087] ; [44.47826087 17.52173913],0
p2,1,0.839148,0.041202,[23  6] ; [48 14],[22.62637363  6.37362637] ; [48.37362637 13.62637363],0
n6,1,0.845526,0.037959,[17 12] ; [35 27],[16.57142857 12.42857143] ; [35.42857143 26.57142857],0
b4,1,0.849926,0.035801,[19 11] ; [38 24],[18.58695652 11.41304348] ; [38.41304348 23.58695652],0
b1,1,0.905372,0.014132,[12 18] ; [24 38],[11.73913043 18.26086957] ; [24.26086957 37.73913043],0
r4,1,0.9144,0.011554,[24  6] ; [49 13],[23.80434783  6.19565217] ; [49.19565217 12.80434783],0
p7,1,0.936064,0.006435,[14 15] ; [30 31],[14.17777778 14.82222222] ; [29.82222222 31.17777778],0
