Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p4,1,0.001098,10.654018,[12  4] ; [11 29],[6.57142857 9.42857143] ; [16.42857143 23.57142857],0
p3,1,0.001997,9.552284,[9 7] ; [ 6 33],[ 4.36363636 11.63636364] ; [10.63636364 28.36363636],0
p7,1,0.00225,9.333333,[11  5] ; [10 30],[ 6. 10.] ; [15. 25.],0
p6,1,0.002327,9.271596,[ 6 10] ; [ 2 36],[ 2.37037037 13.62962963] ; [ 5.62962963 32.37037037],0
p11,1,0.008622,6.899487,[13  3] ; [17 23],[8.57142857 7.42857143] ; [21.42857143 18.57142857],0
p2,1,0.009438,6.737968,[14  2] ; [20 20],[9.71428571 6.28571429] ; [24.28571429 15.71428571],0
p12,1,0.032919,4.55,[ 3 13] ; [ 1 39],[ 1.14285714 14.85714286] ; [ 2.85714286 37.14285714],0
s4,1,0.033398,4.525253,[ 6 10] ; [ 5 35],[ 3.14285714 12.85714286] ; [ 7.85714286 32.14285714],0
p9,1,0.060296,3.529216,[11  4] ; [17 21],[7.9245283 7.0754717] ; [20.0754717 17.9245283],0
b4,1,0.060298,3.529167,[ 6 10] ; [26 14],[9.14285714 6.85714286] ; [22.85714286 17.14285714],0
s8,1,0.063776,3.436364,[ 6 10] ; [ 6 34],[ 3.42857143 12.57142857] ; [ 8.57142857 31.42857143],0
n2,1,0.086673,2.935101,[7 1] ; [10  9],[5.03703704 2.96296296] ; [11.96296296  7.03703704],0
a6,1,0.089113,2.890323,[10  6] ; [15 25],[7.14285714 8.85714286] ; [17.85714286 22.14285714],0
r3,1,0.105315,2.623154,[12  4] ; [20 19],[9.30909091 6.69090909] ; [22.69090909 16.30909091],0
n6,1,0.105315,2.623154,[12  4] ; [20 19],[9.30909091 6.69090909] ; [22.69090909 16.30909091],0
v1,1,0.108157,2.580939,[8 8] ; [11 29],[ 5.42857143 10.57142857] ; [13.57142857 26.42857143],0
p5,1,0.133262,2.254088,[ 2 14] ; [ 1 39],[ 0.85714286 15.14285714] ; [ 2.14285714 37.85714286],0
v4,1,0.17602,1.830907,[10  6] ; [17 23],[7.71428571 8.28571429] ; [19.28571429 20.71428571],0
s2,1,0.194344,1.684375,[6 9] ; [ 9 31],[ 4.09090909 10.90909091] ; [10.90909091 29.09090909],0
s7,1,0.194883,1.680309,[6 9] ; [ 8 28],[ 4.11764706 10.88235294] ; [ 9.88235294 26.11764706],0
p10,1,0.210393,1.568721,[9 6] ; [16 23],[6.94444444 8.05555556] ; [18.05555556 20.94444444],0
s3,1,0.213652,1.546509,[6 9] ; [ 9 30],[ 4.16666667 10.83333333] ; [10.83333333 28.16666667],0
v3,1,0.249897,1.323877,[ 4 12] ; [ 5 35],[ 2.57142857 13.42857143] ; [ 6.42857143 33.57142857],0
b3,1,0.350303,0.87236,[2 9] ; [ 9 18],[3.18421053 7.81578947] ; [ 7.81578947 19.18421053],0
b2,1,0.350303,0.87236,[2 9] ; [ 9 18],[3.18421053 7.81578947] ; [ 7.81578947 19.18421053],0
v2,1,0.35784,0.845458,[7 9] ; [12 27],[ 5.52727273 10.47272727] ; [13.47272727 25.52727273],0
s6,1,0.427355,0.63,[7 9] ; [13 27],[ 5.71428571 10.28571429] ; [14.28571429 25.71428571],0
u2,1,0.435819,0.607265,[5 4] ; [ 8 12],[4.03448276 4.96551724] ; [ 8.96551724 11.03448276],0
n5,1,0.43614,0.606417,[11  5] ; [23 17],[9.71428571 6.28571429] ; [24.28571429 15.71428571],0
b1,1,0.43614,0.606417,[11  5] ; [23 17],[9.71428571 6.28571429] ; [24.28571429 15.71428571],0
u3,1,0.437589,0.602597,[3 6] ; [ 4 16],[2.17241379 6.82758621] ; [ 4.82758621 15.17241379],0
a5,1,0.446583,0.57931,[9 7] ; [18 22],[7.71428571 8.28571429] ; [19.28571429 20.71428571],0
d3,1,0.494525,0.466667,[8 8] ; [16 24],[6.85714286 9.14285714] ; [17.14285714 22.85714286],0
d1,1,0.494525,0.466667,[ 3 13] ; [11 29],[ 4. 12.] ; [10. 30.],0
a2,1,0.553337,0.351373,[ 2 14] ; [ 3 37],[ 1.42857143 14.57142857] ; [ 3.57142857 36.42857143],0
n1,1,0.56114,0.337734,[3 5] ; [ 5 14],[2.37037037 5.62962963] ; [ 5.62962963 13.37037037],0
a3,1,0.611812,0.257544,[7 9] ; [20 19],[7.85454545 8.14545455] ; [19.14545455 19.85454545],0
n3,1,0.63749,0.222039,[5 3] ; [10  9],[4.44444444 3.55555556] ; [10.55555556  8.44444444],0
a1,1,0.656627,0.197647,[ 1 15] ; [ 4 36],[ 1.42857143 14.57142857] ; [ 3.57142857 36.42857143],0
b5,1,0.672407,0.178799,[9 7] ; [20 20],[8.28571429 7.71428571] ; [20.71428571 19.28571429],0
r1,1,0.708281,0.14,[ 4 12] ; [12 28],[ 4.57142857 11.42857143] ; [11.42857143 28.57142857],0
a8,1,0.713544,0.134762,[ 1 13] ; [ 4 34],[ 1.34615385 12.65384615] ; [ 3.65384615 34.34615385],0
d4,1,0.721087,0.127454,[10  6] ; [27 13],[10.57142857  5.42857143] ; [26.42857143 13.57142857],0
s5,1,0.784659,0.074667,[ 2 14] ; [ 4 36],[ 1.71428571 14.28571429] ; [ 4.28571429 35.71428571],0
a4,1,0.848645,0.036423,[ 4 12] ; [11 29],[ 4.28571429 11.71428571] ; [10.71428571 29.28571429],0
u1,1,0.851135,0.03522,[ 1 15] ; [ 2 38],[ 0.85714286 15.14285714] ; [ 2.14285714 37.85714286],0
d5,1,0.865688,0.028608,[8 8] ; [21 19],[8.28571429 7.71428571] ; [20.71428571 19.28571429],0
s1,1,0.869666,0.026923,[ 1 15] ; [ 3 37],[ 1.14285714 14.85714286] ; [ 2.85714286 37.14285714],0
n4,1,0.93195,0.007292,[9 7] ; [23 17],[9.14285714 6.85714286] ; [22.85714286 17.14285714],0
a7,1,0.932258,0.007226,[7 9] ; [18 22],[7.14285714 8.85714286] ; [17.85714286 22.14285714],0
d2,1,1.0,0.0,[ 4 12] ; [10 30],[ 4. 12.] ; [10. 30.],0
