Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s2,1,0.0,42.729202,[ 9 36] ; [42  6],[24.67741935 20.32258065] ; [26.32258065 21.67741935],1
s8,1,0.0,29.292682,[ 6 39] ; [33 15],[18.87096774 26.12903226] ; [20.12903226 27.87096774],1
s3,1,5e-06,20.956612,[12 32] ; [36 12],[22.95652174 21.04347826] ; [25.04347826 22.95652174],1
s6,1,0.000109,14.970918,[25 20] ; [42  4],[33.13186813 11.86813187] ; [33.86813187 12.13186813],1
s5,1,0.000121,14.774587,[ 8 36] ; [26 19],[16.80898876 27.19101124] ; [17.19101124 27.80898876],1
p6,1,0.000124,14.738097,[ 7 36] ; [26 21],[15.76666667 27.23333333] ; [17.23333333 29.76666667],1
p9,1,0.000544,11.957942,[22 23] ; [39  8],[29.83695652 15.16304348] ; [31.16304348 15.83695652],1
r4,1,0.002427,9.194892,[33 12] ; [46  2],[38.22580645  6.77419355] ; [40.77419355  7.22580645],0
p10,1,0.003327,8.619072,[20 25] ; [35 12],[26.90217391 18.09782609] ; [28.09782609 18.90217391],0
u1,1,0.013378,6.118481,[ 4 41] ; [14 34],[ 8.70967742 36.29032258] ; [ 9.29032258 38.70967742],0
v1,1,0.017922,5.603735,[19 26] ; [32 16],[24.67741935 20.32258065] ; [26.32258065 21.67741935],0
d2,1,0.017984,5.59773,[20 25] ; [33 15],[25.64516129 19.35483871] ; [27.35483871 20.64516129],0
a8,1,0.020815,5.342228,[ 1 40] ; [ 7 32],[ 4.1 36.9] ; [ 3.9 35.1],0
b1,1,0.026468,4.925158,[15 30] ; [27 21],[20.32258065 24.67741935] ; [21.67741935 26.32258065],0
r1,1,0.050118,3.837518,[32 13] ; [42  6],[35.80645161  9.19354839] ; [38.19354839  9.80645161],0
n4,1,0.056921,3.624901,[25 20] ; [35 12],[29.34782609 15.65217391] ; [30.65217391 16.34782609],0
a3,1,0.072012,3.23656,[28 17] ; [38 10],[31.93548387 13.06451613] ; [34.06451613 13.93548387],0
n5,1,0.073552,3.20191,[22 23] ; [31 15],[26.20879121 18.79120879] ; [26.79120879 19.20879121],0
a6,1,0.081712,3.030517,[24 21] ; [34 14],[28.06451613 16.93548387] ; [29.93548387 18.06451613],0
n2,1,0.092373,2.832522,[6 5] ; [15  3],[7.96551724 3.03448276] ; [13.03448276  4.96551724],0
