Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p4,1,1.5e-05,18.698201,[36 61] ; [38 13],[48.5 48.5] ; [25.5 25.5],1
s8,1,1.5e-05,18.675778,[18 79] ; [27 24],[29.49324324 67.50675676] ; [15.50675676 35.49324324],1
s5,1,0.000466,12.24709,[17 76] ; [21 24],[25.60869565 67.39130435] ; [12.39130435 32.60869565],1
s7,1,0.000661,11.596887,[25 65] ; [28 21],[34.31654676 55.68345324] ; [18.68345324 30.31654676],1
p7,1,0.000726,11.42065,[37 59] ; [34 16],[46.68493151 49.31506849] ; [24.31506849 25.68493151],1
v2,1,0.000757,11.344301,[34 61] ; [32 17],[43.54166667 51.45833333] ; [22.45833333 26.54166667],1
p3,1,0.005971,7.559164,[36 61] ; [31 20],[43.91216216 53.08783784] ; [23.08783784 27.91216216],0
p8,1,0.006901,7.298554,[29 67] ; [27 24],[36.57142857 59.42857143] ; [19.42857143 31.57142857],0
p2,1,0.00841,6.944101,[61 35] ; [43  8],[67.91836735 28.08163265] ; [36.08163265 14.91836735],0
s6,1,0.011046,6.457848,[44 51] ; [33 15],[51.15384615 43.84615385] ; [25.84615385 22.15384615],0
v3,1,0.023745,5.11318,[23 71] ; [21 28],[28.92307692 65.07692308] ; [15.07692308 33.92307692],0
s2,1,0.0379,4.30949,[36 61] ; [28 23],[41.94594595 55.05405405] ; [22.05405405 28.94594595],0
v1,1,0.044336,4.04372,[34 59] ; [27 23],[39.67132867 53.32867133] ; [21.32867133 28.67132867],0
p11,1,0.047472,3.928581,[65 32] ; [42  9],[70.12837838 26.87162162] ; [36.87162162 14.12837838],0
p9,1,0.05198,3.776417,[67 26] ; [44  7],[71.6875 21.3125] ; [39.3125 11.6875],0
v4,1,0.118875,2.432077,[77 19] ; [46  5],[80.32653061 15.67346939] ; [42.67346939  8.32653061],0
r2,1,0.122161,2.389395,[74 19] ; [44  5],[77.28169014 15.71830986] ; [40.71830986  8.28169014],0
d1,1,0.125273,2.350122,[50 47] ; [33 18],[54.39864865 42.60135135] ; [28.60135135 22.39864865],0
p10,1,0.138134,2.198622,[65 30] ; [40 10],[68.79310345 26.20689655] ; [36.20689655 13.79310345],0
r4,1,0.157814,1.995048,[55 42] ; [35 16],[58.98648649 38.01351351] ; [31.01351351 19.98648649],0
s3,1,0.191398,1.706826,[40 56] ; [27 24],[43.75510204 52.24489796] ; [23.24489796 27.75510204],0
n5,1,0.21684,1.525165,[62 35] ; [37 13],[65.32653061 31.67346939] ; [33.67346939 16.32653061],0
u2,1,0.239405,1.384096,[17 18] ; [10  5],[18.9 16.1] ; [8.1 6.9],0
b3,1,0.258563,1.276434,[20 37] ; [16 18],[22.54945055 34.45054945] ; [13.45054945 20.54945055],0
b2,1,0.258563,1.276434,[20 37] ; [16 18],[22.54945055 34.45054945] ; [13.45054945 20.54945055],0
n1,1,0.277387,1.179845,[10 19] ; [10 10],[11.83673469 17.16326531] ; [ 8.16326531 11.83673469],0
n4,1,0.28896,1.124461,[62 35] ; [37 14],[64.88513514 32.11486486] ; [34.11486486 16.88513514],0
p1,1,0.363246,0.826639,[ 7 89] ; [ 6 45],[ 8.48979592 87.51020408] ; [ 4.51020408 46.48979592],0
u3,1,0.365356,0.819398,[15 20] ; [8 6],[16.42857143 18.57142857] ; [6.57142857 7.42857143],0
d4,1,0.385077,0.75443,[76 21] ; [43  8],[77.99324324 19.00675676] ; [41.00675676  9.99324324],0
d3,1,0.390675,0.736839,[61 36] ; [35 15],[63.34693878 33.65306122] ; [32.65306122 17.34693878],0
p12,1,0.413501,0.668711,[ 3 94] ; [ 3 48],[ 3.93243243 93.06756757] ; [ 2.06756757 48.93243243],0
a3,1,0.414838,0.664893,[62 35] ; [36 15],[64.22972973 32.77027027] ; [33.77027027 17.22972973],0
b5,1,0.463686,0.536982,[63 34] ; [30 21],[60.9527027 36.0472973] ; [32.0472973 18.9527027],0
s1,1,0.493814,0.468204,[ 2 95] ; [ 2 48],[ 2.63945578 94.36054422] ; [ 1.36054422 48.63945578],0
b1,1,0.496887,0.461578,[40 57] ; [24 27],[41.94594595 55.05405405] ; [22.05405405 28.94594595],0
a7,1,0.517382,0.419108,[66 31] ; [32 19],[64.22972973 32.77027027] ; [33.77027027 17.22972973],0
a4,1,0.518323,0.41723,[38 58] ; [23 28],[39.83673469 56.16326531] ; [21.16326531 29.83673469],0
a2,1,0.539933,0.375663,[15 82] ; [ 6 45],[13.76351351 83.23648649] ; [ 7.23648649 43.76351351],0
r3,1,0.551125,0.355306,[80 17] ; [44  7],[81.27027027 15.72972973] ; [42.72972973  8.27027027],0
b4,1,0.559496,0.340578,[58 39] ; [33 18],[59.64189189 37.35810811] ; [31.35810811 19.64189189],0
u1,1,0.583667,0.300344,[ 7 90] ; [ 5 46],[ 7.86486486 89.13513514] ; [ 4.13513514 46.86486486],0
p5,1,0.609477,0.260938,[ 7 88] ; [ 5 46],[ 7.80821918 87.19178082] ; [ 4.19178082 46.80821918],0
n3,1,0.627937,0.234868,[18 12] ; [14  7],[18.82352941 11.17647059] ; [13.17647059  7.82352941],0
u4,1,0.641492,0.216797,[ 1 96] ; [ 1 50],[ 1.31081081 95.68918919] ; [ 0.68918919 50.31081081],0
n6,1,0.643557,0.21412,[74 22] ; [41 10],[75.10204082 20.89795918] ; [39.89795918 11.10204082],0
a5,1,0.652919,0.20224,[63 34] ; [35 16],[64.22972973 32.77027027] ; [33.77027027 17.22972973],0
d2,1,0.664427,0.188191,[43 52] ; [25 26],[44.24657534 50.75342466] ; [23.75342466 27.24657534],0
a1,1,0.750549,0.10107,[ 8 89] ; [ 5 46],[ 8.52027027 88.47972973] ; [ 4.47972973 46.52027027],0
a6,1,0.802113,0.062807,[61 36] ; [31 20],[60.2972973 36.7027027] ; [31.7027027 19.2972973],0
s4,1,0.884431,0.021128,[20 77] ; [10 41],[19.66216216 77.33783784] ; [10.33783784 40.66216216],0
a8,1,0.889379,0.019346,[ 9 84] ; [ 5 43],[ 9.23404255 83.76595745] ; [ 4.76595745 43.23404255],0
n2,1,0.912255,0.012143,[21  9] ; [15  6],[21.17647059  8.82352941] ; [14.82352941  6.17647059],0
