Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v3,1,1.3e-05,19.048337,[32 29] ; [11 57],[20.33333333 40.66666667] ; [22.66666667 45.33333333],1
r1,1,0.000179,14.038763,[49 12] ; [33 35],[38.7751938 22.2248062] ; [43.2248062 24.7751938],1
a7,1,0.012924,6.179472,[46 15] ; [37 31],[39.24806202 21.75193798] ; [43.75193798 24.24806202],0
v1,1,0.021917,5.252385,[36 24] ; [27 41],[29.53125 30.46875] ; [33.46875 34.53125],0
p3,1,0.024725,5.043065,[35 26] ; [26 43],[28.62307692 32.37692308] ; [32.37692308 36.62307692],0
p10,1,0.03245,4.574589,[57  4] ; [54 13],[52.8984375  8.1015625] ; [58.1015625  8.8984375],0
r3,1,0.043221,4.086734,[59  2] ; [59  9],[55.79844961  5.20155039] ; [62.20155039  5.79844961],0
p12,1,0.067273,3.348329,[ 5 56] ; [ 1 68],[ 2.81538462 58.18461538] ; [ 3.18461538 65.81538462],0
s4,1,0.074134,3.18902,[ 7 54] ; [16 52],[10.87596899 50.12403101] ; [12.12403101 55.87596899],0
a5,1,0.087226,2.924829,[40 21] ; [35 34],[35.19230769 25.80769231] ; [39.80769231 29.19230769],0
a8,1,0.108006,2.583154,[ 4 54] ; [10 51],[ 6.82352941 51.17647059] ; [ 7.17647059 53.82352941],0
r2,1,0.116705,2.460995,[57  3] ; [60  9],[54.41860465  5.58139535] ; [62.58139535  6.41860465],0
u3,1,0.124032,2.365651,[14 11] ; [13 23],[11.06557377 13.93442623] ; [15.93442623 20.06557377],0
p11,1,0.127763,2.319481,[51 10] ; [50 19],[47.39230769 13.60769231] ; [53.60769231 15.39230769],0
d3,1,0.128166,2.314574,[20 41] ; [14 53],[16.203125 44.796875] ; [17.796875 49.203125],0
r4,1,0.139576,2.182625,[53  8] ; [53 16],[49.73846154 11.26153846] ; [56.26153846 12.73846154],0
s5,1,0.179894,1.7985,[18 42] ; [13 53],[14.76190476 45.23809524] ; [16.23809524 49.76190476],0
