Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s7,1,0.016491,5.749778,[16  5] ; [32 37],[11.2  9.8] ; [36.8 32.2],0
s2,1,0.022692,5.191918,[18  4] ; [40 33],[13.43157895  8.56842105] ; [44.56842105 28.43157895],0
s5,1,0.04145,4.157529,[ 9 10] ; [17 55],[ 5.42857143 13.57142857] ; [20.57142857 51.42857143],0
p3,1,0.095788,2.774313,[12 10] ; [25 47],[ 8.65957447 13.34042553] ; [28.34042553 43.65957447],0
v1,1,0.110686,2.544404,[ 6 16] ; [33 38],[ 9.22580645 12.77419355] ; [29.77419355 41.22580645],0
a8,1,0.15192,2.052864,[ 1 18] ; [13 56],[ 3.02272727 15.97727273] ; [10.97727273 58.02272727],0
b1,1,0.170423,1.87922,[13  9] ; [31 42],[10.18947368 11.81052632] ; [33.81052632 39.18947368],0
s6,1,0.185102,1.756181,[18  4] ; [49 24],[15.51578947  6.48421053] ; [51.48421053 21.51578947],0
n4,1,0.196805,1.665923,[12 10] ; [50 22],[14.5106383  7.4893617] ; [47.4893617 24.5106383],0
n3,1,0.211986,1.557808,[8 2] ; [15 11],[6.38888889 3.61111111] ; [16.61111111  9.38888889],0
u3,1,0.239407,1.384083,[6 2] ; [15 14],[4.54054054 3.45945946] ; [16.45945946 12.54054054],0
n2,1,0.240545,1.377398,[8 2] ; [16 11],[6.48648649 3.51351351] ; [17.51351351  9.48648649],0
r3,1,0.269524,1.21917,[18  4] ; [66  7],[19.45263158  2.54736842] ; [64.54736842  8.45263158],0
p7,1,0.343763,0.896348,[10 12] ; [41 31],[11.93617021 10.06382979] ; [39.06382979 32.93617021],0
d2,1,0.389465,0.74061,[ 9 13] ; [37 35],[10.76595745 11.23404255] ; [35.23404255 36.76595745],0
d1,1,0.397879,0.714728,[ 8 14] ; [34 39],[ 9.72631579 12.27368421] ; [32.27368421 40.72631579],0
u2,1,0.422678,0.642857,[3 5] ; [15 13],[4. 4.] ; [14. 14.],0
n5,1,0.430106,0.622538,[12 10] ; [46 26],[13.57446809  8.42553191] ; [44.42553191 27.57446809],0
p1,1,0.4594,0.547356,[ 3 19] ; [ 6 66],[ 2.10638298 19.89361702] ; [ 6.89361702 65.10638298],0
d4,1,0.489265,0.478142,[18  4] ; [53 18],[16.79569892  5.20430108] ; [54.20430108 16.79569892],0
r1,1,0.503749,0.447029,[15  7] ; [55 18],[16.21052632  5.78947368] ; [53.78947368 19.21052632],0
r4,1,0.505202,0.443991,[16  6] ; [58 15],[17.13684211  4.86315789] ; [56.86315789 16.13684211],0
v2,1,0.511903,0.430176,[ 8 14] ; [31 39],[ 9.32608696 12.67391304] ; [29.67391304 40.32608696],0
p4,1,0.512001,0.429976,[12 10] ; [34 39],[10.65263158 11.34736842] ; [35.34736842 37.65263158],0
p9,1,0.529721,0.394926,[ 8 13] ; [33 39],[ 9.25806452 11.74193548] ; [31.74193548 40.25806452],0
p11,1,0.561799,0.336598,[ 9 13] ; [35 38],[10.18947368 11.81052632] ; [33.81052632 39.18947368],0
b5,1,0.57734,0.310554,[15  7] ; [45 28],[13.89473684  8.10526316] ; [46.10526316 26.89473684],0
n1,1,0.590359,0.289783,[4 6] ; [13 13],[4.72222222 5.27777778] ; [12.27777778 13.72222222],0
p8,1,0.627382,0.235628,[ 7 15] ; [27 45],[ 7.95744681 14.04255319] ; [26.04255319 45.95744681],0
b3,1,0.635034,0.225296,[3 8] ; [16 30],[3.66666667 7.33333333] ; [15.33333333 30.66666667],0
b2,1,0.635034,0.225296,[3 8] ; [16 30],[3.66666667 7.33333333] ; [15.33333333 30.66666667],0
a5,1,0.651898,0.203515,[13  9] ; [47 26],[13.89473684  8.10526316] ; [46.10526316 26.89473684],0
d3,1,0.65734,0.19677,[14  8] ; [42 30],[13.10638298  8.89361702] ; [42.89361702 29.10638298],0
d5,1,0.677992,0.172395,[16  6] ; [49 23],[15.21276596  6.78723404] ; [49.78723404 22.21276596],0
v3,1,0.682644,0.167165,[ 6 15] ; [23 46],[ 6.76666667 14.23333333] ; [22.23333333 46.76666667],0
p6,1,0.713946,0.134367,[ 7 15] ; [20 52],[ 6.31914894 15.68085106] ; [20.68085106 51.31914894],0
r2,1,0.724544,0.12418,[19  2] ; [64  9],[18.54255319  2.45744681] ; [64.45744681  8.54255319],0
a6,1,0.769792,0.085642,[13  9] ; [40 32],[12.40425532  9.59574468] ; [40.59574468 31.40425532],0
a7,1,0.776786,0.080378,[14  8] ; [44 29],[13.43157895  8.56842105] ; [44.56842105 28.43157895],0
s1,1,0.787956,0.072342,[ 2 20] ; [ 8 64],[ 2.34042553 19.65957447] ; [ 7.65957447 64.34042553],0
a4,1,0.804051,0.061558,[10 12] ; [31 42],[ 9.49473684 12.50526316] ; [31.50526316 41.49473684],0
b4,1,0.829567,0.046336,[13  9] ; [45 28],[13.43157895  8.56842105] ; [44.56842105 28.43157895],0
a3,1,0.831135,0.045474,[14  8] ; [44 28],[13.57446809  8.42553191] ; [44.42553191 27.57446809],0
a2,1,0.848098,0.03669,[ 4 18] ; [12 61],[ 3.70526316 18.29473684] ; [12.29473684 60.70526316],0
v4,1,0.88883,0.01954,[19  3] ; [63  9],[19.19148936  2.80851064] ; [62.80851064  9.19148936],0
n6,1,0.923129,0.009311,[14  8] ; [45 27],[13.80851064  8.19148936] ; [45.19148936 26.80851064],0
s8,1,0.948901,0.004107,[ 8 14] ; [26 47],[ 7.87368421 14.12631579] ; [26.12631579 46.87368421],0
u1,1,0.968034,0.001606,[ 4 18] ; [13 60],[ 3.93684211 18.06315789] ; [13.06315789 59.93684211],0
p2,1,0.97803,0.000758,[15  7] ; [50 23],[15.05263158  6.94736842] ; [49.94736842 23.05263158],0
