Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p9,1,0.007422,7.16792,[84 11] ; [24 11],[78.92307692 16.07692308] ; [29.07692308  5.92307692],0
p8,1,0.010145,6.60925,[66 28] ; [16 19],[59.75193798 34.24806202] ; [22.24806202 12.75193798],0
s6,1,0.026319,4.934943,[73 19] ; [21 14],[68.09448819 23.90551181] ; [25.90551181  9.09448819],0
d3,1,0.040274,4.206318,[48 47] ; [11 25],[42.78625954 52.21374046] ; [16.21374046 19.78625954],0
d5,1,0.06166,3.492151,[77 17] ; [24 12],[73.03076923 20.96923077] ; [27.96923077  8.03076923],0
p2,1,0.062203,3.477646,[81 13] ; [26 10],[77.36923077 16.63076923] ; [29.63076923  6.36923077],0
a6,1,0.068146,3.32713,[36 59] ; [20 16],[40.61068702 54.38931298] ; [15.38931298 20.61068702],0
p5,1,0.068903,3.308964,[21 74] ; [ 3 33],[17.40458015 77.59541985] ; [ 6.59541985 29.40458015],0
p10,1,0.068985,3.307,[79 16] ; [24 11],[75.26923077 19.73076923] ; [27.73076923  7.26923077],0
n5,1,0.09,2.874366,[76 19] ; [23 12],[72.34615385 22.65384615] ; [26.65384615  8.34615385],0
n6,1,0.104674,2.632845,[82 13] ; [26  9],[78.92307692 16.07692308] ; [29.07692308  5.92307692],0
b5,1,0.109567,2.560458,[38 57] ; [20 16],[42.0610687 52.9389313] ; [15.9389313 20.0610687],0
p6,1,0.144523,2.129127,[44 50] ; [11 23],[40.390625 53.609375] ; [14.609375 19.390625],0
u2,1,0.169327,1.888889,[15 10] ; [3 6],[13.23529412 11.76470588] ; [4.76470588 4.23529412],0
r4,1,0.216976,1.524262,[79 16] ; [33  3],[81.22137405 13.77862595] ; [30.77862595  5.22137405],0
s7,1,0.225898,1.466506,[60 31] ; [19 16],[57.05555556 33.94444444] ; [21.94444444 13.05555556],0
a1,1,0.237493,1.395413,[ 5 90] ; [ 4 32],[ 6.52671756 88.47328244] ; [ 2.47328244 33.52671756],0
u1,1,0.237493,1.395413,[ 5 90] ; [ 4 32],[ 6.52671756 88.47328244] ; [ 2.47328244 33.52671756],0
d1,1,0.24564,1.347932,[53 42] ; [16 20],[50.03816794 44.96183206] ; [18.96183206 17.03816794],0
a4,1,0.246865,1.34096,[45 50] ; [13 23],[42.0610687 52.9389313] ; [15.9389313 20.0610687],0
b3,1,0.266978,1.232208,[28 40] ; [15 13],[30.45833333 37.54166667] ; [12.54166667 15.45833333],0
b2,1,0.266978,1.232208,[28 40] ; [15 13],[30.45833333 37.54166667] ; [12.54166667 15.45833333],0
s5,1,0.289157,1.123544,[45 44] ; [14 21],[42.34677419 46.65322581] ; [16.65322581 18.34677419],0
s1,1,0.348934,0.877331,[ 4 91] ; [ 3 33],[ 5.07633588 89.92366412] ; [ 1.92366412 34.07633588],0
a5,1,0.418484,0.65457,[73 22] ; [30  6],[74.69465649 20.30534351] ; [28.30534351  7.69465649],0
s2,1,0.482267,0.493733,[54 41] ; [18 18],[52.21374046 42.78625954] ; [19.78625954 16.21374046],0
a8,1,0.485352,0.486815,[12 80] ; [ 3 32],[10.86614173 81.13385827] ; [ 4.13385827 30.86614173],0
a2,1,0.490497,0.475435,[ 7 88] ; [ 4 32],[ 7.97709924 87.02290076] ; [ 3.02290076 32.97709924],0
p11,1,0.533159,0.388367,[76 19] ; [27  9],[74.69465649 20.30534351] ; [28.30534351  7.69465649],0
u3,1,0.551469,0.354691,[11 14] ; [5 4],[11.76470588 13.23529412] ; [4.23529412 4.76470588],0
n4,1,0.570095,0.322523,[80 15] ; [28  7],[78.92307692 16.07692308] ; [29.07692308  5.92307692],0
n1,1,0.579997,0.30624,[11  9] ; [3 4],[10.37037037  9.62962963] ; [3.62962963 3.37037037],0
d4,1,0.592253,0.28684,[77 17] ; [28  8],[75.92307692 18.07692308] ; [29.07692308  6.92307692],0
d2,1,0.604671,0.268009,[51 44] ; [17 18],[49.69230769 45.30769231] ; [18.30769231 16.69230769],0
b4,1,0.627532,0.235422,[52 43] ; [18 18],[50.76335878 44.23664122] ; [19.23664122 16.76335878],0
r1,1,0.629937,0.232146,[70 25] ; [28  8],[71.06870229 23.93129771] ; [26.93129771  9.06870229],0
