Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p4,1,1.3e-05,19.046019,[15  8] ; [17 72],[ 6.57142857 16.42857143] ; [25.42857143 63.57142857],1
p7,1,0.01007,6.62243,[12 11] ; [21 65],[ 6.96330275 16.03669725] ; [26.03669725 59.96330275],0
n6,1,0.027505,4.858798,[17  5] ; [44 42],[12.42592593  9.57407407] ; [48.57407407 37.42592593],0
d3,1,0.061924,3.485101,[16  7] ; [43 47],[12.00884956 10.99115044] ; [46.99115044 43.00884956],0
p2,1,0.06882,3.310936,[16  7] ; [43 46],[12.11607143 10.88392857] ; [46.88392857 42.11607143],0
p5,1,0.068855,3.3101,[ 3 20] ; [ 3 85],[ 1.24324324 21.75675676] ; [ 4.75675676 83.24324324],0
v2,1,0.072648,3.222159,[ 4 19] ; [32 54],[ 7.59633028 15.40366972] ; [28.40366972 57.59633028],0
n3,1,0.077163,3.123658,[7 2] ; [20 24],[4.58490566 4.41509434] ; [22.41509434 21.58490566],0
d4,1,0.089259,2.887695,[19  4] ; [57 32],[15.60714286  7.39285714] ; [60.39285714 28.60714286],0
b2,1,0.098117,2.735893,[ 2 12] ; [21 35],[4.6 9.4] ; [18.4 37.6],0
b3,1,0.098117,2.735893,[ 2 12] ; [21 35],[4.6 9.4] ; [18.4 37.6],0
s2,1,0.133687,2.249155,[ 9 14] ; [21 68],[ 6.16071429 16.83928571] ; [23.83928571 65.16071429],0
r1,1,0.145948,2.114098,[ 4 19] ; [29 59],[ 6.83783784 16.16216216] ; [26.16216216 61.83783784],0
n1,1,0.160968,1.965113,[5 4] ; [14 31],[3.16666667 5.83333333] ; [15.83333333 29.16666667],0
p1,1,0.171173,1.872645,[ 4 19] ; [ 7 82],[ 2.25892857 20.74107143] ; [ 8.74107143 80.25892857],0
p9,1,0.177973,1.814466,[15  8] ; [42 43],[12.13888889 10.86111111] ; [44.86111111 40.13888889],0
p8,1,0.189202,1.72382,[ 8 15] ; [19 69],[ 5.59459459 17.40540541] ; [21.40540541 66.59459459],0
b1,1,0.18974,1.719634,[14  9] ; [41 49],[11.19469027 11.80530973] ; [43.80530973 46.19469027],0
s1,1,0.217715,1.519372,[ 3 20] ; [ 5 84],[ 1.64285714 21.35714286] ; [ 6.35714286 82.64285714],0
a1,1,0.273985,1.196687,[ 1 22] ; [11 79],[ 2.44247788 20.55752212] ; [ 9.55752212 80.44247788],0
a2,1,0.328802,0.953611,[ 1 22] ; [10 80],[ 2.23893805 20.76106195] ; [ 8.76106195 81.23893805],0
s4,1,0.393568,0.72789,[ 5 18] ; [13 77],[ 3.66371681 19.33628319] ; [14.33628319 75.66371681],0
v1,1,0.416892,0.659061,[ 9 14] ; [26 60],[ 7.3853211 15.6146789] ; [27.6146789 58.3853211],0
n4,1,0.433675,0.61296,[15  8] ; [50 39],[13.34821429  9.65178571] ; [51.65178571 37.34821429],0
b4,1,0.436221,0.606204,[12 11] ; [55 35],[13.63716814  9.36283186] ; [53.36283186 36.63716814],0
a4,1,0.485417,0.486669,[ 6 17] ; [30 59],[ 7.39285714 15.60714286] ; [28.60714286 60.39285714],0
u3,1,0.495729,0.464068,[5 6] ; [13 25],[4.04081633 6.95918367] ; [13.95918367 24.04081633],0
n5,1,0.511296,0.431415,[12 11] ; [52 35],[13.38181818  9.61818182] ; [50.61818182 36.38181818],0
a5,1,0.513498,0.426933,[13 10] ; [44 46],[11.60176991 11.39823009] ; [45.39823009 44.60176991],0
d5,1,0.516904,0.420065,[15  8] ; [52 38],[13.63716814  9.36283186] ; [53.36283186 36.63716814],0
s3,1,0.528686,0.396916,[ 9 13] ; [29 57],[ 7.74074074 14.25925926] ; [30.25925926 55.74074074],0
p10,1,0.544887,0.366556,[13 10] ; [43 44],[11.70909091 11.29090909] ; [44.29090909 42.70909091],0
d1,1,0.548194,0.360562,[10 13] ; [33 57],[ 8.75221239 14.24778761] ; [34.24778761 55.75221239],0
a3,1,0.549983,0.357347,[12 11] ; [52 36],[13.26126126  9.73873874] ; [50.73873874 37.26126126],0
a6,1,0.57029,0.322197,[12 11] ; [41 49],[10.78761062 12.21238938] ; [42.21238938 47.78761062],0
b5,1,0.57653,0.311878,[10 13] ; [45 45],[11.19469027 11.80530973] ; [43.80530973 46.19469027],0
d2,1,0.592769,0.286041,[ 8 15] ; [36 52],[ 9.11711712 13.88288288] ; [34.88288288 53.11711712],0
s7,1,0.624717,0.239293,[ 5 17] ; [24 62],[ 5.90740741 16.09259259] ; [23.09259259 62.90740741],0
r3,1,0.62915,0.233216,[11 12] ; [46 40],[12.02752294 10.97247706] ; [44.97247706 41.02752294],0
p11,1,0.637009,0.222675,[12 11] ; [42 48],[10.99115044 12.00884956] ; [43.00884956 46.99115044],0
a8,1,0.645002,0.212259,[ 1 21] ; [ 6 76],[ 1.48076923 20.51923077] ; [ 5.51923077 76.48076923],0
u2,1,0.647183,0.20947,[3 7] ; [14 23],[3.61702128 6.38297872] ; [13.38297872 23.61702128],0
u1,1,0.680551,0.169507,[ 1 22] ; [ 6 84],[ 1.42477876 21.57522124] ; [ 5.57522124 84.42477876],0
s8,1,0.724241,0.124465,[ 4 19] ; [13 77],[ 3.46017699 19.53982301] ; [13.53982301 76.46017699],0
a7,1,0.777392,0.07993,[11 12] ; [45 43],[11.6036036 11.3963964] ; [44.3963964 43.6036036],0
v4,1,0.876081,0.024317,[13 10] ; [49 35],[13.3271028  9.6728972] ; [48.6728972 35.3271028],0
r2,1,0.888585,0.019627,[13 10] ; [45 37],[12.7047619 10.2952381] ; [45.2952381 36.7047619],0
v3,1,0.892344,0.018317,[ 5 18] ; [18 70],[ 4.76576577 18.23423423] ; [18.23423423 69.76576577],0
s6,1,0.922692,0.009417,[ 8 15] ; [30 59],[ 7.80357143 15.19642857] ; [30.19642857 58.80357143],0
s5,1,0.965431,0.001878,[ 4 19] ; [16 74],[ 4.07079646 18.92920354] ; [15.92920354 74.07079646],0
n2,1,1.0,0.0,[5 4] ; [25 20],[5. 4.] ; [25. 20.],0
