Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p4,1,1e-06,23.501275,[112  19] ; [80 56],[94.20224719 36.79775281] ; [97.79775281 38.20224719],1
p8,1,6.7e-05,15.887227,[94 35] ; [66 69],[78.18181818 50.81818182] ; [81.81818182 53.18181818],1
p7,1,0.000111,14.947555,[103  25] ; [77 55],[88.61538462 39.38461538] ; [91.38461538 40.61538462],1
p3,1,0.000748,11.365766,[95 36] ; [72 65],[81.63059701 49.36940299] ; [85.36940299 51.63059701],1
v1,1,0.001532,10.03956,[92 36] ; [68 61],[79.68871595 48.31128405] ; [80.31128405 48.68871595],0
p1,1,0.004109,8.235032,[ 19 111] ; [  6 131],[ 12.17228464 117.82771536] ; [ 12.82771536 124.17228464],0
s4,1,0.027827,4.838735,[35 94] ; [ 22 115],[ 27.64285714 101.35714286] ; [ 29.35714286 107.64285714],0
s5,1,0.034163,4.486511,[66 56] ; [53 77],[57.61111111 64.38888889] ; [61.38888889 68.61111111],0
a1,1,0.04025,4.207336,[ 13 118] ; [  5 132],[  8.79850746 122.20149254] ; [  9.20149254 127.79850746],0
r1,1,0.050809,3.814546,[109  22] ; [124  12],[114.31835206  16.68164794] ; [118.68164794  17.31835206],0
p2,1,0.056904,3.625384,[117  14] ; [111  26],[111.44776119  19.55223881] ; [116.55223881  20.44776119],0
p9,1,0.073382,3.205704,[124   6] ; [120  14],[120.15151515   9.84848485] ; [123.84848485  10.15151515],0
p5,1,0.076964,3.127885,[ 25 106] ; [ 15 118],[ 19.84848485 111.15151515] ; [ 20.15151515 112.84848485],0
a6,1,0.105942,2.61373,[85 45] ; [102  35],[91.04868914 38.95131086] ; [95.95131086 41.04868914],0
a5,1,0.124506,2.359698,[119  12] ; [116  21],[114.86940299  16.13059701] ; [120.13059701  16.86940299],0
a2,1,0.131003,2.280574,[41 90] ; [55 82],[46.92537313 84.07462687] ; [49.07462687 87.92537313],0
b5,1,0.155626,2.016225,[77 54] ; [92 45],[82.60820896 48.39179104] ; [86.39179104 50.60820896],0
n1,1,0.159934,1.974848,[13  9] ; [14 21],[10.42105263 11.57894737] ; [16.57894737 18.42105263],0
v3,1,0.186466,1.745325,[59 68] ; [69 57],[64.25296443 62.74703557] ; [63.74703557 62.25296443],0
p12,1,0.204965,1.606641,[ 20 109] ; [ 14 122],[ 16.5509434 112.4490566] ; [ 17.4490566 118.5509434],0
n6,1,0.220067,1.503935,[118  12] ; [116  19],[114.79245283  15.20754717] ; [119.20754717  15.79245283],0
d4,1,0.288793,1.125238,[127   3] ; [136   1],[128.05243446   1.94756554] ; [134.94756554   2.05243446],0
a7,1,0.290859,1.115643,[94 37] ; [106  31],[97.76119403 33.23880597] ; [102.23880597  34.76119403],0
s1,1,0.292592,1.107656,[  6 124] ; [  3 130],[  4.4486692 125.5513308] ; [  4.5513308 128.4486692],0
r4,1,0.311385,1.02479,[126   5] ; [128   9],[124.15671642   6.84328358] ; [129.84328358   7.15671642],0
