Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
b5,1,0.016109,5.790991,[30 19] ; [10 20],[24.81012658 24.18987342] ; [15.18987342 14.81012658],0
n5,1,0.016602,5.737931,[42  7] ; [18 11],[37.69230769 11.30769231] ; [22.30769231  6.69230769],0
s8,1,0.020673,5.354143,[22 26] ; [ 6 24],[17.23076923 30.76923077] ; [10.76923077 19.23076923],0
p1,1,0.034654,4.462165,[10 38] ; [ 1 28],[ 6.85714286 41.14285714] ; [ 4.14285714 24.85714286],0
n4,1,0.046688,3.956602,[39 10] ; [17 12],[35.17948718 13.82051282] ; [20.82051282  8.17948718],0
d3,1,0.052988,3.744283,[28 21] ; [10 19],[23.87179487 25.12820513] ; [14.12820513 14.87179487],0
d2,1,0.055288,3.673368,[16 33] ; [ 4 26],[12.40506329 36.59493671] ; [ 7.59493671 22.40506329],0
s7,1,0.118416,2.438142,[24 22] ; [ 9 18],[20.79452055 25.20547945] ; [12.20547945 14.79452055],0
p4,1,0.153642,2.035714,[27 21] ; [11 17],[24. 24.] ; [14. 14.],0
a4,1,0.178223,1.812381,[11 38] ; [ 3 26],[ 8.79487179 40.20512821] ; [ 5.20512821 23.79487179],0
u3,1,0.20009,1.641719,[10  7] ; [5 9],[8.22580645 8.77419355] ; [6.77419355 7.22580645],0
b3,1,0.209652,1.57383,[13 21] ; [ 3 12],[11.10204082 22.89795918] ; [ 4.89795918 10.10204082],0
b2,1,0.209652,1.57383,[13 21] ; [ 3 12],[11.10204082 22.89795918] ; [ 4.89795918 10.10204082],0
s4,1,0.211948,1.55807,[ 5 43] ; [ 6 23],[ 6.85714286 41.14285714] ; [ 4.14285714 24.85714286],0
p5,1,0.216555,1.527054,[ 8 40] ; [ 2 27],[ 6.23376623 41.76623377] ; [ 3.76623377 25.23376623],0
a5,1,0.236169,1.403316,[32 17] ; [15 14],[29.52564103 19.47435897] ; [17.47435897 11.52564103],0
s3,1,0.236792,1.399593,[29 19] ; [13 15],[26.52631579 21.47368421] ; [15.47368421 12.52631579],0
a2,1,0.26324,1.251637,[ 5 44] ; [ 1 29],[ 3.72151899 45.27848101] ; [ 2.27848101 27.72151899],0
p10,1,0.272056,1.206349,[38 10] ; [19  9],[36. 12.] ; [21.  7.],0
p9,1,0.321622,0.982339,[39  9] ; [20  8],[37.26315789 10.73684211] ; [21.73684211  6.26315789],0
a3,1,0.37397,0.790429,[32 17] ; [16 13],[30.15384615 18.84615385] ; [17.84615385 11.15384615],0
p8,1,0.411922,0.673248,[31 17] ; [16 13],[29.2987013 18.7012987] ; [17.7012987 11.2987013],0
p11,1,0.424162,0.638756,[39 10] ; [26  4],[40.3164557  8.6835443] ; [24.6835443  5.3164557],0
p2,1,0.4312,0.619589,[37 11] ; [20  9],[35.53246753 12.46753247] ; [21.46753247  7.53246753],0
b1,1,0.436713,0.604904,[24 25] ; [12 18],[22.32911392 26.67088608] ; [13.67088608 16.32911392],0
s6,1,0.45516,0.557771,[29 19] ; [15 14],[27.42857143 20.57142857] ; [16.57142857 12.42857143],0
n2,1,0.468717,0.525,[9 1] ; [3 1],[8.57142857 1.42857143] ; [3.42857143 0.57142857],0
d4,1,0.48214,0.494018,[26 23] ; [13 16],[24.5 24.5] ; [14.5 14.5],0
s5,1,0.537394,0.380392,[12 35] ; [ 9 19],[13.16 33.84] ; [ 7.84 20.16],0
r2,1,0.545399,0.365625,[45  3] ; [27  3],[44.30769231  3.69230769] ; [27.69230769  2.30769231],0
a6,1,0.554895,0.348621,[32 17] ; [17 12],[30.78205128 18.21794872] ; [18.21794872 10.78205128],0
v4,1,0.569927,0.322804,[45  3] ; [29  1],[45.53846154  2.46153846] ; [28.46153846  1.53846154],0
n6,1,0.581663,0.303553,[43  6] ; [25  5],[42.17721519  6.82278481] ; [25.82278481  4.17721519],0
r4,1,0.670941,0.180503,[44  5] ; [26  4],[43.41772152  5.58227848] ; [26.58227848  3.41772152],0
r1,1,0.680698,0.169342,[39 10] ; [25  5],[39.69620253  9.30379747] ; [24.30379747  5.69620253],0
r3,1,0.722639,0.125978,[48  1] ; [29  1],[47.75949367  1.24050633] ; [29.24050633  0.75949367],0
