Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a3,1,2e-06,23.100033,[73 18] ; [30 39],[58.58125 32.41875] ; [44.41875 24.58125],1
p9,1,0.145353,2.120352,[61 29] ; [39 30],[56.60377358 33.39622642] ; [43.39622642 25.60377358],0
n3,1,0.170805,1.875868,[16 10] ; [22  6],[18.2962963  7.7037037] ; [19.7037037  8.2962963],0
p6,1,0.212317,1.555556,[22 66] ; [11 55],[18.85714286 69.14285714] ; [14.14285714 51.85714286],0
s4,1,0.298477,1.080985,[11 80] ; [ 5 65],[ 9.04347826 81.95652174] ; [ 6.95652174 63.04347826],0
s7,1,0.299747,1.07532,[22 63] ; [13 56],[19.31818182 65.68181818] ; [15.68181818 53.31818182],0
p8,1,0.329114,0.952381,[39 51] ; [25 45],[36. 54.] ; [28. 42.],0
b2,1,0.35733,0.847255,[22 36] ; [10 25],[19.95698925 38.04301075] ; [12.04301075 22.95698925],0
b3,1,0.35733,0.847255,[22 36] ; [10 25],[19.95698925 38.04301075] ; [12.04301075 22.95698925],0
n6,1,0.383556,0.759274,[51 40] ; [44 26],[53.69565217 37.30434783] ; [41.30434783 28.69565217],0
r2,1,0.402891,0.69968,[78 10] ; [58 11],[76.22929936 11.77070064] ; [59.77070064  9.22929936],0
s1,1,0.455859,0.556044,[ 3 88] ; [ 4 66],[ 3.95652174 87.04347826] ; [ 3.04347826 66.95652174],0
b1,1,0.463817,0.536667,[39 52] ; [26 44],[36.73913043 54.26086957] ; [28.26086957 41.73913043],0
u2,1,0.476796,0.506182,[9 9] ; [24 16],[10.24137931  7.75862069] ; [22.75862069 17.24137931],0
a7,1,0.481535,0.495385,[67 24] ; [48 22],[65. 26.] ; [50. 20.],0
p11,1,0.508024,0.438135,[63 28] ; [45 25],[61.04347826 29.95652174] ; [46.95652174 23.04347826],0
n1,1,0.514828,0.424242,[ 5 23] ; [ 7 21],[ 6. 22.] ; [ 6. 22.],0
b5,1,0.553035,0.351908,[53 38] ; [44 26],[54.82608696 36.17391304] ; [42.17391304 27.82608696],0
p1,1,0.595726,0.281491,[ 7 82] ; [ 4 66],[ 6.1572327 82.8427673] ; [ 4.8427673 65.1572327],0
s3,1,0.626761,0.236479,[21 67] ; [14 54],[19.74358974 68.25641026] ; [15.25641026 52.74358974],0
s8,1,0.645993,0.210989,[18 72] ; [12 58],[16.875 73.125] ; [13.125 56.875],0
n2,1,0.698205,0.150346,[17 11] ; [15 12],[16.29090909 11.70909091] ; [15.70909091 11.29090909],0
v4,1,0.751105,0.100605,[76 13] ; [61  9],[76.68553459 12.31446541] ; [60.31446541  9.68553459],0
b4,1,0.75466,0.097656,[55 36] ; [44 26],[55.95652174 35.04347826] ; [43.04347826 26.95652174],0
a1,1,0.789894,0.070995,[ 2 89] ; [ 2 68],[ 2.26086957 88.73913043] ; [ 1.73913043 68.26086957],0
s5,1,0.830434,0.045858,[15 75] ; [10 55],[14.51612903 75.48387097] ; [10.48387097 54.51612903],0
v3,1,0.968894,0.001521,[22 62] ; [18 50],[22.10526316 61.89473684] ; [17.89473684 50.10526316],0
a8,1,0.993307,7e-05,[ 6 76] ; [ 5 63],[ 6.01333333 75.98666667] ; [ 4.98666667 63.01333333],0
u3,1,1.0,0.0,[9 9] ; [20 20],[9. 9.] ; [20. 20.],0
