Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a3,1,2e-06,23.100033,[73 18] ; [30 39],[58.58125 32.41875] ; [44.41875 24.58125],1
a4,1,2.1e-05,18.057973,[45 46] ; [12 58],[32.2173913 58.7826087] ; [24.7826087 45.2173913],1
a6,1,0.000233,13.545722,[64 27] ; [29 41],[52.56521739 38.43478261] ; [40.43478261 29.56521739],1
d5,1,0.00043,12.396403,[76 15] ; [41 29],[66.13043478 24.86956522] ; [50.86956522 19.13043478],1
r1,1,0.00083,11.172014,[75 16] ; [41 29],[65.56521739 25.43478261] ; [50.43478261 19.56521739],1
d1,1,0.000854,11.121071,[54 37] ; [23 47],[43.52173913 47.47826087] ; [33.47826087 36.52173913],1
d2,1,0.004307,8.149604,[42 49] ; [17 53],[33.34782609 57.65217391] ; [25.65217391 44.34782609],0
d3,1,0.007107,7.245779,[69 22] ; [39 31],[61.04347826 29.95652174] ; [46.95652174 23.04347826],0
d4,1,0.026015,4.955019,[78 13] ; [50 20],[72.34782609 18.65217391] ; [55.65217391 14.34782609],0
n4,1,0.030437,4.684426,[44 47] ; [22 48],[37.30434783 53.69565217] ; [28.69565217 41.30434783],0
r4,1,0.040266,4.206636,[75 16] ; [48 22],[69.52173913 21.47826087] ; [53.47826087 16.52173913],0
p3,1,0.041935,4.137814,[37 53] ; [18 52],[30.9375 59.0625] ; [24.0625 45.9375],0
r3,1,0.06192,3.485197,[85  6] ; [59 11],[81.39130435  9.60869565] ; [62.60869565  7.39130435],0
p2,1,0.062204,3.477613,[71 19] ; [46 24],[65.8125 24.1875] ; [51.1875 18.8125],0
p10,1,0.062997,3.456659,[55 36] ; [31 37],[49.22012579 41.77987421] ; [36.77987421 31.22012579],0
s6,1,0.066356,3.370932,[36 54] ; [18 51],[30.56603774 59.43396226] ; [23.43396226 45.56603774],0
p5,1,0.069814,3.287387,[ 7 84] ; [ 1 69],[ 4.52173913 86.47826087] ; [ 3.47826087 66.52173913],0
p4,1,0.074772,3.175032,[38 52] ; [20 50],[32.625 57.375] ; [25.375 44.625],0
v2,1,0.091579,2.846391,[48 41] ; [27 40],[42.78846154 46.21153846] ; [32.21153846 34.78846154],0
p7,1,0.105613,2.618675,[52 39] ; [31 39],[46.91304348 44.08695652] ; [36.08695652 33.91304348],0
v1,1,0.13675,2.214156,[35 54] ; [19 49],[30.61146497 58.38853503] ; [23.38853503 44.61146497],0
