Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d2,1,0.0,26.773502,[ 5 25] ; [49 18],[16.70103093 13.29896907] ; [37.29896907 29.70103093],1
a5,1,4e-06,21.068356,[14 16] ; [60  7],[22.88659794  7.11340206] ; [51.11340206 15.88659794],1
d3,1,6e-06,20.580252,[15 15] ; [61  6],[23.50515464  6.49484536] ; [52.49484536 14.50515464],1
d5,1,7e-06,20.254913,[19 11] ; [65  2],[25.97938144  4.02061856] ; [58.02061856  8.97938144],1
s8,1,0.00066,11.597241,[ 9 21] ; [45 22],[16.70103093 13.29896907] ; [37.29896907 29.70103093],1
a3,1,0.001117,10.622661,[15 15] ; [55 12],[21.64948454  8.35051546] ; [48.35051546 18.64948454],0
r4,1,0.001445,10.147388,[22  8] ; [64  3],[26.59793814  3.40206186] ; [59.40206186  7.59793814],0
a4,1,0.001669,9.882283,[ 8 22] ; [41 26],[15.15463918 14.84536082] ; [33.84536082 33.15463918],0
a2,1,0.002734,8.977165,[ 2 28] ; [24 43],[ 8.04123711 21.95876289] ; [17.95876289 49.04123711],0
p6,1,0.004931,7.904699,[12 18] ; [47 20],[18.24742268 11.75257732] ; [40.75257732 26.24742268],0
s2,1,0.011882,6.32833,[15 13] ; [53 14],[20.04210526  7.95789474] ; [47.95789474 19.04210526],0
p10,1,0.016478,5.751164,[21  9] ; [60  7],[25.05154639  4.94845361] ; [55.94845361 11.05154639],0
r2,1,0.017224,5.673428,[25  5] ; [64  2],[27.8125  2.1875] ; [61.1875  4.8125],0
s6,1,0.022389,5.215334,[21  6] ; [62  4],[24.09677419  2.90322581] ; [58.90322581  7.09677419],0
n4,1,0.02267,5.193582,[17 13] ; [53 14],[21.64948454  8.35051546] ; [48.35051546 18.64948454],0
p9,1,0.041153,4.169709,[22  8] ; [60  7],[25.36082474  4.63917526] ; [56.63917526 10.36082474],0
b3,1,0.04711,3.941464,[ 1 16] ; [12 28],[ 3.87719298 13.12280702] ; [ 9.12280702 30.87719298],0
b2,1,0.04711,3.941464,[ 1 16] ; [12 28],[ 3.87719298 13.12280702] ; [ 9.12280702 30.87719298],0
v2,1,0.049426,3.860832,[ 9 21] ; [34 32],[13.4375 16.5625] ; [29.5625 36.4375],0
r1,1,0.05239,3.763263,[21  9] ; [58  9],[24.43298969  5.56701031] ; [54.56701031 12.43298969],0
v3,1,0.100308,2.700639,[ 5 24] ; [22 43],[ 8.32978723 20.67021277] ; [18.67021277 46.32978723],0
s5,1,0.105566,2.619375,[12 15] ; [39 23],[15.47191011 11.52808989] ; [35.52808989 26.47191011],0
v4,1,0.148682,2.08572,[27  3] ; [65  2],[28.45360825  1.54639175] ; [63.54639175  3.45360825],0
p5,1,0.192587,1.697717,[ 2 28] ; [11 56],[ 4.02061856 25.97938144] ; [ 8.97938144 58.02061856],0
u2,1,0.193931,1.6875,[ 5 10] ; [7 5],[6.66666667 8.33333333] ; [5.33333333 6.66666667],0
s7,1,0.204901,1.607092,[16 13] ; [44 20],[18.70967742 10.29032258] ; [41.29032258 22.70967742],0
s3,1,0.215032,1.537219,[19 10] ; [52 15],[21.44791667  7.55208333] ; [49.55208333 17.44791667],0
n1,1,0.314854,1.010204,[4 4] ; [ 4 10],[2.90909091 5.09090909] ; [5.09090909 8.90909091],0
p12,1,0.322663,0.97812,[ 1 29] ; [ 6 61],[ 2.16494845 27.83505155] ; [ 4.83505155 62.16494845],0
a6,1,0.325794,0.965545,[18 12] ; [47 20],[20.10309278  9.89690722] ; [44.89690722 22.10309278],0
v1,1,0.34915,0.876543,[13 16] ; [37 30],[15.10416667 13.89583333] ; [34.89583333 32.10416667],0
n6,1,0.355408,0.854055,[24  5] ; [60  7],[25.375  3.625] ; [58.625  8.375],0
p11,1,0.421978,0.644799,[21  9] ; [52 15],[22.57731959  7.42268041] ; [50.42268041 16.57731959],0
s1,1,0.435206,0.608891,[ 1 29] ; [ 5 62],[ 1.8556701 28.1443299] ; [ 4.1443299 62.8556701],0
b5,1,0.467284,0.528391,[16 14] ; [41 26],[17.62886598 12.37113402] ; [39.37113402 27.62886598],0
p1,1,0.635065,0.225255,[ 3 27] ; [ 9 58],[ 3.71134021 26.28865979] ; [ 8.28865979 58.71134021],0
u3,1,0.721501,0.127059,[9 6] ; [8 4],[9.44444444 5.55555556] ; [7.55555556 4.44444444],0
p3,1,0.750224,0.101343,[21  9] ; [49 18],[21.64948454  8.35051546] ; [48.35051546 18.64948454],0
n5,1,0.791823,0.069667,[24  6] ; [52 15],[23.50515464  6.49484536] ; [52.49484536 14.50515464],0
p2,1,0.847276,0.037093,[26  4] ; [59  8],[26.28865979  3.71134021] ; [58.71134021  8.28865979],0
n3,1,0.847516,0.036975,[6 2] ; [11  3],[6.18181818 1.81818182] ; [10.81818182  3.18181818],0
p7,1,0.853362,0.034162,[23  6] ; [52 15],[22.65625  6.34375] ; [52.34375 14.65625],0
a7,1,0.869,0.027202,[21  9] ; [48 19],[21.34020619  8.65979381] ; [47.65979381 19.34020619],0
b1,1,0.886983,0.020199,[13 17] ; [28 39],[12.68041237 17.31958763] ; [28.31958763 38.68041237],0
r3,1,0.90947,0.012929,[28  2] ; [62  4],[28.125  1.875] ; [61.875  4.125],0
b4,1,0.936103,0.006427,[19 11] ; [43 24],[19.17525773 10.82474227] ; [42.82474227 24.17525773],0
p8,1,1.0,0.0,[20 10] ; [44 22],[20. 10.] ; [44. 22.],0
