Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p9,1,5e-06,21.023627,[36  4] ; [15 22],[26.49350649 13.50649351] ; [24.50649351 12.49350649],1
s8,1,1.4e-05,18.833928,[26 14] ; [ 6 31],[16.62337662 23.37662338] ; [15.37662338 21.62337662],1
s2,1,6.7e-05,15.900506,[29 11] ; [10 27],[20.25974026 19.74025974] ; [18.74025974 18.25974026],1
a3,1,0.000383,12.614566,[33  6] ; [17 20],[25.65789474 13.34210526] ; [24.34210526 12.65789474],1
s5,1,0.004155,8.214896,[19 17] ; [ 7 28],[13.18309859 22.81690141] ; [12.81690141 22.18309859],0
r1,1,0.006127,7.512703,[34  6] ; [21 16],[28.57142857 11.42857143] ; [26.42857143 10.57142857],0
p6,1,0.007694,7.103423,[24 16] ; [11 26],[18.18181818 21.81818182] ; [16.81818182 20.18181818],0
n1,1,0.009195,6.784615,[11  2] ; [1 4],[8.66666667 4.33333333] ; [3.33333333 1.66666667],0
d5,1,0.015352,5.875642,[36  4] ; [25 12],[31.68831169  8.31168831] ; [29.31168831  7.68831169],0
r4,1,0.015474,5.861712,[38  2] ; [28  9],[34.28571429  5.71428571] ; [31.71428571  5.28571429],0
n6,1,0.016997,5.696674,[32  6] ; [22 15],[27.36 10.64] ; [26.64 10.36],0
p10,1,0.01715,5.68093,[26 14] ; [14 23],[20.77922078 19.22077922] ; [19.22077922 17.77922078],0
a5,1,0.027804,4.84015,[32  8] ; [21 16],[27.53246753 12.46753247] ; [25.46753247 11.53246753],0
p1,1,0.028628,4.789846,[ 9 30] ; [ 2 35],[ 5.64473684 33.35526316] ; [ 5.35526316 31.64473684],0
u1,1,0.048049,3.90828,[10 30] ; [ 3 34],[ 6.75324675 33.24675325] ; [ 6.24675325 30.75324675],0
s3,1,0.055412,3.66964,[26 14] ; [16 21],[21.81818182 18.18181818] ; [20.18181818 16.81818182],0
d1,1,0.056196,3.646227,[27 13] ; [17 20],[22.85714286 17.14285714] ; [21.14285714 15.85714286],0
r3,1,0.057518,3.607547,[38  2] ; [30  7],[35.32467532  4.67532468] ; [32.67532468  4.32467532],0
s6,1,0.061154,3.505808,[31  7] ; [23 14],[27.36 10.64] ; [26.64 10.36],0
r2,1,0.071648,3.24485,[39  1] ; [32  5],[36.88311688  3.11688312] ; [34.11688312  2.88311688],0
a4,1,0.080282,3.059189,[22 18] ; [13 24],[18.18181818 21.81818182] ; [16.81818182 20.18181818],0
p4,1,0.087713,2.915845,[31  9] ; [22 15],[27.53246753 12.46753247] ; [25.46753247 11.53246753],0
d2,1,0.092521,2.829957,[26 14] ; [17 20],[22.33766234 17.66233766] ; [20.66233766 16.33766234],0
b4,1,0.093539,2.812386,[27 13] ; [18 19],[23.37662338 16.62337662] ; [21.62337662 15.37662338],0
n5,1,0.128103,2.315346,[27 11] ; [20 17],[23.81333333 14.18666667] ; [23.18666667 13.81333333],0
n4,1,0.161491,1.960211,[30  9] ; [23 14],[27.19736842 11.80263158] ; [25.80263158 11.19736842],0
v2,1,0.166515,1.914044,[22 17] ; [15 22],[18.98684211 20.01315789] ; [18.01315789 18.98684211],0
d4,1,0.178929,1.806494,[35  5] ; [28  9],[32.72727273  7.27272727] ; [30.27272727  6.72727273],0
p5,1,0.220622,1.50032,[ 7 33] ; [ 3 34],[ 5.19480519 34.80519481] ; [ 4.80519481 32.19480519],0
d3,1,0.226691,1.461504,[29 11] ; [22 15],[26.49350649 13.50649351] ; [24.50649351 12.49350649],0
v4,1,0.234282,1.414676,[37  3] ; [31  6],[35.32467532  4.67532468] ; [32.67532468  4.32467532],0
p8,1,0.282923,1.152993,[20 20] ; [14 23],[17.66233766 22.33766234] ; [16.33766234 20.66233766],0
v1,1,0.310648,1.02792,[23 17] ; [17 20],[20.77922078 19.22077922] ; [19.22077922 17.77922078],0
p2,1,0.31393,1.014068,[33  7] ; [27 10],[31.16883117  8.83116883] ; [28.83116883  8.16883117],0
b1,1,0.327817,0.957502,[26 14] ; [20 17],[23.8961039 16.1038961] ; [22.1038961 14.8961039],0
v3,1,0.360314,0.836799,[14 23] ; [10 26],[12.16438356 24.83561644] ; [11.83561644 24.16438356],0
b2,1,0.370252,0.802819,[ 8 14] ; [ 5 16],[ 6.65116279 15.34883721] ; [ 6.34883721 14.65116279],0
b3,1,0.370252,0.802819,[ 8 14] ; [ 5 16],[ 6.65116279 15.34883721] ; [ 6.34883721 14.65116279],0
a2,1,0.374053,0.790154,[11 29] ; [ 7 30],[ 9.35064935 30.64935065] ; [ 8.64935065 28.35064935],0
a6,1,0.445122,0.583044,[24 16] ; [19 18],[22.33766234 17.66233766] ; [20.66233766 16.33766234],0
b5,1,0.469873,0.522274,[29 11] ; [24 13],[27.53246753 12.46753247] ; [25.46753247 11.53246753],0
u2,1,0.56628,0.328947,[3 3] ; [ 7 12],[2.4 3.6] ; [ 7.6 11.4],0
u3,1,0.589951,0.29042,[5 2] ; [12  8],[4.40740741 2.59259259] ; [12.59259259  7.40740741],0
a8,1,0.755404,0.097046,[ 5 31] ; [ 4 31],[ 4.56338028 31.43661972] ; [ 4.43661972 30.56338028],0
a7,1,0.817908,0.053009,[28 12] ; [25 12],[27.53246753 12.46753247] ; [25.46753247 11.53246753],0
s4,1,0.926027,0.00862,[ 9 31] ; [ 8 29],[ 8.83116883 31.16883117] ; [ 8.16883117 28.83116883],0
p7,1,0.994952,4e-05,[27 13] ; [25 12],[27.01298701 12.98701299] ; [24.98701299 12.01298701],0
