Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s8,1,0.00323,8.672514,[ 1 37] ; [4 9],[ 3.7254902 34.2745098] ; [ 1.2745098 11.7254902],0
v3,1,0.005403,7.739401,[ 3 35] ; [5 7],[ 6.08 31.92] ; [ 1.92 10.08],0
a3,1,0.005708,7.640333,[18 19] ; [12  1],[22.2 14.8] ; [7.8 5.2],0
v1,1,0.051537,3.790727,[ 8 30] ; [6 6],[10.64 27.36] ; [3.36 8.64],0
n6,1,0.067352,3.346407,[17 21] ; [9 3],[19.76 18.24] ; [6.24 5.76],0
p11,1,0.083959,2.986553,[13 25] ; [8 5],[15.64705882 22.35294118] ; [5.35294118 7.64705882],0
v2,1,0.119155,2.42839,[11 26] ; [7 6],[13.32 23.68] ; [4.68 8.32],0
n4,1,0.141455,2.16206,[31  7] ; [8 5],[29.05882353  8.94117647] ; [9.94117647 3.05882353],0
p7,1,0.141455,2.16206,[ 7 31] ; [5 8],[ 8.94117647 29.05882353] ; [3.05882353 9.94117647],0
s4,1,0.142495,2.15081,[ 3 35] ; [ 3 10],[ 4.47058824 33.52941176] ; [ 1.52941176 11.47058824],0
s2,1,0.150494,2.067235,[ 5 33] ; [4 9],[ 6.70588235 31.29411765] ; [ 2.29411765 10.70588235],0
s6,1,0.155827,2.014261,[ 8 30] ; [5 7],[ 9.88 28.12] ; [3.12 8.88],0
p6,1,0.164529,1.932096,[ 3 33] ; [ 3 10],[ 4.40816327 31.59183673] ; [ 1.59183673 11.40816327],0
a5,1,0.172821,1.8583,[18 20] ; [9 4],[20.11764706 17.88235294] ; [6.88235294 6.11764706],0
r3,1,0.200243,1.640604,[18 19] ; [9 4],[19.98 17.02] ; [7.02 5.98],0
s3,1,0.203463,1.617341,[10 27] ; [6 7],[11.84 25.16] ; [4.16 8.84],0
n3,1,0.221099,1.497222,[ 6 10] ; [4 2],[7.27272727 8.72727273] ; [2.72727273 3.27272727],0
p3,1,0.240294,1.378868,[ 6 32] ; [4 9],[ 7.45098039 30.54901961] ; [ 2.54901961 10.45098039],0
a2,1,0.256329,1.288475,[ 4 34] ; [ 3 10],[ 5.21568627 32.78431373] ; [ 1.78431373 11.21568627],0
b1,1,0.296903,1.088054,[20 18] ; [9 4],[21.60784314 16.39215686] ; [7.39215686 5.60784314],0
p10,1,0.314419,1.01202,[14 23] ; [7 6],[15.54 21.46] ; [5.46 7.54],0
d4,1,0.363458,0.825911,[24 14] ; [10  3],[25.33333333 12.66666667] ; [8.66666667 4.33333333],0
d1,1,0.366436,0.815716,[15 23] ; [7 6],[16.39215686 21.60784314] ; [5.60784314 7.39215686],0
a7,1,0.377083,0.780191,[17 21] ; [4 9],[15.64705882 22.35294118] ; [5.35294118 7.64705882],0
p1,1,0.395957,0.720571,[ 5 33] ; [ 3 10],[ 5.96078431 32.03921569] ; [ 2.03921569 10.96078431],0
a8,1,0.395957,0.720571,[ 5 33] ; [ 3 10],[ 5.96078431 32.03921569] ; [ 2.03921569 10.96078431],0
r2,1,0.400953,0.705467,[19 17] ; [8 4],[20.25 15.75] ; [6.75 5.25],0
n5,1,0.406757,0.688259,[28 10] ; [8 5],[26.82352941 11.17647059] ; [9.17647059 3.82352941],0
a1,1,0.463968,0.536306,[ 6 32] ; [ 1 12],[ 5.21568627 32.78431373] ; [ 1.78431373 11.21568627],0
r4,1,0.475896,0.508253,[ 8 30] ; [4 9],[ 8.94117647 29.05882353] ; [3.05882353 9.94117647],0
a4,1,0.481374,0.495748,[13 24] ; [6 7],[14.06 22.94] ; [4.94 8.06],0
n1,1,0.55409,0.350041,[7 9] ; [4 3],[7.65217391 8.34782609] ; [3.34782609 3.65217391],0
a6,1,0.570036,0.322621,[17 21] ; [7 6],[17.88235294 20.11764706] ; [6.11764706 6.88235294],0
d5,1,0.575259,0.313962,[23 15] ; [9 4],[23.84313725 14.15686275] ; [8.15686275 4.84313725],0
p2,1,0.64785,0.208622,[14 23] ; [4 9],[13.32 23.68] ; [4.68 8.32],0
b2,1,0.675319,0.175443,[ 9 17] ; [5 7],[ 9.57894737 16.42105263] ; [4.42105263 7.57894737],0
b3,1,0.675319,0.175443,[ 9 17] ; [5 7],[ 9.57894737 16.42105263] ; [4.42105263 7.57894737],0
p9,1,0.682601,0.167213,[16 21] ; [6 6],[16.6122449 20.3877551] ; [5.3877551 6.6122449],0
n2,1,0.75235,0.099567,[8 8] ; [4 3],[8.34782609 7.65217391] ; [3.65217391 3.34782609],0
b4,1,0.781894,0.076647,[25 13] ; [8 5],[24.58823529 13.41176471] ; [8.41176471 4.58823529],0
r1,1,0.781894,0.076647,[13 25] ; [5 8],[13.41176471 24.58823529] ; [4.58823529 8.41176471],0
s5,1,0.786203,0.073574,[ 5 32] ; [ 2 10],[ 5.28571429 31.71428571] ; [ 1.71428571 10.28571429],0
d3,1,0.799176,0.064727,[16 22] ; [6 7],[16.39215686 21.60784314] ; [5.60784314 7.39215686],0
b5,1,0.939631,0.005735,[20 18] ; [7 6],[20.11764706 17.88235294] ; [6.88235294 6.11764706],0
p4,1,0.96446,0.001985,[ 9 29] ; [ 3 10],[ 8.94117647 29.05882353] ; [3.05882353 9.94117647],0
u1,1,0.981304,0.000549,[ 3 35] ; [ 1 12],[ 2.98039216 35.01960784] ; [ 1.01960784 11.98039216],0
d2,1,0.989677,0.000167,[17 20] ; [6 7],[17.02 19.98] ; [5.98 7.02],0
