Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p10,1,1.7e-05,18.48392,[19 40] ; [38 14],[30.2972973 28.7027027] ; [26.7027027 25.2972973],1
p2,1,2.7e-05,17.640294,[20 39] ; [39 14],[31.08035714 27.91964286] ; [27.91964286 25.08035714],1
r3,1,5.2e-05,16.367381,[20 39] ; [37 14],[30.57272727 28.42727273] ; [26.42727273 24.57272727],1
p9,1,7.2e-05,15.762566,[20 37] ; [38 14],[30.33027523 26.66972477] ; [27.66972477 24.33027523],1
n6,1,0.000492,12.144816,[24 34] ; [38 13],[32.99082569 25.00917431] ; [29.00917431 21.99082569],1
n3,1,0.004298,8.153561,[12 21] ; [16  5],[17.11111111 15.88888889] ; [10.88888889 10.11111111],0
b1,1,0.004743,7.974774,[37 23] ; [19 35],[29.47368421 30.52631579] ; [26.52631579 27.47368421],0
p8,1,0.005896,7.581812,[ 8 51] ; [19 34],[14.22321429 44.77678571] ; [12.77678571 40.22321429],0
v2,1,0.006805,7.323689,[12 45] ; [24 29],[18.65454545 38.34545455] ; [17.34545455 35.65454545],0
s7,1,0.007463,7.158118,[ 9 48] ; [20 32],[15.16513761 41.83486239] ; [13.83486239 38.16513761],0
s6,1,0.007819,7.074462,[14 46] ; [25 28],[20.7079646 39.2920354] ; [18.2920354 34.7079646],0
a1,1,0.014139,6.020767,[11 49] ; [ 2 52],[ 6.84210526 53.15789474] ; [ 6.15789474 47.84210526],0
b2,1,0.022008,5.245143,[16 19] ; [ 7 28],[11.5 23.5] ; [11.5 23.5],0
b3,1,0.022008,5.245143,[16 19] ; [ 7 28],[11.5 23.5] ; [11.5 23.5],0
b4,1,0.026859,4.899829,[30 30] ; [38 16],[35.78947368 24.21052632] ; [32.21052632 21.78947368],0
n2,1,0.02703,4.888889,[14 19] ; [16  6],[18. 15.] ; [12. 10.],0
u2,1,0.037647,4.320908,[ 6 20] ; [11 10],[ 9.40425532 16.59574468] ; [ 7.59574468 13.40425532],0
s8,1,0.037649,4.3208,[ 5 55] ; [12 42],[ 8.94736842 51.05263158] ; [ 8.05263158 45.94736842],0
p4,1,0.049076,3.872763,[12 47] ; [20 34],[16.7079646 42.2920354] ; [15.2920354 38.7079646],0
s3,1,0.065338,3.396419,[16 43] ; [22 28],[20.56880734 38.43119266] ; [17.43119266 32.56880734],0
p5,1,0.07277,3.219402,[ 1 57] ; [ 5 48],[ 3.13513514 54.86486486] ; [ 2.86486486 50.13513514],0
p7,1,0.075608,3.15687,[13 44] ; [20 32],[17.25688073 39.74311927] ; [15.74311927 36.25688073],0
s5,1,0.082015,3.024504,[ 7 53] ; [13 41],[10.52631579 49.47368421] ; [ 9.47368421 44.52631579],0
u3,1,0.082088,3.023065,[ 7 20] ; [11 11],[ 9.91836735 17.08163265] ; [ 8.08163265 13.91836735],0
s2,1,0.093485,2.813312,[12 48] ; [18 35],[15.92920354 44.07079646] ; [14.07079646 38.92920354],0
s1,1,0.180708,1.791793,[ 6 53] ; [ 2 52],[ 4.17699115 54.82300885] ; [ 3.82300885 50.17699115],0
a7,1,0.185245,1.755037,[26 33] ; [30 23],[29.5 29.5] ; [26.5 26.5],0
s4,1,0.203196,1.619252,[ 7 53] ; [11 43],[ 9.47368421 50.52631579] ; [ 8.52631579 45.47368421],0
a6,1,0.276305,1.185174,[25 35] ; [28 26],[27.89473684 32.10526316] ; [25.10526316 28.89473684],0
d5,1,0.286183,1.137489,[33 27] ; [35 19],[35.78947368 24.21052632] ; [32.21052632 21.78947368],0
a5,1,0.343178,0.898522,[28 32] ; [30 24],[30.52631579 29.47368421] ; [27.47368421 26.52631579],0
v4,1,0.343415,0.897643,[32 27] ; [31 18],[34.41666667 24.58333333] ; [28.58333333 20.41666667],0
r1,1,0.389816,0.739517,[20 39] ; [14 39],[17.91071429 41.08928571] ; [16.08928571 36.91071429],0
n1,1,0.417736,0.656676,[10 23] ; [ 9 13],[11.4 21.6] ; [ 7.6 14.4],0
v3,1,0.531346,0.391817,[14 45] ; [10 43],[12.64285714 46.35714286] ; [11.35714286 41.64285714],0
n5,1,0.549633,0.357976,[33 26] ; [32 20],[34.54954955 24.45045045] ; [30.45045045 21.54954955],0
a8,1,0.565235,0.330722,[ 3 53] ; [ 4 45],[ 3.73333333 52.26666667] ; [ 3.26666667 45.73333333],0
n4,1,0.576892,0.311285,[33 26] ; [33 21],[34.46017699 24.53982301] ; [31.53982301 22.46017699],0
p1,1,0.592906,0.285829,[ 5 55] ; [ 6 47],[ 5.84070796 54.15929204] ; [ 5.15929204 47.84070796],0
u1,1,0.592923,0.285803,[ 3 57] ; [ 4 50],[ 3.68421053 56.31578947] ; [ 3.31578947 50.68421053],0
r2,1,0.617475,0.249432,[33 24] ; [26 23],[31.72641509 25.27358491] ; [27.27358491 21.72641509],0
p3,1,0.637009,0.222675,[11 48] ; [12 42],[12.00884956 46.99115044] ; [10.99115044 43.00884956],0
d1,1,0.655491,0.199048,[22 38] ; [22 32],[23.15789474 36.84210526] ; [20.84210526 33.15789474],0
d4,1,0.720315,0.128191,[40 20] ; [37 16],[40.88495575 19.11504425] ; [36.11504425 16.88495575],0
a3,1,0.800131,0.064099,[33 25] ; [32 22],[33.66071429 24.33928571] ; [31.33928571 22.66071429],0
d3,1,0.827822,0.047305,[31 29] ; [29 25],[31.57894737 28.42105263] ; [28.42105263 25.57894737],0
b5,1,0.843452,0.038998,[30 30] ; [26 28],[29.47368421 30.52631579] ; [26.52631579 27.47368421],0
a2,1,0.893605,0.017888,[ 6 54] ; [ 5 49],[ 5.78947368 54.21052632] ; [ 5.21052632 48.78947368],0
v1,1,0.899772,0.015863,[19 40] ; [17 34],[19.30909091 39.69090909] ; [16.69090909 34.30909091],0
d2,1,0.909443,0.012937,[24 35] ; [21 32],[23.70535714 35.29464286] ; [21.29464286 31.70535714],0
a4,1,0.934431,0.006769,[19 40] ; [17 37],[18.79646018 40.20353982] ; [17.20353982 36.79646018],0
