Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.0,68.839024,[483   9] ; [7 5],[478.33333333  13.66666667] ; [11.66666667  0.33333333],1
v4,1,0.0,63.725872,[482  10] ; [7 5],[477.35714286  14.64285714] ; [11.64285714  0.35714286],1
r3,1,0.003124,8.733556,[478  12] ; [10  2],[476.33466135  13.66533865] ; [11.66533865  0.33466135],0
a6,1,0.006447,7.420901,[342 146] ; [4 8],[337.696 150.304] ; [8.304 3.696],0
a3,1,0.008975,6.827848,[367 122] ; [5 7],[363.08982036 125.91017964] ; [8.91017964 3.08982036],0
p9,1,0.02717,4.879969,[426  58] ; [8 4],[423.5  60.5] ; [10.5  1.5],0
s1,1,0.030641,4.672958,[ 19 464] ; [ 2 10],[ 20.49090909 462.50909091] ; [ 0.50909091 11.49090909],0
d1,1,0.031901,4.60382,[313 179] ; [4 8],[309.45238095 182.54761905] ; [7.54761905 4.45238095],0
n6,1,0.037013,4.349799,[426  62] ; [8 4],[423.584  64.416] ; [10.416  1.584],0
p5,1,0.043998,4.056656,[ 64 423] ; [4 8],[ 66.36472946 420.63527054] ; [ 1.63527054 10.36472946],0
a7,1,0.044051,4.054623,[370 120] ; [6 6],[367.01195219 122.98804781] ; [8.98804781 3.01195219],0
s2,1,0.066344,3.371238,[327 161] ; [5 7],[324.032 163.968] ; [7.968 4.032],0
v1,1,0.080166,3.06153,[280 198] ; [4 8],[277.04489796 200.95510204] ; [6.95510204 5.04489796],0
d4,1,0.086593,2.936602,[414  74] ; [8 4],[411.872  76.128] ; [10.128  1.872],0
s3,1,0.091877,2.841171,[348 134] ; [6 6],[345.40080972 136.59919028] ; [8.59919028 3.40080972],0
a5,1,0.111512,2.532664,[382 109] ; [7 5],[379.71968191 111.28031809] ; [9.28031809 2.71968191],0
a4,1,0.112572,2.517735,[235 253] ; [3 9],[232.288 255.712] ; [5.712 6.288],0
n3,1,0.115298,2.480062,[75 26] ; [1 2],[73.80769231 27.19230769] ; [2.19230769 0.80769231],0
b1,1,0.139684,2.181441,[184 308] ; [7 5],[186.45238095 305.54761905] ; [4.54761905 7.45238095],0
p3,1,0.173917,1.848848,[260 229] ; [4 8],[257.67664671 231.32335329] ; [6.32335329 5.67664671],0
u1,1,0.207209,1.590818,[118 374] ; [ 1 11],[116.16666667 375.83333333] ; [2.83333333 9.16666667],0
p4,1,0.249532,1.325923,[322 166] ; [6 6],[320.128 167.872] ; [7.872 4.128],0
n5,1,0.275059,1.191344,[390 100] ; [8 4],[388.48605578 101.51394422] ; [9.51394422 2.48605578],0
d3,1,0.283592,1.149795,[354 135] ; [7 5],[352.35329341 136.64670659] ; [8.64670659 3.35329341],0
b3,1,0.305184,1.051403,[115 179] ; [2 7],[113.52475248 180.47524752] ; [3.47524752 5.52475248],0
b2,1,0.305184,1.051403,[115 179] ; [2 7],[113.52475248 180.47524752] ; [3.47524752 5.52475248],0
b5,1,0.337647,0.919345,[302 190] ; [9 3],[303.5952381 188.4047619] ; [7.4047619 4.5952381],0
d5,1,0.349109,0.876694,[415  74] ; [9 3],[413.84431138  75.15568862] ; [10.15568862  1.84431138],0
p2,1,0.376458,0.782236,[412  76] ; [9 3],[410.896  77.104] ; [10.104  1.896],0
a8,1,0.379655,0.771818,[ 69 373] ; [3 9],[ 70.0969163 371.9030837] ; [ 1.9030837 10.0969163],0
p1,1,0.384248,0.757066,[ 45 442] ; [ 2 10],[ 45.86973948 441.13026052] ; [ 1.13026052 10.86973948],0
s5,1,0.443965,0.586013,[212 265] ; [4 8],[210.6993865 266.3006135] ; [5.3006135 6.6993865],0
d2,1,0.499293,0.456438,[252 237] ; [5 7],[250.84431138 238.15568862] ; [6.15568862 5.84431138],0
s8,1,0.506067,0.442191,[279 210] ; [8 4],[280.1257485 208.8742515] ; [6.8742515 5.1257485],0
v2,1,0.514774,0.42435,[279 191] ; [6 6],[277.90456432 192.09543568] ; [7.09543568 4.90456432],0
p7,1,0.532047,0.390481,[314 159] ; [9 3],[315.00824742 157.99175258] ; [7.99175258 4.00824742],0
s7,1,0.566179,0.329117,[298 175] ; [6 5],[297.09090909 175.90909091] ; [6.90909091 4.09090909],0
v3,1,0.582976,0.301448,[199 274] ; [6 6],[199.92783505 273.07216495] ; [5.07216495 6.92783505],0
b4,1,0.600294,0.274552,[291 201] ; [8 4],[291.88095238 200.11904762] ; [7.11904762 4.88095238],0
u2,1,0.608702,0.262069,[76 47] ; [5 2],[76.63846154 46.36153846] ; [4.36153846 2.63846154],0
s4,1,0.723034,0.125604,[101 383] ; [ 2 10],[100.50806452 383.49193548] ; [2.49193548 9.50806452],0
p8,1,0.742924,0.107573,[264 218] ; [6 6],[263.44129555 218.55870445] ; [6.55870445 5.44129555],0
n4,1,0.790317,0.070702,[394  97] ; [10  2],[394.36182903  96.63817097] ; [9.63817097 2.36182903],0
p12,1,0.812353,0.056355,[ 51 437] ; [ 1 11],[ 50.752 437.248] ; [ 1.248 10.752],0
u3,1,0.827965,0.047224,[83 40] ; [5 2],[83.26153846 39.73846154] ; [4.73846154 2.26153846],0
p11,1,0.855312,0.033249,[380 112] ; [9 3],[379.73809524 112.26190476] ; [9.26190476 2.73809524],0
p10,1,0.925304,0.00879,[409  76] ; [10  2],[408.8832998  76.1167002] ; [10.1167002  1.8832998],0
p6,1,0.939628,0.005736,[196 287] ; [5 7],[196.12727273 286.87272727] ; [4.87272727 7.12727273],0
