Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d3,1,0.0,57.05252,[40 63] ; [198  49],[70.04 32.96] ; [167.96  79.04],1
a6,1,0.0,41.003657,[46 57] ; [196  51],[71.21714286 31.78285714] ; [170.78285714  76.21714286],1
a2,1,2e-06,22.833676,[10 93] ; [ 86 162],[28.17094017 74.82905983] ; [ 67.82905983 180.17094017],1
u1,1,5e-06,20.958777,[ 6 97] ; [ 69 179],[22.00854701 80.99145299] ; [ 52.99145299 195.00854701],1
d1,1,7.2e-05,15.7665,[41 62] ; [156  92],[57.80911681 45.19088319] ; [139.19088319 108.80911681],1
d4,1,0.000536,11.987054,[73 29] ; [215  32],[84.17191977 17.82808023] ; [203.82808023  43.17191977],1
v2,1,0.001361,10.258398,[40 58] ; [141  94],[53.26726727 44.73273273] ; [127.73273273 107.26726727],0
r3,1,0.002458,9.171584,[92 11] ; [240   7],[97.70285714  5.29714286] ; [234.29714286  12.70285714],0
p4,1,0.00488,7.923272,[32 70] ; [118 129],[43.83954155 58.16045845] ; [106.16045845 140.83954155],0
p2,1,0.007825,7.073001,[62 40] ; [186  62],[72.27428571 29.72571429] ; [175.72571429  72.27428571],0
d5,1,0.01037,6.570257,[74 29] ; [207  40],[82.69428571 20.30571429] ; [198.30571429  48.69428571],0
v4,1,0.015419,5.867969,[90 11] ; [236  10],[94.88760807  6.11239193] ; [231.11239193  14.88760807],0
p9,1,0.016123,5.789456,[67 35] ; [192  54],[75.9137931 26.0862069] ; [183.0862069  62.9137931],0
b5,1,0.016781,5.719164,[55 48] ; [166  82],[64.85185185 38.14814815] ; [156.14814815  91.85185185],0
r4,1,0.029345,4.747244,[89 14] ; [232  16],[94.1965812  8.8034188] ; [226.8034188  21.1965812],0
p10,1,0.040833,4.182913,[65 36] ; [185  61],[72.76657061 28.23342939] ; [177.23342939  68.76657061],0
b1,1,0.063937,3.432189,[47 56] ; [ 87 161],[39.32193732 63.67806268] ; [ 94.67806268 153.32193732],0
s1,1,0.069234,3.301079,[ 9 91] ; [ 10 235],[ 5.50724638 94.49275362] ; [ 13.49275362 231.50724638],0
b2,1,0.072792,3.218918,[31 37] ; [48 98],[25.10280374 42.89719626] ; [53.89719626 92.10280374],0
b3,1,0.072792,3.218918,[31 37] ; [48 98],[25.10280374 42.89719626] ; [53.89719626 92.10280374],0
p6,1,0.132621,2.261553,[17 85] ; [ 59 187],[22.27586207 79.72413793] ; [ 53.72413793 192.27586207],0
r2,1,0.136497,2.217012,[96  7] ; [238   8],[98.5730659  4.4269341] ; [235.4269341  10.5730659],0
a5,1,0.141914,2.157076,[68 35] ; [183  65],[73.65527066 29.34472934] ; [177.34472934  70.65527066],0
d2,1,0.176165,1.829682,[45 58] ; [127 119],[50.76217765 52.23782235] ; [121.23782235 124.76217765],0
n2,1,0.181161,1.788076,[27  9] ; [46 28],[23.89090909 12.10909091] ; [49.10909091 24.89090909],0
