Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d5,1,0.018195,5.577232,[5 4] ; [27  3],[7.38461538 1.61538462] ; [24.61538462  5.38461538],0
d4,1,0.01911,5.491379,[4 5] ; [25  5],[6.69230769 2.30769231] ; [22.30769231  7.69230769],0
b5,1,0.030019,4.708201,[2 7] ; [19 11],[4.84615385 4.15384615] ; [16.15384615 13.84615385],0
r1,1,0.042638,4.109677,[5 4] ; [26  4],[7.15384615 1.84615385] ; [23.84615385  6.15384615],0
n1,1,0.05778,3.6,[4 1] ; [1 4],[2.5 2.5] ; [2.5 2.5],0
a3,1,0.077161,3.123714,[8 1] ; [17 13],[5.76923077 3.23076923] ; [19.23076923 10.76923077],0
s2,1,0.122325,2.387291,[4 5] ; [21  8],[5.92105263 3.07894737] ; [19.07894737  9.92105263],0
n3,1,0.136844,2.213095,[5 1] ; [2 3],[3.81818182 2.18181818] ; [3.18181818 1.81818182],0
a5,1,0.140501,2.17246,[7 2] ; [15 15],[5.07692308 3.92307692] ; [16.92307692 13.07692308],0
d1,1,0.15929,1.980952,[3 6] ; [18 12],[4.84615385 4.15384615] ; [16.15384615 13.84615385],0
b3,1,0.192969,1.694805,[2 2] ; [ 5 20],[0.96551724 3.03448276] ; [ 6.03448276 18.96551724],0
b2,1,0.192969,1.694805,[2 2] ; [ 5 20],[0.96551724 3.03448276] ; [ 6.03448276 18.96551724],0
s7,1,0.207717,1.587265,[4 5] ; [19  9],[5.59459459 3.40540541] ; [17.40540541 10.59459459],0
d2,1,0.21934,1.508684,[3 6] ; [17 13],[4.61538462 4.38461538] ; [15.38461538 14.61538462],0
v1,1,0.253555,1.303611,[2 7] ; [13 17],[3.46153846 5.53846154] ; [11.53846154 18.46153846],0
d3,1,0.3123,1.020924,[4 5] ; [19 11],[5.30769231 3.69230769] ; [17.69230769 12.30769231],0
s3,1,0.341864,0.903429,[5 4] ; [21  8],[6.15789474 2.84210526] ; [19.84210526  9.15789474],0
r2,1,0.353512,0.860811,[8 1] ; [29  1],[8.53846154 0.46153846] ; [28.46153846  1.53846154],0
v3,1,0.430935,0.620303,[3 6] ; [14 15],[4.02631579 4.97368421] ; [12.97368421 16.02631579],0
a2,1,0.516836,0.420202,[2 7] ; [ 4 26],[1.38461538 7.61538462] ; [ 4.61538462 25.38461538],0
p4,1,0.518871,0.416138,[4 5] ; [17 13],[4.84615385 4.15384615] ; [16.15384615 13.84615385],0
p3,1,0.542227,0.371429,[4 5] ; [10 20],[3.23076923 5.76923077] ; [10.76923077 19.23076923],0
n4,1,0.546788,0.363103,[6 3] ; [23  7],[6.69230769 2.30769231] ; [22.30769231  7.69230769],0
s1,1,0.586682,0.295556,[1 7] ; [ 2 28],[0.63157895 7.36842105] ; [ 2.36842105 27.63157895],0
p8,1,0.592704,0.286141,[3 6] ; [13 17],[3.69230769 5.30769231] ; [12.30769231 17.69230769],0
a7,1,0.674012,0.176944,[5 4] ; [19 11],[5.53846154 3.46153846] ; [18.46153846 11.53846154],0
b4,1,0.696681,0.151948,[6 3] ; [22  8],[6.46153846 2.53846154] ; [21.53846154  8.46153846],0
p2,1,0.696681,0.151948,[6 3] ; [22  8],[6.46153846 2.53846154] ; [21.53846154  8.46153846],0
n5,1,0.696681,0.151948,[6 3] ; [22  8],[6.46153846 2.53846154] ; [21.53846154  8.46153846],0
a4,1,0.696681,0.151948,[3 6] ; [ 8 22],[2.53846154 6.46153846] ; [ 8.46153846 21.53846154],0
u1,1,0.703273,0.145089,[2 7] ; [ 5 25],[1.61538462 7.38461538] ; [ 5.38461538 24.61538462],0
p11,1,0.718432,0.13,[6 3] ; [18 12],[5.53846154 3.46153846] ; [18.46153846 11.53846154],0
a6,1,0.718432,0.13,[6 3] ; [18 12],[5.53846154 3.46153846] ; [18.46153846 11.53846154],0
p6,1,0.739805,0.110298,[3 6] ; [ 8 21],[2.60526316 6.39473684] ; [ 8.39473684 20.60526316],0
s5,1,0.740947,0.109296,[2 6] ; [ 9 20],[2.37837838 5.62162162] ; [ 8.62162162 20.37837838],0
n2,1,0.793428,0.068571,[6 1] ; [4 1],[5.83333333 1.16666667] ; [4.16666667 0.83333333],0
p7,1,0.840617,0.040443,[5 4] ; [15 14],[4.73684211 4.26315789] ; [15.26315789 13.73684211],0
b1,1,0.849286,0.036111,[6 3] ; [21  9],[6.23076923 2.76923077] ; [20.76923077  9.23076923],0
r4,1,0.923233,0.009286,[8 1] ; [27  3],[8.07692308 0.92307692] ; [26.92307692  3.07692308],0
n6,1,0.94468,0.004815,[7 2] ; [23  7],[6.92307692 2.07692308] ; [23.07692308  6.92307692],0
p10,1,0.952986,0.003476,[4 5] ; [13 17],[3.92307692 5.07692308] ; [13.07692308 16.92307692],0
v2,1,0.983888,0.000408,[5 4] ; [16 13],[4.97368421 4.02631579] ; [16.02631579 12.97368421],0
