Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s2,1,0.000747,11.368007,[8 5] ; [ 4 28],[3.46666667 9.53333333] ; [ 8.53333333 23.46666667],1
n1,1,0.009823,6.666667,[3 2] ; [ 1 14],[1. 4.] ; [ 3. 12.],0
s6,1,0.01649,5.749848,[10  3] ; [12 20],[6.35555556 6.64444444] ; [15.64444444 16.35555556],0
p7,1,0.065976,3.380409,[10  3] ; [15 17],[7.22222222 5.77777778] ; [17.77777778 14.22222222],0
u3,1,0.084903,2.96846,[5 2] ; [ 6 12],[3.08 3.92] ; [ 7.92 10.08],0
p2,1,0.163148,1.944802,[8 5] ; [26  6],[9.82222222 3.17777778] ; [24.17777778  7.82222222],0
s8,1,0.163148,1.944802,[5 8] ; [ 6 26],[3.17777778 9.82222222] ; [ 7.82222222 24.17777778],0
b4,1,0.173049,1.856327,[4 9] ; [17 15],[6.06666667 6.93333333] ; [14.93333333 17.06666667],0
p4,1,0.239317,1.384615,[9 4] ; [16 16],[7.22222222 5.77777778] ; [17.77777778 14.22222222],0
p3,1,0.249537,1.325893,[6 6] ; [10 22],[4.36363636 7.63636364] ; [11.63636364 20.36363636],0
s7,1,0.291841,1.111111,[5 7] ; [ 7 21],[3.6 8.4] ; [ 8.4 19.6],0
n2,1,0.291841,1.111111,[4 1] ; [8 7],[3. 2.] ; [9. 6.],0
b3,1,0.293622,1.102941,[2 8] ; [6 9],[3.2 6.8] ; [ 4.8 10.2],0
b2,1,0.293622,1.102941,[2 8] ; [6 9],[3.2 6.8] ; [ 4.8 10.2],0
a1,1,0.329096,0.952451,[ 2 11] ; [ 2 30],[ 1.15555556 11.84444444] ; [ 2.84444444 29.15555556],0
n6,1,0.343814,0.896158,[7 6] ; [22 10],[8.37777778 4.62222222] ; [20.62222222 11.37777778],0
p5,1,0.353598,0.860505,[ 1 12] ; [ 6 26],[ 2.02222222 10.97777778] ; [ 4.97777778 27.02222222],0
n4,1,0.372449,0.795478,[8 5] ; [15 17],[6.64444444 6.35555556] ; [16.35555556 15.64444444],0
s4,1,0.379394,0.772665,[4 9] ; [ 6 26],[ 2.88888889 10.11111111] ; [ 7.11111111 24.88888889],0
a8,1,0.386311,0.750524,[ 2 11] ; [ 2 27],[ 1.23809524 11.76190476] ; [ 2.76190476 26.23809524],0
d4,1,0.458078,0.550586,[10  3] ; [21 11],[8.95555556 4.04444444] ; [22.04444444  9.95555556],0
d1,1,0.458078,0.550586,[ 3 10] ; [11 21],[4.04444444 8.95555556] ; [ 9.95555556 22.04444444],0
a4,1,0.481924,0.494505,[ 2 11] ; [ 8 24],[ 2.88888889 10.11111111] ; [ 7.11111111 24.88888889],0
p1,1,0.500406,0.454075,[ 1 12] ; [ 1 31],[ 0.57777778 12.42222222] ; [ 1.42222222 30.57777778],0
s1,1,0.500406,0.454075,[ 1 12] ; [ 1 31],[ 0.57777778 12.42222222] ; [ 1.42222222 30.57777778],0
v3,1,0.529183,0.39596,[4 9] ; [ 7 25],[3.17777778 9.82222222] ; [ 7.82222222 24.17777778],0
b5,1,0.53835,0.378606,[6 7] ; [18 14],[6.93333333 6.06666667] ; [17.06666667 14.93333333],0
a7,1,0.53835,0.378606,[6 7] ; [18 14],[6.93333333 6.06666667] ; [17.06666667 14.93333333],0
p9,1,0.540089,0.375375,[8 5] ; [22  9],[8.86363636 4.13636364] ; [21.13636364  9.86363636],0
n5,1,0.591208,0.288462,[7 6] ; [20 12],[7.8 5.2] ; [19.2 12.8],0
s5,1,0.621769,0.243389,[ 2 11] ; [ 7 25],[ 2.6 10.4] ; [ 6.4 25.6],0
d5,1,0.668999,0.182775,[9 4] ; [20 12],[8.37777778 4.62222222] ; [20.62222222 11.37777778],0
r1,1,0.668999,0.182775,[4 9] ; [12 20],[4.62222222 8.37777778] ; [11.37777778 20.62222222],0
v2,1,0.682286,0.167564,[5 8] ; [14 17],[5.61363636 7.38636364] ; [13.38636364 17.61363636],0
d2,1,0.72853,0.120465,[ 3 10] ; [ 9 23],[3.46666667 9.53333333] ; [ 8.53333333 23.46666667],0
a5,1,0.744764,0.105983,[5 8] ; [14 18],[5.48888889 7.51111111] ; [13.51111111 18.48888889],0
b1,1,0.795198,0.067375,[8 5] ; [21 11],[8.37777778 4.62222222] ; [20.62222222 11.37777778],0
n3,1,0.79525,0.06734,[3 2] ; [8 7],[2.75 2.25] ; [8.25 6.75],0
v1,1,0.816099,0.054087,[4 9] ; [11 21],[4.33333333 8.66666667] ; [10.66666667 21.33333333],0
p6,1,0.825642,0.048529,[3 9] ; [ 7 25],[2.72727273 9.27272727] ; [ 7.27272727 24.72727273],0
p12,1,0.860449,0.030907,[ 1 12] ; [ 2 30],[ 0.86666667 12.13333333] ; [ 2.13333333 29.86666667],0
p8,1,0.883063,0.021635,[6 7] ; [14 18],[5.77777778 7.22222222] ; [14.22222222 17.77777778],0
a3,1,0.883063,0.021635,[6 7] ; [14 18],[5.77777778 7.22222222] ; [14.22222222 17.77777778],0
r4,1,0.893188,0.018029,[5 8] ; [13 19],[5.2 7.8] ; [12.8 19.2],0
d3,1,0.893188,0.018029,[8 5] ; [19 13],[7.8 5.2] ; [19.2 12.8],0
p10,1,0.951917,0.003636,[8 5] ; [20 12],[8.08888889 4.91111111] ; [19.91111111 12.08888889],0
a6,1,0.964944,0.001932,[7 6] ; [17 15],[6.93333333 6.06666667] ; [17.06666667 14.93333333],0
u2,1,0.968346,0.001575,[5 2] ; [13  5],[5.04 1.96] ; [12.96  5.04],0
p11,1,0.974811,0.000997,[9 4] ; [22 10],[8.95555556 4.04444444] ; [22.04444444  9.95555556],0
