Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d3,1,0.000349,12.787803,[42 28] ; [ 7 25],[33.62745098 36.37254902] ; [15.37254902 16.62745098],1
r4,1,0.004271,8.164642,[65  5] ; [23  9],[60.39215686  9.60784314] ; [27.60784314  4.39215686],0
b5,1,0.004848,7.935164,[45 25] ; [11 21],[38.43137255 31.56862745] ; [17.56862745 14.43137255],0
a6,1,0.007484,7.152952,[57 13] ; [18 14],[51.47058824 18.52941176] ; [23.52941176  8.47058824],0
v2,1,0.010935,6.475887,[39 30] ; [ 9 22],[33.12 35.88] ; [14.88 16.12],0
r2,1,0.012094,6.297074,[65  5] ; [24  8],[61.07843137  8.92156863] ; [27.92156863  4.07843137],0
p6,1,0.012857,6.188746,[28 41] ; [ 5 27],[22.54455446 46.45544554] ; [10.45544554 21.54455446],0
p10,1,0.013813,6.061922,[57 11] ; [19 12],[52.2020202 15.7979798] ; [23.7979798  7.2020202],0
n6,1,0.015469,5.8623,[60 10] ; [20 11],[55.44554455 14.55445545] ; [24.55445545  6.44554455],0
u3,1,0.022395,5.214815,[16  8] ; [2 7],[13.09090909 10.90909091] ; [4.90909091 4.09090909],0
p4,1,0.023143,5.157715,[42 26] ; [12 20],[36.72 31.28] ; [17.28 14.72],0
r1,1,0.026836,4.901341,[61  9] ; [22 10],[56.96078431 13.03921569] ; [26.03921569  5.96078431],0
v4,1,0.039946,4.220171,[66  4] ; [26  6],[63.1372549  6.8627451] ; [28.8627451  3.1372549],0
s5,1,0.062498,3.469812,[25 42] ; [ 6 26],[20.97979798 46.02020202] ; [10.02020202 21.97979798],0
p7,1,0.078098,3.104037,[41 28] ; [13 19],[36.89108911 32.10891089] ; [17.10891089 14.89108911],0
p2,1,0.095891,2.772588,[54 15] ; [20 12],[50.55445545 18.44554455] ; [23.44554455  8.55445545],0
v1,1,0.114542,2.490408,[37 31] ; [12 20],[33.32 34.68] ; [15.68 16.32],0
p5,1,0.125479,2.347567,[12 56] ; [ 2 30],[ 9.52 58.48] ; [ 4.48 27.52],0
p8,1,0.136534,2.216592,[42 25] ; [15 17],[38.57575758 28.42424242] ; [18.42424242 13.57575758],0
a2,1,0.137966,2.200499,[12 58] ; [ 2 30],[ 9.60784314 60.39215686] ; [ 4.39215686 27.60784314],0
p9,1,0.139546,2.182962,[57 11] ; [22  9],[54.26262626 13.73737374] ; [24.73737374  6.26262626],0
b3,1,0.155395,2.018474,[16 22] ; [14  9],[18.68852459 19.31147541] ; [11.31147541 11.68852459],0
b2,1,0.155395,2.018474,[16 22] ; [14  9],[18.68852459 19.31147541] ; [11.31147541 11.68852459],0
s2,1,0.169584,1.886615,[35 32] ; [12 20],[31.80808081 35.19191919] ; [15.19191919 16.80808081],0
b4,1,0.22086,1.498776,[44 26] ; [16 16],[41.17647059 28.82352941] ; [18.82352941 13.17647059],0
