Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p7,1,0.0,36.445128,[10 72] ; [88 82],[31.88888889 50.11111111] ; [ 66.11111111 103.88888889],1
p9,1,0.0,36.145844,[33 46] ; [136  34],[53.6184739 25.3815261] ; [115.3815261  54.6184739],1
p10,1,0.0,36.04119,[30 51] ; [130  41],[51.42857143 29.57142857] ; [108.57142857  62.42857143],1
p11,1,0.0,34.87209,[36 48] ; [137  35],[56.765625 27.234375] ; [116.234375  55.765625],1
r3,1,0.0,27.593676,[57 26] ; [159  11],[70.86166008 12.13833992] ; [145.13833992  24.86166008],1
v4,1,0.0,25.990667,[58 25] ; [161  11],[71.28235294 11.71764706] ; [147.71764706  24.28235294],1
p8,1,1e-06,23.930728,[12 72] ; [76 91],[29.4501992 54.5498008] ; [ 58.5498008 108.4501992],1
r4,1,1.3e-05,19.051977,[48 36] ; [142  30],[62.34375 21.65625] ; [127.65625  44.34375],1
p4,1,6.5e-05,15.957366,[12 70] ; [ 68 104],[25.82677165 56.17322835] ; [ 54.17322835 117.82677165],1
v1,1,0.000272,13.254461,[18 65] ; [77 93],[31.16600791 51.83399209] ; [ 63.83399209 106.16600791],1
r1,1,0.000529,12.010943,[43 40] ; [126  45],[55.22440945 27.77559055] ; [113.77559055  57.22440945],1
a1,1,0.003951,8.306271,[ 8 76] ; [  3 169],[ 3.609375 80.390625] ; [  7.390625 164.609375],0
d3,1,0.00502,7.872043,[41 43] ; [114  56],[51.25984252 32.74015748] ; [103.74015748  66.25984252],0
n6,1,0.005111,7.839666,[53 30] ; [137  34],[62.08661417 20.91338583] ; [127.91338583  43.08661417],0
p6,1,0.006215,7.486934,[ 8 75] ; [ 41 129],[16.07509881 66.92490119] ; [ 32.92490119 137.07509881],0
b1,1,0.014996,5.916974,[40 44] ; [ 55 117],[31.171875 52.828125] ; [ 63.828125 108.171875],0
a7,1,0.02142,5.292285,[47 36] ; [121  49],[55.11462451 27.88537549] ; [112.88537549  57.11462451],0
d5,1,0.022029,5.243506,[54 30] ; [133  38],[61.6 22.4] ; [125.4  45.6],0
v2,1,0.040112,4.213147,[28 51] ; [82 84],[35.46938776 43.53061224] ; [74.53061224 91.46938776],0
b5,1,0.048138,3.905173,[46 38] ; [116  56],[53.15625 30.84375] ; [108.84375  63.15625],0
a6,1,0.048138,3.905173,[46 38] ; [116  56],[53.15625 30.84375] ; [108.84375  63.15625],0
a8,1,0.050407,3.827877,[ 4 76] ; [ 21 138],[ 8.36820084 71.63179916] ; [ 16.63179916 142.36820084],0
s6,1,0.138026,2.199828,[24 58] ; [ 66 104],[29.28571429 52.71428571] ; [ 60.71428571 109.28571429],0
s1,1,0.164293,1.93426,[ 4 79] ; [  3 167],[ 2.29644269 80.70355731] ; [  4.70355731 165.29644269],0
v3,1,0.167028,1.909415,[27 53] ; [ 42 124],[22.43902439 57.56097561] ; [ 46.56097561 119.43902439],0
s2,1,0.195481,1.675821,[ 7 76] ; [ 24 146],[10.16996047 72.83003953] ; [ 20.83003953 149.16996047],0
n5,1,0.20047,1.638945,[48 35] ; [113  58],[52.61023622 30.38976378] ; [108.38976378  62.61023622],0
u4,1,0.209033,1.57811,[ 2 82] ; [  1 171],[ 0.984375 83.015625] ; [  2.015625 169.984375],0
a5,1,0.214552,1.540442,[49 35] ; [114  58],[53.484375 30.515625] ; [109.515625  62.484375],0
s7,1,0.215074,1.536939,[12 68] ; [ 36 130],[15.6097561 64.3902439] ; [ 32.3902439 133.6097561],0
b2,1,0.222952,1.485271,[22 32] ; [29 65],[18.60810811 35.39189189] ; [32.39189189 61.60810811],0
b3,1,0.222952,1.485271,[22 32] ; [29 65],[18.60810811 35.39189189] ; [32.39189189 61.60810811],0
n2,1,0.232862,1.423291,[18 16] ; [38 20],[20.69565217 13.30434783] ; [35.30434783 22.69565217],0
u2,1,0.252484,1.309505,[15 19] ; [36 28],[17.69387755 16.30612245] ; [33.30612245 30.69387755],0
n4,1,0.259111,1.273501,[49 34] ; [114  58],[53.05490196 29.94509804] ; [109.94509804  62.05490196],0
d4,1,0.272627,1.203483,[59 25] ; [131  40],[62.58823529 21.41176471] ; [127.41176471  43.58823529],0
d2,1,0.316272,1.004299,[38 45] ; [ 67 104],[34.31102362 48.68897638] ; [ 70.68897638 100.31102362],0
n3,1,0.322715,0.977909,[17 15] ; [37 21],[19.2 12.8] ; [34.8 23.2],0
a2,1,0.355286,0.854486,[16 68] ; [ 25 147],[13.453125 70.546875] ; [ 27.546875 144.453125],0
r2,1,0.404817,0.693972,[65 15] ; [146  25],[67.25099602 12.74900398] ; [143.74900398  27.25099602],0
s5,1,0.449307,0.5724,[10 71] ; [ 27 142],[11.988 69.012] ; [ 25.012 143.988],0
d1,1,0.471086,0.519428,[37 47] ; [84 88],[39.703125 44.296875] ; [81.296875 90.703125],0
b4,1,0.488629,0.479545,[45 39] ; [100  72],[47.578125 36.421875] ; [97.421875 74.578125],0
s8,1,0.492953,0.470073,[13 70] ; [ 33 139],[14.97254902 68.02745098] ; [ 31.02745098 140.97254902],0
s4,1,0.521578,0.410772,[11 72] ; [ 18 153],[ 9.47637795 73.52362205] ; [ 19.52362205 151.47637795],0
a3,1,0.563587,0.333532,[49 34] ; [108  64],[51.10196078 31.89803922] ; [105.89803922  66.10196078],0
p12,1,0.576783,0.311465,[ 3 81] ; [  4 166],[ 2.31496063 81.68503937] ; [  4.68503937 165.31496063],0
n1,1,0.603129,0.270302,[12 21] ; [18 40],[10.87912088 22.12087912] ; [19.12087912 38.87912088],0
u1,1,0.621087,0.244342,[10 74] ; [ 17 155],[ 8.859375 75.140625] ; [ 18.140625 153.859375],0
p5,1,0.682598,0.167215,[ 3 81] ; [  8 163],[ 3.62352941 80.37647059] ; [  7.37647059 163.62352941],0
p1,1,0.688595,0.16061,[ 6 78] ; [ 10 161],[ 5.27058824 78.72941176] ; [ 10.72941176 160.27058824],0
a4,1,0.730846,0.118337,[30 53] ; [ 66 106],[31.24705882 51.75294118] ; [ 64.75294118 107.24705882],0
u3,1,0.871625,0.026113,[17 18] ; [30 34],[16.61616162 18.38383838] ; [30.38383838 33.61616162],0
