Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,3e-06,21.702632,[382  23] ; [5 4],[378.58695652  26.41304348] ; [8.41304348 0.58695652],1
r2,1,0.004185,8.201846,[384  16] ; [6 2],[382.35294118  17.64705882] ; [7.64705882 0.35294118],0
p11,1,0.00986,6.660038,[349  56] ; [5 4],[346.30434783  58.69565217] ; [7.69565217 1.30434783],0
b1,1,0.031972,4.6,[132 273] ; [6 3],[135. 270.] ; [3. 6.],0
p8,1,0.054755,3.689528,[227 172] ; [8 1],[229.81617647 169.18382353] ; [5.18382353 3.81617647],0
n1,1,0.057383,3.611462,[20 48] ; [3 1],[21.72222222 46.27777778] ; [1.27777778 2.72222222],0
p5,1,0.078986,3.085634,[ 53 352] ; [3 6],[ 54.7826087 350.2173913] ; [1.2173913 7.7826087],0
a6,1,0.088457,2.902235,[285 118] ; [4 5],[282.6868932 120.3131068] ; [6.3131068 2.6868932],0
r1,1,0.1065,2.605399,[346  57] ; [6 3],[344.31067961  58.68932039] ; [7.68932039 1.31067961],0
p6,1,0.113037,2.511245,[162 239] ; [6 3],[164.31219512 236.68780488] ; [3.68780488 5.31219512],0
d1,1,0.131683,2.272551,[262 143] ; [8 1],[264.13043478 140.86956522] ; [5.86956522 3.13043478],0
p1,1,0.134319,2.241858,[ 33 371] ; [2 7],[ 34.23728814 369.76271186] ; [0.76271186 8.23728814],0
a7,1,0.139671,2.181579,[310  94] ; [5 4],[308.13559322  95.86440678] ; [6.86440678 2.13559322],0
s3,1,0.152106,2.051001,[229 171] ; [3 6],[226.89486553 173.10513447] ; [5.10513447 3.89486553],0
p4,1,0.181262,1.787244,[261 142] ; [7 1],[262.78345499 140.21654501] ; [5.21654501 2.78345499],0
n3,1,0.261052,1.263172,[52 17] ; [2 2],[51.04109589 17.95890411] ; [2.95890411 1.04109589],0
p12,1,0.283549,1.15,[ 44 361] ; [2 7],[ 45. 360.] ; [1. 8.],0
s8,1,0.308433,1.037374,[203 199] ; [3 6],[201.48905109 200.51094891] ; [4.51094891 4.48905109],0
a5,1,0.314186,1.012995,[325  80] ; [6 3],[323.80434783  81.19565217] ; [7.19565217 1.80434783],0
s6,1,0.328733,0.953883,[281 117] ; [5 4],[279.67567568 118.32432432] ; [6.32432432 2.67567568],0
d2,1,0.371332,0.799201,[208 195] ; [6 3],[209.32524272 193.67475728] ; [4.67475728 4.32524272],0
v3,1,0.400087,0.708063,[232 165] ; [4 5],[230.76847291 166.23152709] ; [5.23152709 3.76847291],0
b3,1,0.405304,0.692533,[ 97 148] ; [2 6],[ 95.86956522 149.13043478] ; [3.13043478 4.86956522],0
b2,1,0.405304,0.692533,[ 97 148] ; [2 6],[ 95.86956522 149.13043478] ; [3.13043478 4.86956522],0
p9,1,0.405371,0.692336,[384  20] ; [8 1],[383.45762712  20.54237288] ; [8.54237288 0.45762712],0
v1,1,0.474549,0.511364,[265 131] ; [5 4],[264. 132.] ; [6. 3.],0
p2,1,0.489176,0.478339,[348  57] ; [7 2],[347.2826087  57.7173913] ; [7.7173913 1.2826087],0
s7,1,0.511991,0.429996,[214 172] ; [4 5],[213.03291139 172.96708861] ; [4.96708861 4.03291139],0
s4,1,0.542795,0.370385,[ 60 343] ; [2 7],[ 60.64563107 342.35436893] ; [1.35436893 7.64563107],0
a4,1,0.551025,0.355483,[184 220] ; [5 4],[184.88135593 219.11864407] ; [4.11864407 4.88135593],0
p3,1,0.57898,0.307886,[232 172] ; [6 3],[232.81355932 171.18644068] ; [5.18644068 3.81355932],0
d3,1,0.671554,0.17979,[295 109] ; [6 3],[294.44067797 109.55932203] ; [6.55932203 2.44067797],0
b4,1,0.675528,0.175204,[242 163] ; [6 3],[242.60869565 162.39130435] ; [5.39130435 3.60869565],0
s5,1,0.703503,0.144853,[149 241] ; [4 5],[149.54887218 240.45112782] ; [3.45112782 5.54887218],0
u3,1,0.721345,0.127207,[58 35] ; [1 1],[57.75789474 35.24210526] ; [1.24210526 0.75789474],0
n4,1,0.777607,0.079772,[330  75] ; [7 2],[329.67391304  75.32608696] ; [7.32608696 1.67391304],0
d4,1,0.797941,0.065542,[347  57] ; [8 1],[347.26392252  56.73607748] ; [7.73607748 1.26392252],0
p7,1,0.821324,0.051005,[284 114] ; [6 2],[284.28571429 113.71428571] ; [5.71428571 2.28571429],0
a2,1,0.826721,0.047921,[103 302] ; [2 7],[102.7173913 302.2826087] ; [2.2826087 6.7173913],0
u2,1,0.867667,0.027763,[52 41] ; [1 1],[51.88421053 41.11578947] ; [1.11578947 0.88421053],0
b5,1,0.893813,0.017817,[234 171] ; [5 4],[233.80434783 171.19565217] ; [5.19565217 3.80434783],0
u1,1,0.942895,0.005131,[ 86 319] ; [2 7],[ 86.08695652 318.91304348] ; [1.91304348 7.08695652],0
s2,1,0.95414,0.003307,[220 183] ; [5 4],[220.08495146 182.91504854] ; [4.91504854 4.08495146],0
a3,1,0.96895,0.001515,[312  92] ; [7 2],[312.04842615  91.95157385] ; [6.95157385 2.04842615],0
n6,1,0.991687,0.000109,[356  45] ; [8 1],[356.0097561  44.9902439] ; [7.9902439 1.0097561],0
