Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p6,1,2.9e-05,17.47922,[27 27] ; [ 5 41],[17.28 36.72] ; [14.72 31.28],1
p3,1,0.000328,12.901141,[36 19] ; [14 33],[26.96078431 28.03921569] ; [23.03921569 23.96078431],1
p8,1,0.001707,9.84049,[37 18] ; [17 30],[29.11764706 25.88235294] ; [24.88235294 22.11764706],0
d3,1,0.007695,7.103112,[42 13] ; [24 23],[35.58823529 19.41176471] ; [30.41176471 16.58823529],0
p5,1,0.018979,5.503484,[13 42] ; [ 3 43],[ 8.71287129 46.28712871] ; [ 7.28712871 38.71287129],0
a5,1,0.038542,4.280961,[46  9] ; [31 16],[41.51960784 13.48039216] ; [35.48039216 11.51960784],0
d1,1,0.0398,4.226386,[39 16] ; [24 23],[33.97058824 21.02941176] ; [29.02941176 17.97058824],0
n4,1,0.041479,4.156326,[41 14] ; [26 21],[36.12745098 18.87254902] ; [30.87254902 16.12745098],0
v3,1,0.04172,4.146522,[21 33] ; [ 9 36],[16.36363636 37.63636364] ; [13.63636364 31.36363636],0
p7,1,0.044423,4.040404,[40 15] ; [24 21],[35.2 19.8] ; [28.8 16.2],0
b1,1,0.049247,3.866925,[23 32] ; [11 36],[18.33333333 36.66666667] ; [15.66666667 31.33333333],0
p11,1,0.058309,3.584845,[48  7] ; [34 13],[44.21568627 10.78431373] ; [37.78431373  9.21568627],0
n5,1,0.107177,2.595365,[41 14] ; [28 19],[37.20588235 17.79411765] ; [31.79411765 15.20588235],0
r4,1,0.127707,2.320155,[51  4] ; [39  8],[48.52941176  6.47058824] ; [41.47058824  5.52941176],0
p10,1,0.143498,2.140046,[48  7] ; [35 11],[45.1980198  9.8019802] ; [37.8019802  8.1980198],0
a8,1,0.156715,2.005643,[ 3 51] ; [ 6 37],[ 5.01030928 48.98969072] ; [ 3.98969072 39.01030928],0
n2,1,0.200441,1.639156,[5 3] ; [8 1],[6.11764706 1.88235294] ; [6.88235294 2.11764706],0
b3,1,0.221249,1.49625,[14 18] ; [ 7 18],[11.78947368 20.21052632] ; [ 9.21052632 15.78947368],0
b2,1,0.221249,1.49625,[14 18] ; [ 7 18],[11.78947368 20.21052632] ; [ 9.21052632 15.78947368],0
s6,1,0.239519,1.383424,[41 13] ; [30 16],[38.34 15.66] ; [32.66 13.34],0
v4,1,0.271196,1.210688,[53  2] ; [41  4],[51.7  3.3] ; [42.3  2.7],0
s3,1,0.276841,1.182531,[23 30] ; [25 21],[25.6969697 27.3030303] ; [22.3030303 23.6969697],0
u1,1,0.283604,1.149737,[10 45] ; [ 5 42],[ 8.08823529 46.91176471] ; [ 6.91176471 40.08823529],0
