Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v2,1,0.001981,9.566696,[30 16] ; [31 53],[21.58461538 24.41538462] ; [39.41538462 44.58461538],0
v3,1,0.011785,6.342886,[21 25] ; [20 63],[14.62015504 31.37984496] ; [26.37984496 56.62015504],0
a2,1,0.025308,5.002671,[15 32] ; [13 72],[ 9.96969697 37.03030303] ; [18.03030303 66.96969697],0
a5,1,0.029478,4.739496,[36 11] ; [49 36],[30.26515152 16.73484848] ; [54.73484848 30.26515152],0
p2,1,0.037036,4.348734,[31 16] ; [40 45],[25.28030303 21.71969697] ; [45.71969697 39.28030303],0
s7,1,0.053638,3.723918,[18 25] ; [20 60],[13.28455285 29.71544715] ; [24.71544715 55.28455285],0
a4,1,0.064312,3.422552,[24 23] ; [29 55],[19.01526718 27.98473282] ; [33.98473282 50.01526718],0
s2,1,0.070022,3.282508,[21 25] ; [25 59],[16.27692308 29.72307692] ; [29.72307692 54.27692308],0
d3,1,0.071946,3.238048,[36 11] ; [52 33],[31.33333333 15.66666667] ; [56.66666667 28.33333333],0
a3,1,0.094834,2.790336,[35 12] ; [51 34],[30.62121212 16.37878788] ; [55.37878788 29.62121212],0
a1,1,0.111876,2.527525,[ 1 46] ; [ 8 77],[ 3.20454545 43.79545455] ; [ 5.79545455 79.20454545],0
n2,1,0.148595,2.086616,[13  4] ; [16 13],[10.7173913  6.2826087] ; [18.2826087 10.7173913],0
r3,1,0.152179,2.050269,[43  4] ; [70 15],[40.23484848  6.76515152] ; [72.76515152 12.23484848],0
s6,1,0.156107,2.011537,[26 19] ; [38 47],[22.15384615 22.84615385] ; [41.84615385 43.15384615],0
p3,1,0.168924,1.892468,[19 27] ; [25 60],[15.45038168 30.54961832] ; [28.54961832 56.45038168],0
p7,1,0.188944,1.72583,[23 23] ; [32 52],[19.46153846 26.53846154] ; [35.53846154 48.46153846],0
u1,1,0.209943,1.571822,[10 37] ; [11 74],[ 7.47727273 39.52272727] ; [13.52272727 71.47727273],0
n4,1,0.242822,1.364134,[33 14] ; [51 34],[29.90909091 17.09090909] ; [54.09090909 30.90909091],0
b4,1,0.271656,1.208368,[27 20] ; [57 28],[29.90909091 17.09090909] ; [54.09090909 30.90909091],0
p10,1,0.292459,1.108267,[10 37] ; [25 59],[12.55725191 34.44274809] ; [22.44274809 61.55725191],0
u3,1,0.319006,0.993016,[8 4] ; [17 17],[6.52173913 5.47826087] ; [18.47826087 15.52173913],0
n3,1,0.330592,0.946579,[11  7] ; [13 15],[9.39130435 8.60869565] ; [14.60869565 13.39130435],0
b5,1,0.331495,0.943047,[29 18] ; [45 40],[26.34848485 20.65151515] ; [47.65151515 37.34848485],0
a6,1,0.357234,0.847594,[32 15] ; [51 34],[29.5530303 17.4469697] ; [53.4469697 31.5530303],0
n1,1,0.384488,0.756303,[ 7 10] ; [ 8 20],[ 5.66666667 11.33333333] ; [ 9.33333333 18.66666667],0
s1,1,0.390103,0.738622,[ 4 43] ; [ 4 80],[ 2.87022901 44.12977099] ; [ 5.12977099 78.87022901],0
s5,1,0.392242,0.731981,[11 34] ; [15 68],[ 9.140625 35.859375] ; [16.859375 66.140625],0
s3,1,0.402712,0.700214,[22 25] ; [33 51],[19.73282443 27.26717557] ; [35.26717557 48.73282443],0
s4,1,0.451726,0.566318,[ 5 41] ; [13 70],[ 6.41860465 39.58139535] ; [11.58139535 71.41860465],0
v4,1,0.466398,0.530496,[40  7] ; [68 17],[38.45454545  8.54545455] ; [69.54545455 15.45454545],0
u2,1,0.484423,0.488889,[5 6] ; [19 14],[6. 5.] ; [18. 15.],0
p1,1,0.507975,0.438237,[ 2 45] ; [ 6 78],[ 2.87022901 44.12977099] ; [ 5.12977099 78.87022901],0
d1,1,0.57299,0.317705,[30 17] ; [50 35],[28.48484848 18.51515152] ; [51.51515152 33.48484848],0
r4,1,0.634628,0.225837,[35 12] ; [60 25],[33.82575758 13.17424242] ; [61.17424242 23.82575758],0
r2,1,0.643852,0.21374,[40  7] ; [73 10],[40.85384615  6.14615385] ; [72.14615385 10.85384615],0
r1,1,0.64569,0.211377,[36 11] ; [62 23],[34.89393939 12.10606061] ; [63.10606061 21.89393939],0
b2,1,0.652411,0.202874,[10 18] ; [16 36],[ 9.1 18.9] ; [16.9 35.1],0
b3,1,0.652411,0.202874,[10 18] ; [16 36],[ 9.1 18.9] ; [16.9 35.1],0
p5,1,0.652808,0.202378,[ 1 46] ; [ 3 82],[ 1.42424242 45.57575758] ; [ 2.57575758 82.42424242],0
p6,1,0.653078,0.202041,[ 9 34] ; [15 70],[ 8.0625 34.9375] ; [15.9375 69.0625],0
n6,1,0.660502,0.192915,[32 15] ; [54 30],[30.85496183 16.14503817] ; [55.14503817 28.85496183],0
s8,1,0.670253,0.181306,[11 34] ; [18 67],[10.03846154 34.96153846] ; [18.96153846 66.03846154],0
d5,1,0.697683,0.150893,[38  9] ; [71 14],[38.81060606  8.18939394] ; [70.18939394 14.81060606],0
