Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n4,1,0.0,29.018163,[19 29] ; [57  8],[32.28318584 15.71681416] ; [43.71681416 21.28318584],1
n6,1,0.001965,9.582359,[25 23] ; [51 13],[32.57142857 15.42857143] ; [43.42857143 20.57142857],0
a8,1,0.022142,5.2346,[ 1 44] ; [ 9 48],[ 4.41176471 40.58823529] ; [ 5.58823529 51.41176471],0
n1,1,0.03678,4.360557,[ 5 15] ; [12  9],[ 8.29268293 11.70731707] ; [ 8.70731707 12.29268293],0
r2,1,0.038046,4.302943,[39  9] ; [61  4],[42.47787611  5.52212389] ; [57.52212389  7.47787611],0
s8,1,0.046118,3.977273,[ 6 42] ; [18 46],[10.28571429 37.71428571] ; [13.71428571 50.28571429],0
s6,1,0.049389,3.862069,[18 30] ; [36 28],[23.14285714 24.85714286] ; [30.85714286 33.14285714],0
b3,1,0.05612,3.648499,[ 5 22] ; [17 25],[ 8.60869565 18.39130435] ; [13.39130435 28.60869565],0
b2,1,0.05612,3.648499,[ 5 22] ; [17 25],[ 8.60869565 18.39130435] ; [13.39130435 28.60869565],0
p10,1,0.067398,3.345281,[ 9 39] ; [22 42],[13.28571429 34.71428571] ; [17.71428571 46.28571429],0
a1,1,0.075162,3.166527,[ 1 47] ; [ 7 58],[ 3.39823009 44.60176991] ; [ 4.60176991 60.39823009],0
s3,1,0.108953,2.56934,[16 32] ; [31 33],[20.14285714 27.85714286] ; [26.85714286 37.14285714],0
r4,1,0.11507,2.483176,[33 15] ; [53 12],[36.53097345 11.46902655] ; [49.46902655 15.53097345],0
s2,1,0.123814,2.368401,[11 37] ; [23 40],[14.7027027 33.2972973] ; [19.2972973 43.7027027],0
p8,1,0.136575,2.216134,[13 35] ; [26 38],[16.71428571 31.28571429] ; [22.28571429 41.71428571],0
a5,1,0.14324,2.142803,[26 22] ; [44 21],[29.73451327 18.26548673] ; [40.26548673 24.73451327],0
d2,1,0.221425,1.495114,[21 27] ; [36 29],[24.21238938 23.78761062] ; [32.78761062 32.21238938],0
b5,1,0.233895,1.417015,[34 14] ; [39 26],[31.00884956 16.99115044] ; [41.99115044 23.00884956],0
r1,1,0.258675,1.275833,[34 14] ; [52 13],[36.53097345 11.46902655] ; [49.46902655 15.53097345],0
n2,1,0.260681,1.265138,[10  9] ; [16  7],[11.76190476  7.23809524] ; [14.23809524  8.76190476],0
r3,1,0.260753,1.264754,[44  4] ; [55 10],[42.05309735  5.94690265] ; [56.94690265  8.05309735],0
p4,1,0.273313,1.200043,[19 29] ; [32 32],[21.85714286 26.14285714] ; [29.14285714 34.85714286],0
p7,1,0.286375,1.136586,[18 30] ; [30 33],[20.75675676 27.24324324] ; [27.24324324 35.75675676],0
u3,1,0.365898,0.817547,[12  6] ; [11 10],[10.61538462  7.38461538] ; [12.38461538  8.61538462],0
a6,1,0.406723,0.688361,[32 16] ; [48 17],[33.98230088 14.01769912] ; [46.01769912 18.98230088],0
v1,1,0.428118,0.627922,[15 33] ; [25 40],[16.99115044 31.00884956] ; [23.00884956 41.99115044],0
s1,1,0.430223,0.622222,[ 4 44] ; [ 3 61],[ 3. 45.] ; [ 4. 60.],0
p3,1,0.451827,0.566065,[13 34] ; [22 42],[14.81981982 32.18018018] ; [20.18018018 43.81981982],0
v3,1,0.48575,0.485928,[13 34] ; [22 43],[14.6875 32.3125] ; [20.3125 44.6875],0
a3,1,0.489352,0.477952,[30 18] ; [44 20],[31.71428571 16.28571429] ; [42.28571429 21.71428571],0
p11,1,0.496234,0.462982,[22 26] ; [34 31],[23.78761062 24.21238938] ; [32.21238938 32.78761062],0
s7,1,0.581697,0.303499,[12 32] ; [20 42],[13.28301887 30.71698113] ; [18.71698113 43.28301887],0
p1,1,0.584296,0.299341,[ 3 44] ; [ 6 59],[ 3.77678571 43.22321429] ; [ 5.22321429 59.77678571],0
u1,1,0.585831,0.296902,[ 7 41] ; [12 53],[ 8.07079646 39.92920354] ; [10.92920354 54.07079646],0
v2,1,0.595573,0.281724,[23 25] ; [27 36],[21.62162162 26.37837838] ; [28.37837838 34.62162162],0
b1,1,0.648832,0.207375,[26 22] ; [38 27],[27.18584071 20.81415929] ; [36.81415929 28.18584071],0
d4,1,0.652502,0.202761,[40  8] ; [52 13],[39.07964602  8.92035398] ; [52.92035398 12.07964602],0
u2,1,0.731999,0.117284,[ 8 10] ; [10 10],[8.52631579 9.47368421] ; [ 9.47368421 10.52631579],0
a4,1,0.740585,0.109613,[17 31] ; [25 40],[17.84070796 30.15929204] ; [24.15929204 40.84070796],0
d5,1,0.776395,0.080667,[38 10] ; [50 15],[37.38053097 10.61946903] ; [50.61946903 14.38053097],0
s4,1,0.785133,0.07433,[ 6 42] ; [ 9 54],[ 6.48648649 41.51351351] ; [ 8.51351351 54.48648649],0
a2,1,0.812685,0.056152,[12 36] ; [15 50],[11.46902655 36.53097345] ; [15.53097345 49.46902655],0
d3,1,0.817051,0.053518,[33 15] ; [46 19],[33.55752212 14.44247788] ; [45.44247788 19.55752212],0
d1,1,0.852747,0.034453,[25 23] ; [35 30],[25.48672566 22.51327434] ; [34.51327434 30.48672566],0
b4,1,0.869237,0.027102,[31 17] ; [41 24],[30.5840708 17.4159292] ; [41.4159292 23.5840708],0
v4,1,0.911531,0.012345,[41  7] ; [56  9],[41.20353982  6.79646018] ; [55.79646018  9.20353982],0
p2,1,0.917119,0.010829,[30 18] ; [40 25],[29.73451327 18.26548673] ; [40.26548673 24.73451327],0
n3,1,0.926608,0.008485,[13  7] ; [14  8],[12.85714286  7.14285714] ; [14.14285714  7.85714286],0
p6,1,0.934753,0.006702,[10 37] ; [13 50],[ 9.82727273 37.17272727] ; [13.17272727 49.82727273],0
s5,1,0.992089,9.8e-05,[ 7 41] ; [ 9 53],[ 6.98181818 41.01818182] ; [ 9.01818182 52.98181818],0
