Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p4,1,9.7e-05,15.195391,[25 30] ; [31  5],[33.84615385 21.15384615] ; [22.15384615 13.84615385],1
p8,1,0.001709,9.838057,[24 30] ; [28  8],[31.2 22.8] ; [20.8 15.2],0
p7,1,0.011561,6.376996,[29 25] ; [28  7],[34.58426966 19.41573034] ; [22.41573034 12.58426966],0
d1,1,0.026414,4.928702,[32 23] ; [29  7],[36.86813187 18.13186813] ; [24.13186813 11.86813187],0
d4,1,0.026569,4.918621,[40 15] ; [33  3],[44.12087912 10.87912088] ; [28.87912088  7.12087912],0
p1,1,0.057136,3.618623,[ 1 54] ; [ 4 32],[ 3.02197802 51.97802198] ; [ 1.97802198 34.02197802],0
p10,1,0.06077,3.516254,[42 13] ; [33  3],[45.32967033  9.67032967] ; [29.67032967  6.32967033],0
p11,1,0.081736,3.030037,[45 10] ; [34  2],[47.74725275  7.25274725] ; [31.25274725  4.74725275],0
s6,1,0.098648,2.727273,[35 20] ; [28  7],[38.5 16.5] ; [24.5 10.5],0
a5,1,0.126342,2.336887,[38 17] ; [30  6],[41.0989011 13.9010989] ; [26.9010989  9.0989011],0
p9,1,0.131475,2.275,[44 11] ; [33  3],[46.53846154  8.46153846] ; [30.46153846  5.53846154],0
v4,1,0.160032,1.97392,[53  2] ; [32  4],[51.37362637  3.62637363] ; [33.62637363  2.37362637],0
n5,1,0.170904,1.875,[33 21] ; [27  9],[36. 18.] ; [24. 12.],0
b4,1,0.173114,1.855769,[32 23] ; [26 10],[35.05494505 19.94505495] ; [22.94505495 13.05494505],0
u2,1,0.179183,1.804386,[12  6] ; [7 9],[10.05882353  7.94117647] ; [8.94117647 7.05882353],0
p3,1,0.222522,1.488032,[28 27] ; [23 13],[30.82417582 24.17582418] ; [20.17582418 15.82417582],0
v1,1,0.237023,1.398214,[26 26] ; [22 13],[28.68965517 23.31034483] ; [19.31034483 15.68965517],0
a2,1,0.253693,1.302853,[13 42] ; [ 5 31],[10.87912088 44.12087912] ; [ 7.12087912 28.87912088],0
a3,1,0.258563,1.276434,[37 18] ; [20 16],[34.45054945 20.54945055] ; [22.54945055 13.45054945],0
s5,1,0.331137,0.944444,[13 38] ; [12 22],[15. 36.] ; [10. 24.],0
d3,1,0.359486,0.839687,[33 22] ; [25 11],[35.05494505 19.94505495] ; [22.94505495 13.05494505],0
a6,1,0.385755,0.752282,[37 18] ; [21 15],[35.05494505 19.94505495] ; [22.94505495 13.05494505],0
n4,1,0.39373,0.727391,[40 15] ; [29  7],[41.7032967 13.2967033] ; [27.2967033  8.7032967],0
b2,1,0.419763,0.650979,[14 24] ; [10 11],[15.45762712 22.54237288] ; [ 8.54237288 12.45762712],0
b3,1,0.419763,0.650979,[14 24] ; [10 11],[15.45762712 22.54237288] ; [ 8.54237288 12.45762712],0
s3,1,0.439663,0.597161,[28 25] ; [22 14],[29.7752809 23.2247191] ; [20.2247191 15.7752809],0
p2,1,0.483822,0.490236,[46  9] ; [32  4],[47.14285714  7.85714286] ; [30.85714286  5.14285714],0
d5,1,0.483822,0.490236,[46  9] ; [32  4],[47.14285714  7.85714286] ; [30.85714286  5.14285714],0
