Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r3,1,0.165857,1.92,[9 1] ; [1 1],[8.33333333 1.66666667] ; [1.66666667 0.33333333],0
p2,1,0.165857,1.92,[9 1] ; [1 1],[8.33333333 1.66666667] ; [1.66666667 0.33333333],0
p4,1,0.165857,1.92,[9 1] ; [1 1],[8.33333333 1.66666667] ; [1.66666667 0.33333333],0
a5,1,0.371093,0.8,[8 2] ; [1 1],[7.5 2.5] ; [1.5 0.5],0
r2,1,0.371093,0.8,[8 2] ; [1 1],[7.5 2.5] ; [1.5 0.5],0
r4,1,0.371093,0.8,[8 2] ; [1 1],[7.5 2.5] ; [1.5 0.5],0
v2,1,0.424954,0.636574,[7 2] ; [1 1],[6.54545455 2.45454545] ; [1.45454545 0.54545455],0
n6,1,0.583882,0.3,[7 3] ; [1 1],[6.66666667 3.33333333] ; [1.33333333 0.66666667],0
p7,1,0.583882,0.3,[7 3] ; [1 1],[6.66666667 3.33333333] ; [1.33333333 0.66666667],0
a6,1,0.793428,0.068571,[6 4] ; [1 1],[5.83333333 4.16666667] ; [1.16666667 0.83333333],0
d5,1,0.793428,0.068571,[6 4] ; [1 1],[5.83333333 4.16666667] ; [1.16666667 0.83333333],0
p6,1,0.793428,0.068571,[4 6] ; [1 1],[4.16666667 5.83333333] ; [0.83333333 1.16666667],0
v1,1,1.0,0.0,[5 5] ; [1 1],[5. 5.] ; [1. 1.],0
s6,1,1.0,0.0,[5 5] ; [1 1],[5. 5.] ; [1. 1.],0
