Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n4,1,0.0,62.35816,[21 35] ; [150  18],[42.75 13.25] ; [128.25  39.75],1
n6,1,0.0,34.859612,[28 28] ; [148  21],[43.80444444 12.19555556] ; [132.19555556  36.80444444],1
d5,1,0.000606,11.757769,[32 24] ; [134  33],[41.68609865 14.31390135] ; [124.31390135  42.68609865],1
p10,1,0.001783,9.760108,[33 22] ; [135  32],[41.62162162 13.37837838] ; [126.37837838  40.62162162],0
s6,1,0.00223,9.349927,[36 20] ; [138  27],[44.09049774 11.90950226] ; [129.90950226  35.09049774],0
d1,1,0.00297,8.826113,[20 36] ; [99 70],[29.61777778 26.38222222] ; [89.38222222 79.61777778],0
p5,1,0.003187,8.697076,[ 1 54] ; [ 29 136],[ 7.5 47.5] ; [ 22.5 142.5],0
s7,1,0.003594,8.478573,[21 30] ; [104  58],[29.92957746 21.07042254] ; [95.07042254 66.92957746],0
p4,1,0.005265,7.786125,[25 31] ; [111  58],[33.84888889 22.15111111] ; [102.15111111  66.84888889],0
b2,1,0.006436,7.424005,[ 5 30] ; [42 65],[11.58450704 23.41549296] ; [35.41549296 71.58450704],0
b3,1,0.006436,7.424005,[ 5 30] ; [42 65],[11.58450704 23.41549296] ; [35.41549296 71.58450704],0
p9,1,0.014652,5.957812,[37 18] ; [139  29],[43.40807175 11.59192825] ; [132.59192825  35.40807175],0
s8,1,0.015154,5.898462,[20 36] ; [92 77],[27.87555556 28.12444444] ; [84.12444444 84.87555556],0
a5,1,0.017772,5.618521,[29 27] ; [117  52],[36.33777778 19.66222222] ; [109.66222222  59.33777778],0
p6,1,0.026038,4.953469,[13 42] ; [ 68 101],[19.88839286 35.11160714] ; [ 61.11160714 107.88839286],0
b1,1,0.026916,4.896162,[18 38] ; [83 86],[25.13777778 30.86222222] ; [75.86222222 93.13777778],0
u1,1,0.030257,4.694652,[ 4 52] ; [ 33 136],[ 9.20888889 46.79111111] ; [ 27.79111111 141.20888889],0
d2,1,0.044555,4.035391,[20 36] ; [86 82],[26.5 29.5] ; [79.5 88.5],0
a2,1,0.062626,3.466439,[ 7 49] ; [ 41 128],[11.94666667 44.05333333] ; [ 36.05333333 132.94666667],0
p3,1,0.07569,3.155098,[21 35] ; [86 82],[26.75 29.25] ; [80.25 87.75],0
a4,1,0.088354,2.904104,[20 36] ; [82 86],[25.5 30.5] ; [76.5 91.5],0
p11,1,0.094707,2.792497,[36 20] ; [128  41],[40.81777778 15.18222222] ; [123.18222222  45.81777778],0
a8,1,0.130776,2.283266,[ 4 47] ; [ 26 133],[ 7.28571429 43.71428571] ; [ 22.71428571 136.28571429],0
r4,1,0.141746,2.158904,[45 11] ; [149  20],[48.28444444  7.71555556] ; [145.71555556  23.28444444],0
p12,1,0.143508,2.139934,[ 1 54] ; [ 12 156],[ 3.20627803 51.79372197] ; [  9.79372197 158.20627803],0
v1,1,0.153753,2.034616,[17 37] ; [70 95],[21.45205479 32.54794521] ; [65.54794521 99.45205479],0
u2,1,0.171946,1.865899,[14  7] ; [25 26],[11.375  9.625] ; [27.625 23.375],0
r1,1,0.173355,1.853691,[39 17] ; [132  36],[42.75 13.25] ; [128.25  39.75],0
p1,1,0.246365,1.3438,[ 3 52] ; [ 18 150],[ 5.1793722 49.8206278] ; [ 15.8206278 152.1793722],0
a3,1,0.269576,1.218901,[34 21] ; [118  51],[37.32142857 17.67857143] ; [114.67857143  54.32142857],0
p8,1,0.279396,1.170025,[23 33] ; [83 85],[26.5 29.5] ; [79.5 88.5],0
v4,1,0.299524,1.076314,[49  5] ; [160   9],[50.60986547  3.39013453] ; [158.39013453  10.60986547],0
r2,1,0.327316,0.95949,[50  5] ; [158   9],[51.53153153  3.46846847] ; [156.46846847  10.53153153],0
n3,1,0.378441,0.77576,[12  4] ; [27 16],[10.57627119  5.42372881] ; [28.42372881 14.57627119],0
n1,1,0.390073,0.738714,[ 7 10] ; [23 20],[8.5 8.5] ; [21.5 21.5],0
b4,1,0.414694,0.665304,[33 23] ; [89 80],[30.36444444 25.63555556] ; [91.63555556 77.36444444],0
u3,1,0.440735,0.594368,[14  7] ; [29 22],[12.54166667  8.45833333] ; [30.45833333 20.54166667],0
p7,1,0.574228,0.31566,[31 22] ; [103  61],[32.7281106 20.2718894] ; [101.2718894  62.7281106],0
a6,1,0.577887,0.309663,[33 23] ; [106  62],[34.75 21.25] ; [104.25  63.75],0
v3,1,0.655632,0.198873,[ 9 45] ; [ 32 133],[10.10958904 43.89041096] ; [ 30.89041096 134.10958904],0
r3,1,0.677874,0.172529,[52  4] ; [153  15],[51.25  4.75] ; [153.75  14.25],0
p2,1,0.702025,0.146374,[45 10] ; [142  27],[45.91517857  9.08482143] ; [141.08482143  27.91517857],0
s2,1,0.709954,0.138323,[40 16] ; [125  44],[41.06666667 14.93333333] ; [123.93333333  45.06666667],0
d3,1,0.744499,0.106211,[36 20] ; [112  56],[37. 19.] ; [111.  57.],0
s5,1,0.762376,0.091423,[21 34] ; [66 97],[21.94954128 33.05045872] ; [65.05045872 97.94954128],0
s4,1,0.763451,0.090572,[16 40] ; [ 44 122],[15.13513514 40.86486486] ; [ 44.86486486 121.13513514],0
