Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r3,1,2e-06,22.9224,[102  10] ; [31 21],[90.82926829 21.17073171] ; [42.17073171  9.82926829],1
r4,1,1.5e-05,18.705844,[90 23] ; [24 28],[78.07272727 34.92727273] ; [35.92727273 16.07272727],1
p9,1,0.000536,11.987519,[85 27] ; [23 25],[75.6 36.4] ; [32.4 15.6],1
p10,1,0.000647,11.634612,[78 33] ; [21 29],[68.25465839 42.74534161] ; [30.74534161 19.25465839],1
s6,1,0.002052,9.502208,[61 50] ; [14 35],[52.03125 58.96875] ; [22.96875 26.03125],0
v4,1,0.004101,8.238721,[100  11] ; [37 14],[93.87037037 17.12962963] ; [43.12962963  7.87037037],0
n6,1,0.0043,8.152655,[88 24] ; [29 22],[80.39263804 31.60736196] ; [36.60736196 14.39263804],0
n3,1,0.007,7.272894,[30  9] ; [12 15],[24.81818182 14.18181818] ; [17.18181818  9.81818182],0
d5,1,0.013717,6.074199,[77 36] ; [25 27],[69.85454545 43.14545455] ; [32.14545455 19.85454545],0
r2,1,0.013802,6.063301,[99 12] ; [37 13],[93.76397516 17.23602484] ; [42.23602484  7.76397516],0
p2,1,0.016853,5.711582,[77 34] ; [26 26],[70.14110429 40.85889571] ; [32.85889571 19.14110429],0
r1,1,0.018826,5.51758,[76 37] ; [25 27],[69.16969697 43.83030303] ; [31.83030303 20.16969697],0
p7,1,0.018878,5.512742,[58 51] ; [17 34],[51.09375 57.90625] ; [23.90625 27.09375],0
b1,1,0.024428,5.063983,[44 69] ; [30 22],[50.67878788 62.32121212] ; [23.32121212 28.67878788],0
n2,1,0.028389,4.804266,[33  7] ; [17 12],[28.98550725 11.01449275] ; [21.01449275  7.98550725],0
a5,1,0.040635,4.191173,[65 48] ; [21 31],[58.8969697 54.1030303] ; [27.1030303 24.8969697],0
s3,1,0.070783,3.264768,[57 54] ; [18 32],[51.70807453 59.29192547] ; [23.29192547 26.70807453],0
s2,1,0.073237,3.208934,[46 65] ; [14 38],[40.85889571 70.14110429] ; [19.14110429 32.85889571],0
u2,1,0.105758,2.616499,[21 19] ; [ 8 17],[17.84615385 22.15384615] ; [11.15384615 13.84615385],0
a1,1,0.110363,2.54901,[  4 109] ; [ 5 47],[  6.16363636 106.83636364] ; [ 2.83636364 49.16363636],0
b4,1,0.114921,2.485213,[67 46] ; [24 28],[62.32121212 50.67878788] ; [28.67878788 23.32121212],0
d1,1,0.116273,2.466817,[47 66] ; [15 37],[42.46060606 70.53939394] ; [19.53939394 32.46060606],0
s5,1,0.127727,2.319915,[30 79] ; [ 8 41],[26.21518987 82.78481013] ; [11.78481013 37.21518987],0
p6,1,0.141718,2.159209,[29 80] ; [ 8 42],[25.36477987 83.63522013] ; [11.63522013 38.36477987],0
s1,1,0.150633,2.065824,[  3 106] ; [ 4 48],[  4.73913043 104.26086957] ; [ 2.26086957 49.73913043],0
s7,1,0.179249,1.803836,[42 66] ; [13 34],[38.32258065 69.67741935] ; [16.67741935 30.32258065],0
a3,1,0.191581,1.705414,[72 41] ; [27 24],[68.21341463 44.78658537] ; [30.78658537 20.21341463],0
d3,1,0.193667,1.6895,[49 64] ; [17 35],[45.2 67.8] ; [20.8 31.2],0
d4,1,0.199205,1.648191,[76 37] ; [29 22],[72.34756098 40.65243902] ; [32.65243902 18.34756098],0
a4,1,0.209043,1.578039,[49 63] ; [17 34],[45.34969325 66.65030675] ; [20.65030675 30.34969325],0
p12,1,0.239868,1.38137,[  7 105] ; [ 1 50],[  5.49693252 106.50306748] ; [ 2.50306748 48.49693252],0
v1,1,0.253132,1.305936,[52 59] ; [19 32],[48.64814815 62.35185185] ; [22.35185185 28.64814815],0
s8,1,0.263288,1.251384,[36 76] ; [12 39],[32.98159509 79.01840491] ; [15.01840491 35.98159509],0
n1,1,0.292039,1.110198,[17 22] ; [ 9 20],[14.91176471 24.08823529] ; [11.08823529 17.91176471],0
d2,1,0.294464,1.099099,[52 61] ; [19 32],[48.92073171 64.07926829] ; [22.07926829 28.92073171],0
p1,1,0.311358,1.024908,[  6 106] ; [ 1 51],[  4.7804878 107.2195122] ; [ 2.2195122 49.7804878],0
p8,1,0.351876,0.866679,[34 77] ; [12 39],[31.51851852 79.48148148] ; [14.48148148 36.51851852],0
v3,1,0.430392,0.621766,[31 78] ; [11 38],[28.97468354 80.02531646] ; [13.02531646 35.97468354],0
u3,1,0.442005,0.591071,[17 24] ; [ 8 17],[15.53030303 25.46969697] ; [ 9.46969697 15.53030303],0
v2,1,0.470758,0.520197,[45 62] ; [18 32],[42.93630573 64.06369427] ; [20.06369427 29.93630573],0
p4,1,0.500886,0.453058,[37 74] ; [14 36],[35.16149068 75.83850932] ; [15.83850932 34.16149068],0
n4,1,0.50247,0.449715,[77 35] ; [33 19],[75.12195122 36.87804878] ; [34.87804878 17.12195122],0
u1,1,0.509204,0.435702,[  4 109] ; [ 3 49],[  4.79393939 108.20606061] ; [ 2.20606061 49.79393939],0
s4,1,0.518543,0.416791,[17 94] ; [ 6 46],[15.66257669 95.33742331] ; [ 7.33742331 44.66257669],0
a6,1,0.522391,0.40917,[45 68] ; [18 34],[43.14545455 69.85454545] ; [19.85454545 32.14545455],0
p5,1,0.659137,0.194574,[  6 104] ; [ 2 50],[  5.43209877 104.56790123] ; [ 2.56790123 49.43209877],0
b2,1,0.695378,0.153325,[27 43] ; [12 16],[27.85714286 42.14285714] ; [11.14285714 16.85714286],0
b3,1,0.695378,0.153325,[27 43] ; [12 16],[27.85714286 42.14285714] ; [11.14285714 16.85714286],0
a8,1,0.78443,0.07483,[10 95] ; [ 4 45],[ 9.54545455 95.45454545] ; [ 4.45454545 44.54545455],0
n5,1,0.808669,0.058633,[81 30] ; [37 15],[80.35582822 30.64417178] ; [37.64417178 14.35582822],0
a2,1,0.888037,0.019821,[  8 105] ; [ 4 48],[  8.21818182 104.78181818] ; [ 3.78181818 48.21818182],0
b5,1,0.943299,0.005059,[55 58] ; [25 27],[54.78787879 58.21212121] ; [25.21212121 26.78787879],0
