Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n4,1,0.0,118.180222,[319  51] ; [59 91],[268.96153846 101.03846154] ; [109.03846154  40.96153846],1
n6,1,0.0,66.297247,[337  34] ; [91 59],[304.77543186  66.22456814] ; [123.22456814  26.77543186],1
p10,1,1e-06,24.081771,[309  60] ; [94 53],[288.19186047  80.80813953] ; [114.80813953  32.19186047],1
p4,1,3e-05,17.426193,[200 169] ; [51 99],[178.4566474 190.5433526] ; [72.5433526 77.4566474],1
v1,1,3.8e-05,16.955871,[194 165] ; [49 96],[173.08928571 185.91071429] ; [69.91071429 75.08928571],1
a2,1,0.000109,14.967342,[100 271] ; [ 17 133],[ 83.31477927 287.68522073] ; [ 33.68522073 116.31477927],1
p11,1,0.00021,13.743725,[305  66] ; [101  49],[289.10940499  81.89059501] ; [116.89059501  33.10940499],1
p9,1,0.000322,12.936499,[312  55] ; [104  42],[297.60623782  69.39376218] ; [118.39376218  27.60623782],1
p3,1,0.000822,11.190735,[170 200] ; [ 45 105],[152.98076923 217.01923077] ; [62.01923077 87.98076923],1
s7,1,0.002395,9.218893,[161 190] ; [44 98],[145.95334686 205.04665314] ; [59.04665314 82.95334686],0
a4,1,0.005067,7.855523,[170 199] ; [ 49 101],[155.70520231 213.29479769] ; [63.29479769 86.70520231],0
s6,1,0.006852,7.311309,[246 119] ; [81 67],[232.66081871 132.33918129] ; [94.33918129 53.66081871],0
a5,1,0.006901,7.298576,[283  88] ; [97 53],[270.5950096 100.4049904] ; [109.4049904  40.5950096],0
a8,1,0.0079,7.056098,[ 56 281] ; [ 10 127],[ 46.92405063 290.07594937] ; [ 19.07594937 117.92405063],0
d2,1,0.009444,6.736781,[184 185] ; [56 94],[170.63583815 198.36416185] ; [69.36416185 80.63583815],0
v3,1,0.012686,6.212318,[150 206] ; [41 96],[137.92292089 218.07707911] ; [53.07707911 83.92292089],0
p2,1,0.012809,6.195261,[303  68] ; [107  42],[292.51923077  78.48076923] ; [117.48076923  31.51923077],0
